ISLAND CITY MALL,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF NOVEMBER 4, 2021",,,,,,
INCODE,VARIANT,DESC,UNIT,QUANTITY,COST W/O VAT,AMOUNT W/O VAT
513295,,LANDER BABY POWDER 12x14oz,PCS,24,54.4721,"1,307.33"
532542,V0001,WALKER SLIPPER WX 608 LARGE VARIANT,PAIR,300,34.30363,"10,291.09"
532542,V0002,WALKER SLIPPER WX 608 LARGE VARIANT,PAIR,300,34.30363,"10,291.09"
533018,,LANDER BABY OIL VITAMIN E 12x14oz,PCS,48,136.43638,"6,548.95"
578213,,AFICIONADO HAND SANITIZER 72x30ML,PCS,"2,940.00",16.79464,"49,376.24"
600009,,CELL 7x14 HD WHITE MR STRONG,PACK,"1,250.00",7.78571,"9,732.14"
600010,,CELL 8x11 HD WHITE MR STRONG,PACK,20,6.85714,137.1428
600012,,CELL 8x14 HD WHITE MR STRONG,PACK,200,8.5,"1,700.00"
600013,,CELL 8x16 HD WHITE MR STRONG,PACK,"1,650.00",9.78571,"16,146.42"
600014,,CELL 8x14 HD COLORED MR STRONG,PACK,600,8.57143,"5,142.86"
600015,,CELL 5x8 HD WHITE POLYSTAR,PACK,"7,170.00",3.42857,"24,582.85"
600017,,CELL 6x10 HD WHITE POLYSTAR,PACK,950,4.21429,"4,003.58"
600021,,CELL 8x14 HD WHITE POLYSTAR,PACK,400,6.28571,"2,514.28"
600023,,CELL 8x16 HD COLORED POLYSTAR,PACK,800,8.42857,"6,742.86"
600026,,CELL 1 1/4x10 ICE BAG HAVANA,PACK,"3,900.00",4.87143,"18,998.58"
600027,,CELL 1 1/2x10 ICE BAG HAVANA,PACK,"42,800.00",5.64286,"241,514.41"
600028,,CELL 1 3/4x10 ICE BAG HAVANA,PACK,"6,150.00",6.57143,"40,414.29"
600029,,CELL 2x10 ICE BAG HAVANA,PACK,"4,450.00",6.82857,"30,387.14"
600031,,CELL 3x10 ICE BAG HAVANA,PACK,"20,980.00",9.07143,"190,318.60"
600032,,CELL 3X16 ICE BAG HAVANA,PACK,"18,840.00",15.21429,"286,637.22"
600033,,SUPERSTAR COUNTER BAG No1 100s,PACK,"5,100.00",8.67857,"44,260.71"
600034,,SUPERSTAR COUNTER BAG No2 100s,PACK,"2,850.00",11.42857,"32,571.42"
600035,,SUPERSTAR COUNTER BAG No3 100s,PACK,"4,630.00",13.42857,"62,174.28"
600036,,SUPERSTAR COUNTER BAG No4 100s,PACK,"4,360.00",14.78571,"64,465.70"
600037,,SUPERSTAR COUNTER BAG No5 100s,PACK,50,17.28571,864.2855
600038,,SUPERSTAR COUNTER BAG No6 100s,PACK,930,20.07143,"18,666.43"
600040,,DENTISTE TOOTHPASTE TUBE 24x100G,PCS,344,204.72669,"70,425.98"
600114,,SMARTE FHII TWIN BLADE RAZOR 200x1s,PCS,50,15.60268,780.134
600117,,SMARTE RH600 RAZOR CARTRIDGE 75x4s,CARD,3,35.49111,106.47333
600120,,HALOA TEETHCLEANERS 109 JUNIOR SOFT,PCS,48,24.44194,"1,173.21"
600161,,HALOA TEETHCLEANERS 736 ADULT MED,PCS,156,24.84377,"3,875.63"
600214,,HAPPY FESTIVAL PANTS BB DIAPER LARGE 24x8s,PACK,360,42.5,"15,300.00"
600215,,HAPPY FESTIVAL PANTS BB DIAPER XL 24x8s,PACK,96,46.78571,"4,491.43"
600216,,HAPPY FESTIVAL PANTS BB DIAPER XXL 24x8s,PACK,72,49.28571,"3,548.57"
600249,,FAMILYS CHOICE TABLEYA COINS 36x160G,PACK,72,73.92858,"5,322.86"
600250,,FAMILYS CHOICE TABLEYA COINS 72x80G,PACK,72,37.68742,"2,713.49"
600259,,UNI KOJIC WHITENING SOAP W/VIT C 144/45G,PCS,"3,312.00",6.83036,"22,622.15"
600260,,UNI KOJIC WHITENING SOAP W/VIT C 100/90G,PCS,"3,100.00",15.17857,"47,053.57"
600261,,UNI KOJIC WHITENING SOAP W/GLUTA 100/90G,PCS,"3,300.00",16.69643,"55,098.22"
600284,,BLOCK N WHITE HBL INT WHT SPF16 36x100ML,PCS,36,61.16249,"2,201.85"
600285,,BLOCK N WHITE HBL INT WHT SPF16 24x200ML,PCS,360,97.82695,"35,217.70"
600286,,BLOCK N WHITE HBL INT WHT SPF16 12/350ML,PCS,132,154.05716,"20,335.55"
600288,,BLOCK N WHITE HBL INT WHT SPF24 24x200ML,PCS,648,111.71993,"72,394.51"
600290,,BLOCK N WHITE LOT LAST WHT UV 36x100ML,PCS,180,44.06332,"7,931.40"
600295,,TIDE POWDER LEMON KAL QUATRO 140G,PACK,432,14.0863,"6,085.28"
600297,,DOWNY FAB COND ANTIBAC 3PID 180x63ML,PACK,360,9.59265,"3,453.35"
600298,,JOY DWL KALAMANSI 216x20ML,PCS,"11,880.00",3.87424,"46,025.97"
600326,,EVERYDAY DW LIQUID CUCUMBER 44x500ML,PCS,1,72.14373,72.14373
600327,,EVERYDAY DW LIQUID PAPAYA 44x500ML,PCS,24,72.14373,"1,731.45"
600328,,EVERYDAY TOILET BOWL CLEANER 48x500ML,PCS,1,58.89286,58.89286
600331,,EVERYDAY ALL PURPOSE CLEANER 48x500ML,PCS,28,62.57366,"1,752.06"
600332,,BLOCK N WHITE LOT LAST WHT UV 24x200ML,PCS,24,79.08367,"1,898.01"
600333,,EVERYDAY HAND WASH AQUA DEEP 48x500ML,PCS,624,65.5183,"40,883.42"
600416,,PALMOLIVE SH SS B1G2nd at 50P OFF 12x2/180ML,PACK,96,121.44417,"11,658.64"
600424,,COLGATE TP OPTIC WHITE VLCNC MINERL 24x2/100G,PCS,96,117.58042,"11,287.72"
600483,,MASKAPE BROWN n CREAMY 24x10x20G,PCS,"15,600.00",3.21429,"50,142.92"
600524,,ALFONSO I LIGHT 12x700ML,BOT,"2,316.00",159.10714,"368,492.14"
600525,,ALFONSO I LIGHT 12x1L,BOT,"2,544.00",199.28571,"506,982.85"
600567,,TWININGS JASMINE GREEN TEA 12x10/2G/1.8G,PCS,720,9.33418,"6,720.61"
600579,,SYMPLY G PERF KERATIN EXT HAIR TRT B 360x14ML,PCS,"53,280.00",4.58325,"244,195.56"
600584,,SYMPLY G PERF KERATIN EXT HAIR TRT C 360x14ML,PCS,"52,560.00",4.58325,"240,895.62"
600585,,SYMPLY G PERF KERATIN EXT HAIR TRT D 360x14ML,PCS,"52,200.00",4.58325,"239,245.65"
600648,,JOLLY CLARO PALM OIL SUP 24/500ML,PCS,"1,056.00",38.59101,"40,752.11"
600650,,DONA ELENA POMACE OLIVE OIL 12/500ML,PCS,60,136.09419,"8,165.65"
600651,,DONA ELENA POMACE OLIVE OIL 5L,PCS,15,974.47208,"14,617.08"
600713,,SANTE BARLEY MAX 500mg CAPSULE 86x60s,PCS,"1,200.00",15.17857,"18,214.28"
600732,,SANTE CALCIUM CEE 500mg wf SWEET VIA 48x100s,SET,24,714.28571,"17,142.86"
600757,,MILO ACTIV GO WINNER 38x14/24G,PACK,"37,582.00",79.20625,"2,976,729.29"
600760,,MINESHINE GREEN TEA HONEY LEMON 24x350ML,PCS,528,14.31548,"7,558.57"
600764,,BUDGET DET POWDER WHITE 25KG,BAG,5,761.0625,"3,805.31"
600767,,BUDGET DET POWDER SPECKLED 25KG,BAG,5,761.0625,"3,805.31"
600781,,ELLIE FARMS PALM OIL POUCH 12x1L,PACK,36,63.36622,"2,281.18"
600832,,KOPIKO BLANCA 24x10/30G wf ENER CHAMP 2/35G,PACK,"1,320.00",58.03571,"76,607.14"
600881,,MOGU MOGU LYCHEES 320ML,PCS,360,23.57143,"8,485.71"
600882,,MOGU MOGU GRAPE 320ML,PCS,240,23.57143,"5,657.14"
600883,,MOGU MOGU STRAWBERRY 320ML,PCS,240,23.57143,"5,657.14"
600884,,MOGU MOGU ORANGE 320ML,PCS,480,23.57143,"11,314.29"
600885,,MOGU MOGU MANGO 320ML,PCS,216,23.57143,"5,091.43"
600886,,MOGU MOGU COCONUT 320ML,PCS,96,23.57143,"2,262.86"
600909,,ELLIPS COLOGNE PIXIE 48x25ML,PCS,48,13.39292,642.86016
600925,,HONAI TWINS CHOCO/VANILLA WAFER B11 30x180G,PACK,30,25.89286,776.7858
600971,,SOFIA KOREAN PAPAYA SOAP 120x65G,PCS,120,10.24887,"1,229.86"
600972,,SOFIA KERATIN ULTIMATE COND ORANGE 432x20ML,PCS,"1,296.00",3.71875,"4,819.50"
600973,,SOFIA KERATIN DEEP CLNSING SHP GRN 432x20ML,PCS,"1,296.00",3.71875,"4,819.50"
601028,,WHITE CASTLE 69 WHISKY 36x187.5ML,BOT,36,38.63988,"1,391.04"
601088,,MAGNOLIA ALL PURPOSE FLOUR 30x400G,PACK,30,31.19613,935.8839
601089,,MAGNOLIA ALL PURPOSE FLOUR 14x800G,PACK,14,59.15944,828.23216
601097,,SANICARE DW LIQ LEMON 4x1GAL,GAL,40,151.7845,"6,071.38"
601098,,SANICARE LIQ HAND SOAP LEMON 4x1GAL,GAL,128,166.96395,"21,371.39"
601101,,REXONA WMN AERO ADV WHITENING 12x150ML,PCS,144,130.79193,"18,834.04"
601103,,BOSTON PAMINTA DUROG 50x25/1.1G/1.4G,PACK,250,31.13839,"7,784.60"
601104,,SUPEROX BLEACH ORIGINAL 48x250ML,PCS,"1,152.00",8.51786,"9,812.57"
601125,,MESTIZA COMPLETE HERBAL SOAP 60G,PCS,192,25.3125,"4,860.00"
601130,,TANDUAY RHUM LIGHT 12x750ML,BOT,"83,681.00",75.52083,"6,319,658.58"
601131,,CARESS ADULT DIAPER BASIC MED 4x20+2s,PACK,204,237.27732,"48,404.57"
601134,,TINY BUDS SCRATCH OFF NS COOL GEL 24x20G,PCS,60,142.04462,"8,522.68"
601135,,TINY BUDS IN A RASH NS LIGHT CREAM 24x20G,PCS,48,124.2193,"5,962.53"
601146,,CLASSIC ROYALE DW LIQUID LEMON 4x4L,PACK,8,102.67857,821.42856
601236,,DOVE CREAM BAR SOAP PINK 72x50G,PCS,288,20.01757,"5,765.06"
601237,,DOVE BAR SOAP WHITE BEAUTY SEA 72x50G,PCS,-72,20.01757,"-1,441.27"
601317,,KRAFT CHEEZ WHIZ PMTO EASY SQZ 24x115G/110G,PCS,264,33.19135,"8,762.52"
601341,,LANDER LHS SPRING FRESH AB 12x33.8oz,PCS,324,143.26674,"46,418.42"
601342,,LANDER LHS GRN TEA CHAMOML AB 12x33.8oz,PCS,324,143.26674,"46,418.42"
601355,,AMIGO SEG ELBOW MACARONI SML 48x250G/200G,PACK,336,14.86786,"4,995.60"
601356,,AMIGO SEG ELBOW MACARONI SML 24x500G/400G,PACK,120,26.61429,"3,193.71"
601358,,AMIGO SEGURADO SPAGHETTI 48x250G/200G,PACK,240,14.86786,"3,568.29"
601359,,AMIGO SEGURADO SPAGHETTI 24x500G/400G,PACK,240,26.61427,"6,387.42"
601360,,AMIGO SEGURADO SPAGHETTI 12x850G,PACK,48,43.82299,"2,103.50"
601463,,GLOW DW LIQUID APPLE SCENT 12x1000ML,PCS,180,50.89286,"9,160.71"
601465,,GLOW DW LIQUID LEMON SCENT 24x500ML,PCS,125,22.90179,"2,862.72"
601466,,GLOW DW LIQUID LEMON SCENT 12x1000ML,PCS,180,50.89286,"9,160.71"
601467,,COBRA FIT ENERGY DRINK 24x350ML,PCS,168,16.68155,"2,802.50"
601470,,MC ADOBONG PULA 24x30G,PCS,72,18.60015,"1,339.21"
601471,,MC ADOBONG PUTI 24x30G,PCS,120,18.6,"2,232.00"
601479,,SUPEROX BLEACH ORIGINAL 72x125ML,PCS,"1,440.00",5.22321,"7,521.42"
601480,,SUPEROX BLEACH ORIGINAL 36x500ML,PCS,828,13.05804,"10,812.06"
601481,,SUPEROX BLEACH ORIGINAL 12x1000ML,PCS,372,23.18304,"8,624.09"
601482,,SUPEROX BLEACH ORIGINAL 12x1892ML,PCS,216,44.27679,"9,563.79"
601483,,SUPEROX BLEACH ORIGINAL 6x3785ML,GAL,60,82.76786,"4,966.07"
601485,,SUPEROX BLEACH KALAMANSI 72x125ML,PCS,"1,296.00",5.42411,"7,029.65"
601486,,SUPEROX BLEACH KALAMANSI 48x250ML,PCS,960,9.12054,"8,755.72"
601487,,SUPEROX BLEACH KALAMANSI 36x500ML,PCS,648,13.86161,"8,982.32"
601488,,SUPEROX BLEACH KALAMANSI 24x1050ML,PCS,480,24.83036,"11,918.57"
601489,,SUPEROX BLEACH KALAMANSI 12x1892ML,PCS,96,46.40625,"4,455.00"
601490,,SUPEROX BLEACH KALAMANSI 6x3785ML,GAL,54,86.98661,"4,697.28"
601491,,SUPEROX BLEACH FLORAL 72x125ML,PCS,"1,296.00",5.42411,"7,029.65"
601492,,SUPEROX BLEACH FLORAL 48x250ML,PCS,768,9.12054,"7,004.57"
601493,,SUPEROX BLEACH FLORAL 36x500ML,PCS,720,13.86161,"9,980.36"
601494,,SUPEROX BLEACH FLORAL 24x1050ML,PCS,432,24.83036,"10,726.72"
601495,,SUPEROX BLEACH FLORAL 12x1892ML,PCS,228,46.40625,"10,580.63"
601496,,SUPEROX BLEACH FLORAL 6x3785ML,GAL,66,86.98661,"5,741.12"
601498,,BOSTON PAMINTA BUO 50x25x1.1G/1.4G,PACK,400,31.13839,"12,455.36"
601499,,BOSTON PAMINTA PINO 50x25x1.1G/1.4G,PACK,250,31.13839,"7,784.60"
601504,,BOSTON PAMINTA BUO 36x50G,PACK,288,38.37054,"11,050.72"
601506,,BOSTON COCOA 50x25x3G,PCS,"6,250.00",1.82411,"11,400.69"
601507,,BOSTON COCOA 30x12x5G,PCS,"1,800.00",3.00335,"5,406.03"
601509,,BOSTON CORNSTARCH/GAWGAW 20x12x37G,PCS,240,3.29464,790.7136
601511,,BOSTON CORNSTARCH/GAWGAW 15x12x110G,PCS,180,8.27679,"1,489.82"
601512,,FIVE STAR TINA AZUL 50x2G,PCS,"11,000.00",1.56536,"17,218.96"
601514,,B CARE COTTON BUDS 480x200TIPS,PACK,-240,9.21429,"-2,211.43"
601518,,NESTEA ICED TEA APPLE LITRO 144x25G,PCS,"47,376.00",14.1369,"669,749.77"
601522,,NESCAFE 3 N 1 CREAMYLATTE 240x27.5G,PCS,"38,400.00",4.77375,"183,312.00"
601524,,NESCAFE 3 N 1 CREAMYLATTE 8x30x27.5G,PACK,"1,152.00",154.91256,"178,459.27"
601531,,A MARK BLACK PEPPER POWDER 50x20G,PACK,50,10.17857,508.9285
601532,,A MARK BLACK PEPPER POWDER 50x50G,PACK,50,25.58214,"1,279.11"
601536,,A MARK CHILI POWDER 50G,PACK,30,10.45,313.5
601538,,A MARK CHEESE POWDER 50G,PACK,30,11.36607,340.9821
601555,,A MARK ROSEMARY LEAVES 25G,PACK,30,8.82143,264.6429
601557,,A MARK BLACK PEPPER GRANULES 50x12s,PACK,50,5.76786,288.393
601558,,A MARK BLACK PEPPER POWDER 50x12s,PACK,50,5.76786,288.393
601559,,A MARK BLACK PEPPER WHOLE 50x20G,PACK,50,10.17857,508.9285
601560,,A MARK BLACK PEPPER WHOLE 50x50G,PACK,50,25.58214,"1,279.11"
601565,,A MARK LAUREL LEAVES 10G,PACK,30,3.73214,111.9642
601609,,MILO SACHET ACTIV GO 24G,PCS,"658,616.00",5.95536,"3,922,295.38"
601614,,SUGO GARLIC ADOBO PEANUTS 30x6/25G,PACK,90,20.16002,"1,814.40"
601615,,SUGO HONEY ROASTED PEANUTS 30x6/25G,PACK,150,20.16,"3,024.00"
601748,,BEST FOODS WONDER MAYO 2x5.5L,JAR,46,481.60822,"22,153.98"
601753,,BELO WHITENING DEO ROLL ON 48x25ML,PCS,48,53.34821,"2,560.71"
601754,,BELO WHITENING DEO ROLL ON 48x40ML,PCS,48,89.0625,"4,275.00"
601763,,LYSOL DISINF SPRAY FRSH BLOSSM 12x340G,PCS,36,320.61607,"11,542.18"
601767,,BAY O PET ALOE VERA SOAP 100x90G,PCS,300,64.18124,"19,254.37"
601768,,BAY O PET COCONUT MILK SOAP 100x90G,PCS,100,65.40189,"6,540.19"
601798,,SURF POWDER BLOSSOM FRESH 144x74G,PCS,"11,232.00",5.96003,"66,943.06"
601820,,HAPEE TP EXP MENTHOL RED SACHET 72x55G,PCS,432,6.36429,"2,749.37"
601829,,OVALTINE TABLET LINKS 8G,PCS,"1,080.00",4.14956,"4,481.52"
601872,,FRITO PLUS PALM OIL SUP 12x900ML,PACK,324,72.42375,"23,465.30"
601873,,MOGU MOGU PINEAPPLE 320ML,PCS,240,23.57143,"5,657.14"
602019,,VIRGINIA TOMATO SAUCE POUCH 24x250G,PACK,96,19.95,"1,915.20"
602031,,CERES FRUIT JUICE ORANGE 24x200ML,PCS,24,19.09688,458.32512
602176,,NIDO 5plus PREBIO PROTECTUS 6x1.2KG,BOX,234,451.85357,"105,733.74"
602181,,SHIELD BATH SOAP PINK 240x25G,PCS,"1,200.00",3.92743,"4,712.92"
602182,,SHIELD BATH SOAP PINK 144x60G,PCS,"22,320.00",8.32886,"185,900.16"
602183,,SHIELD BATH SOAP PINK 96x90G,PCS,"2,688.00",13.67829,"36,767.24"
602184,,SHIELD BATH SOAP PINK 120G,PCS,288,18.11357,"5,216.71"
602185,,SHIELD BATH SOAP WHITE 240x25G,PCS,480,3.92743,"1,885.17"
602186,,SHIELD BATH SOAP WHITE 144x60G,PCS,"5,904.00",8.32886,"49,173.59"
602187,,SHIELD BATH SOAP WHITE 96x90G,PCS,"2,400.00",13.67829,"32,827.90"
602188,,SHIELD BATH SOAP WHITE 120G,PCS,432,18.11357,"7,825.06"
602189,,SHIELD BATH SOAP BEIGE 240x25G,PCS,"2,160.00",3.92743,"8,483.25"
602190,,SHIELD BATH SOAP BEIGE 144x60G,PCS,"4,032.00",8.32886,"33,581.96"
602191,,SHIELD BATH SOAP BEIGE 96x90G,PCS,864,13.67828,"11,818.03"
602192,,SHIELD BATH SOAP BEIGE 120G,PCS,"1,152.00",18.11359,"20,866.86"
602202,,HONAI TOFFEE STICK BISCUIT A24 20x250G,PACK,60,36.16071,"2,169.64"
602210,,BARRIO FIESTA S SHRMP PSTE SWT 72x50G,PCS,216,15.50781,"3,349.69"
602211,,BARRIO FIESTA S SHRMP PSTE SPICY 72x50G,PCS,288,15.50786,"4,466.26"
602212,,BARRIO FIESTA S SHRMP PSTE REG 72x50G,PCS,288,15.50781,"4,466.25"
602227,,UNISUN FROSTEE JELLY STICK 20x24s,PACK,840,10.39286,"8,730.00"
602228,,UNISUN FROSTEE PUDDING STICK 20x24s,PACK,"1,018.00",10.39286,"10,579.93"
602230,,UNISUN FROSTEE PUDDING STK LBOX 12x80s,LBOX,108,53.04688,"5,729.06"
602233,,UNISUN YOYO FRUIT COCO JELLY 20x24s,PACK,200,14.5067,"2,901.34"
602234,,UNISUN MUMBO JUMBO JELLY JUICE 20x24s,PACK,280,15.15625,"4,243.75"
602236,,UNISUN NIBBLES CRYSTAL JELLY 24s,PACK,"3,820.00",10.39286,"39,700.73"
602237,,UNISUN NIBBLES PUDDING 24s,PACK,"3,100.00",10.39286,"32,217.87"
602238,,UNISUN NIBBLES PUDDING JAR 4x220s,JAR,20,134.24107,"2,684.82"
602239,,UNISUN MINI MINI FRUITY JELLY 20x50s,PACK,580,15.58929,"9,041.79"
602240,,UNISUN MINI MINI FRUIT PUDDING 20x50s,PACK,280,15.58929,"4,365.00"
602241,,UNISUN CHUMMEE JELLY 20x50s,PACK,"2,420.00",18.1875,"44,013.75"
602242,,UNISUN CHUMMEE PUDDING 20x50s,PACK,620,18.1875,"11,276.25"
602243,,UNISUN CHUMMEE JELLY LBOX 12x100s,LBOX,516,57.37723,"29,606.65"
602244,,UNISUN CHUMMEE PUDDING LBOX 12x100s,LBOX,336,57.37723,"19,278.75"
602246,,PUREFOODS STAR CORNED BEEF 48x175G,CAN,720,27.33319,"19,679.90"
602247,,PUREFOODS STAR CORNED BEEF 48x260G,CAN,528,39.55136,"20,883.12"
602275,,UNISUN NIBBLES CRYSTAL JELLY JAR 4x220s,JAR,20,134.24107,"2,684.82"
602369,,CLEENE PREMIUM BT 3PLY 96x1r,ROLL,288,15.73022,"4,530.30"
602370,,CLEENE PREMIUM BT 3PLY 24x4r,PACK,96,61.29264,"5,884.09"
602371,,CLEENE PREMIUM BT 3PLY 10x9r,PACK,30,135.41571,"4,062.47"
602394,,BERRY GOOD 24x24s,PACK,384,18.85714,"7,241.14"
602424,,DEL MONTE FIT N RIGHT ORANGE 24x330ML,PCS,792,20.54848,"16,274.40"
602452,,MC KOREAN FRD CHKN SOY GARLIC 12x95G,PACK,156,35.73214,"5,574.21"
602453,,MC KOREAN FRIED CHKN BULGOGI 12x95G,PACK,96,35.73214,"3,430.29"
602454,,MC KOREAN FRIED CHICKEN KIMCHI 12x95G,PACK,192,35.73214,"6,860.57"
602455,,MC KOREAN FRIED CHICKEN SPICY 12x95G,PACK,216,35.73214,"7,718.14"
602456,,DOREEN CONDENSADA 24x1KG,CAN,"4,224.00",65.49107,"276,634.28"
602467,,KOTEX SOFT n SMTH HF ON WINGS 24x4s,PACK,240,32.21551,"7,731.72"
602473,,LACTACYD WHITE INTIMATE 48x60ML,PCS,"1,200.00",52.1875,"62,625.00"
602474,,LACTACYD WHITE INTIMATE 24x150ML,PCS,600,123.13392,"73,880.35"
602479,,AMIGO PLANTERS FERTILIZER 46 0 0 50KLS,SACK,"1,090.00",893,"973,370.00"
602493,,DEL MONTE TOMATO SCE ORIG 12x3x200G wf,PACK,792,45.2295,"35,821.76"
602504,,JOLLY CLARO PALM OIL 48x250ML,PCS,432,22.09159,"9,543.57"
602507,,DEL MONTE TIPCO ORANGE MEDLEY TB 12x1L,PCS,156,94.23682,"14,700.94"
602508,,DEL MONTE TIPCO RED GRAPE JCE TB 12x1L,PCS,84,94.23682,"7,915.89"
602513,,DEL MONTE TIPCO POMEGRANATE TB 12x1L,PCS,192,94.23682,"18,093.47"
602515,,DEL MONTE TIPCO CRANBERRY JCE TB 12x1L,PCS,336,94.23674,"31,663.54"
602519,,DEL MONTE TIPCO MIXED VEG JCE TB 12x1L,PCS,336,94.23674,"31,663.54"
602520,,DEL MONTE TIPCO BROCOLLI TB 12x1L,PCS,120,94.23674,"11,308.41"
602523,,DEL MONTE TIPCO ALOE VERA JCE TB 12x1L,PCS,168,89.85368,"15,095.42"
602582,,SUGO HONEY RSTD HOT SPICY PEANUTS 30x6/25G,PACK,150,20.16,"3,024.00"
602583,,SUGO HONEY ROASTED PEANUTS 24x100G,PACK,120,18.9,"2,268.00"
602584,,MIK MIK PEANUT POWDER 20x20s,PACK,200,9.9204,"1,984.08"
602663,,BENCH DS OC PWDR HAPPY HOUR 24x50G,PCS,135,16.51785,"2,229.91"
602664,,BENCH DS OC PWDR NINE TO MINE 24x50G,PCS,195,16.51788,"3,220.99"
602665,,BENCH DS OC PWDR SNDY MORNING 24x50G,PCS,147,16.51785,"2,428.12"
602666,,BIODERM GERM SOAP COOLNESS BLUE 72x135G,PCS,"2,664.00",28.7672,"76,635.82"
602683,,DIABETASOL SWEETENER 24x75G/50G,BOX,24,114.08278,"2,737.99"
602700,,SHADES HAIR DYE MAHOGANY 48x9G,PCS,384,41.94979,"16,108.72"
602703,,SKINWHITE WHITENING SOAP KOJIC ACID+RET 65G,PCS,432,25.01594,"10,806.89"
602704,,SKINWHITE WHITENING SOAP KOJIC ACID+RET 90G,PCS,96,35.63807,"3,421.25"
603055,,TIWI SNOW FUN 16x8s,PACK,16,14.12411,225.98576
603056,,TIWI SWEET CORN 24x30s,PACK,48,18.00824,864.39552
603057,,TIWI SWEET PONKAN 24x30s,PACK,-24,18.00823,-432.19752
603129,,GLOWING SUN FLOUR 25KL,BAG,316,647.32143,"204,553.57"
603630,,JBB POWDER COMPLETE CARE 48x200G,PCS,48,70.60593,"3,389.08"
603662,,PANTENE SHP TOTAL DAMAGE CARE 36x11+1/12ML,PACK,36,41.68267,"1,500.58"
603678,,AXION PASTE LIME CHARCOAL 12x550G,PCS,96,50.68167,"4,865.44"
603687,,BELO INTENSIVE WHITENING LOT 48x100ML,PCS,48,133.70536,"6,417.86"
603688,,BELO INTENSIVE WHITENING LOT 24x200ML,PCS,48,222.99107,"10,703.57"
603689,,BELO SUN EXP WHTNG SUNSCREEN SPF50 12x50ML,PCS,12,334.59821,"4,015.18"
603709,,CAMTEX THREAD 40/2TKT120 100m ASSTD,PCS,"5,700.00",2.7,"15,390.00"
603714,,ACQUA BENE DEO BS STREET JAM 24x75ML,PCS,67,75.89286,"5,084.82"
603715,,ACQUA BENE DEO BS STREET GIG 24x75ML,PCS,24,64.50893,"1,548.21"
603720,,KAMI BT 2PLY 300sht 3x48roll,PACK,18,242.35119,"4,362.32"
603721,,KAMI BT 2PLY 300sht 6x24roll,PACK,54,129.73988,"7,005.95"
603722,,KAMI BT 2PLY 300sht 10x12roll,PACK,230,64.86987,"14,920.07"
603723,,KAMI BT 2PLY 300sht 30x4roll,PACK,360,21.86625,"7,871.85"
603725,,FRESH BT 2PLY 600sht 6x18roll,PACK,18,156.70833,"2,820.75"
603734,,GRAND ADULT DIAPER MED 8x10s,PACK,"1,232.00",124.2,"153,014.40"
603736,,GRAND ADULT DIAPER LARGE 8x8s,PACK,352,124.2,"43,718.40"
603737,,MORTEIN NATURGARD MIK 12x250ML,PCS,96,133.92857,"12,857.14"
603738,,MORTEIN NATURGARD MIK 12x500ML,PCS,180,211.03571,"37,986.43"
603739,,MORTEIN NATURGARD FIK 12x250ML,PCS,72,145.29464,"10,461.21"
603740,,MORTEIN NATURGARD FIK 12x500ML,PCS,24,227.27679,"5,454.64"
603741,,GINEBRA SM BLUE MOJITO 12x700ML,BOT,"3,837.00",85.26786,"327,172.78"
603777,,FAMILY SARD SPANISH EOC CLUB 100x120G,CAN,100,26.30571,"2,630.57"
603805,,JBB POWDER ACTIVE FRESH 12x200G wf JBC HB 25ML,PACK,108,70.60577,"7,625.42"
603841,,OISHI FISH CRACKER 30x90G,PACK,510,13.3631,"6,815.18"
603849,,JBB POWDER BLOSSOMS 12x200G wf JBC SLDE 25ML,PACK,156,66.83206,"10,425.80"
603935,,BREEZE PRO FABCLEANING LIQUID 4x4.2L,PCS,24,576.11599,"13,826.78"
603937,,BREEZE PRO FABCLEANING POWDER 2x8KG,PACK,6,699.28492,"4,195.71"
603940,,CIF PRO SPRAY MULTIPURPOSE 12x520ML,PCS,252,110.45533,"27,834.74"
603943,,CIF PRO SPRAY ALLPURPOSE REFILL 2x5L,PCS,4,539.56306,"2,158.25"
603946,,CIF PRO SPRAY WINDOW GLASS REFILL 2x5L,PCS,4,539.56306,"2,158.25"
603947,,CIF PRO FLOOR CLEANER DISINFECT 2x5L,PCS,54,523.67005,"28,278.18"
603955,,CIF WIPES ANTI BAC CITRUS FRESH 4x90s,PACK,4,186.74009,746.96036
603961,,LIFEBUOY PRO HANDWASH 3x4L,PCS,42,952.77665,"40,016.62"
603963,,SUNLIGHT PRO DW LEMON 9x1.5L,PCS,234,166.08,"38,862.72"
603964,,SUNLIGHT PRO DW LEMON 3x3.8L,PCS,48,317.06235,"15,218.99"
603974,,SURF PRO FABCON LIQUID WHITE 2x5L,PCS,4,650.81306,"2,603.25"
603986,,DOWNY DET POWDER KONTRA KULOB 24x680G,PACK,96,112.19536,"10,770.75"
604008,,HALOA TEETHCLEANERS 712 ADULT MED,PCS,24,24.84375,596.25
604009,,HALOA TEETHCLEANERS 924 ADULT SOFT,PCS,12,27.83,333.96
604014,,LEWIS AND PEARL SSC COLGN SWT PARIS 24x75ML,PCS,216,27.39621,"5,917.58"
604015,,LEWIS AND PEARL SS COLGN SWT PARIS 36x50ML,PCS,180,20.46215,"3,683.19"
604018,,LEWIS AND PEARL BM CHERRY BLSM 18x70ML,PCS,144,37.88591,"5,455.57"
