ISLAND CITY MALL,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF NOVEMBER 4, 2021",,,,,,
INCODE,VARIANT,DESC,UNIT,QUANTITY,COST W/O VAT,AMOUNT W/O VAT
139289,,EQ DRY DIAPER JUMBO PACK LARGE 4/48s,PACK,196,338.97765,"66,439.62"
139293,,CLEENE TOOTHBRUSH TECH 288s,PCS,132,46.65,"6,157.80"
139294,,COMFORT TOOTHBRUSH PRO 234 288s,PCS,156,34.64956,"5,405.33"
139334,,LANDER MOUTHWASH MINT GREEN 12/24oz,PCS,84,102.2846,"8,591.91"
139335,,LANDER MOUTHWASH PEPPERMINT BLUE 12/24oz,PCS,132,102.2846,"13,501.57"
139425,,R GARCIA MGA BAYANI AKLAT 1,PCS,25,5.8928,147.32
139436,,KOLOURS CC 4MEN BLACK 12/120ML,PCS,24,167.06696,"4,009.61"
139440,,SKINWHITE PW FACIAL CLEANSER 75ML,PCS,-72,20.59002,"-1,482.48"
139495,,PRINCE PROTACTOR 3,PCS,34,2.27679,77.41086
139496,,PRINCE PROTACTOR 4 72s,PCS,288,2.625,756
139536,,CROCODILE STAT TAPE 1/2x45/42Y IP BIG CLR 576s,ROLL,576,5.58036,"3,214.29"
139549,,JOY DOUBLE CLIP 3/4inch,PCS,432,0.63399,273.88368
139551,,JOY PLASTIC RULER PL6/A813 6inch,PCS,120,1.96425,235.71
139580,,GRIPS HAIR POMADE STRONG HOLD 72x6x5G,PCS,"8,640.00",9.59821,"82,928.53"
139650,,SUPER Q PANCIT PALABOK 12/500G/454G,PACK,252,22.90179,"5,771.25"
139680,,BUTTERFLY QUIZ PAD 1/4 BOOK WP 500/80LVS,PAD,"1,500.00",5.03571,"7,553.57"
139681,,EQ DRY DIAPER JUMBO PACK SMALL 4/60s,PACK,268,338.97768,"90,846.02"
139696,,SUN ICE GATOR POPS 12/10/70ML,PCS,600,1.98393,"1,190.36"
139757,,DOGGIES CHOICE SHP HERBAL 3N1 12/500ML,PCS,29,194.19643,"5,631.70"
139774,,VISION FORMAL THEMEBOOK ENGLISH K12,PCS,"1,250.00",5.625,"7,031.25"
139786,,MERIT MUSIC NOTEBOOK SMALL,PCS,225,4.41964,994.419
139808,,FRITO PLUS PALM OIL PET 18x750ML,PCS,576,49.32094,"28,408.86"
139836,,PLASTIC FOLDER WITH SLIDE VIOLET LONG,PCS,48,4.01787,192.85776
139885,,CELL 8X16 02 EXCELLENT,PACK,125,94.85,"11,856.25"
139896,,CARONIA FROSTED 24K GOLD 15ML,PCS,36,33.01472,"1,188.53"
139940,,PILOT ROLLER PEN REFILL BLS G1 5 BLUE,PCS,276,16.11609,"4,448.04"
139962,,CELL 9X16 02 EXCELLENT,PACK,140,108.15,"15,141.00"
140006,,MY SHALDAN STRIPE LIME,PCS,22,85.49108,"1,880.80"
140052,,KEATS SCHOOL REGISTER COVER SR 4,PCS,163,6.78571,"1,106.07"
140085,,ERASE PLACENTA 3N1 WHITENING SOAP 144/135G,PCS,84,68.97321,"5,793.75"
140087,,DEL MONTE TOMATO SAUCE 6x3KG FS,PACK,414,150.76426,"62,416.40"
140129,,TIWI MILK BOY PUDDING GELATIN 60/12s,PACK,60,6.28523,377.1138
140135,,COMFORT TOOTHBRUSH PRO 232 288s,PCS,480,32.23214,"15,471.43"
140151,,ROSE GRAPHING PAPER 10s,PACK,-1,7.58929,-7.58929
140199,,HI CRAYON RO24 No 24,PCS,144,14.86604,"2,140.71"
140318,,BLACK HAWK TWINE COLORED APPOX 10x1KL,ROLL,"2,380.00",80.35714,"191,249.99"
140321,,BLACK HAWK TWINE BLACK APPROX 10x1KL,ROLL,"4,600.00",80.35714,"369,642.84"
140363,,NIDO 1plus JUNIOR PROTECTUS 700G,BOX,280,321.0533,"89,894.92"
140370,,CARONIA REGULAR BLACK VELVET 15ML,PCS,12,30.82703,369.92436
140372,,CARONIA REGULAR BABY PINK 15ML,PCS,48,30.82694,"1,479.69"
140531,,TIFFANY SPECIAL SOTANGHON 15/800G,PACK,15,74.64286,"1,119.64"
140533,,GLIDE IRONING AID FRESH BOUQUET POUCH 240ML,PACK,95,16.89769,"1,605.28"
140548,,TOPLINE LESSON PLAN BLUE LINE 200/40LVS,PCS,74,7.17851,531.20974
140558,,TOPLINE UNIVERSITY ADVANTAGE NEON 80L,PCS,"1,000.00",11.83036,"11,830.36"
140567,,TOPLINE/ADVANCE LESSON PLAN REDLINE 200/40LVS,PCS,20,7.893,157.86
140570,,MC CARBONARA SAUCE MIX 24/35G,PACK,864,17.73047,"15,319.13"
140571,,MC BOLOGNESE SAUCE MIX 24/40G,PACK,528,17.73047,"9,361.69"
140572,,MC CREAMY GARLIC SAUCE MIX 24/35G,PACK,264,17.73047,"4,680.84"
140573,,MC PESTO SAUCE MIX 24/30G,PACK,336,17.73047,"5,957.44"
140574,,MC HERB AND GARLIC SAUCE MIX 24/30G,PACK,168,17.73047,"2,978.72"
140577,,CLARA OLE CHOCO NUT SYRUP 12/355ML,PCS,156,78.41317,"12,232.45"
140600,,BOBBIE NAIL POLISH REMOVER 30ML,PCS,24,16.69402,400.65648
140601,,KNORR CUBES SHRIMP+KOPIKO TP 48x12+1/10G,PACK,240,44.88531,"10,772.47"
140615,,HQ DIPOLOG SPANISH SARDINES XHOT 24/225G,PCS,48,75.49107,"3,623.57"
140836,,A 1 LESSON PLAN 40LVS,PCS,100,9.4196,941.96
140847,,LION TIGER COCKROACH SPRAY 12/175G/310ML,PCS,84,100.58056,"8,448.77"
140848,,LION TIGER COCKROACH SPRAY 12/350G/515ML,PCS,96,146.90365,"14,102.75"
140901,,E 21 LWH ADVENTURER EXP ENV TRANSPARENT,PCS,200,40.17857,"8,035.71"
140902,,E 23 LWH ADVENTURER EXP ENV COLORED TRANS,PCS,200,41.51786,"8,303.57"
140976,,MARINE CLASS RECORD LARGE,PCS,719,4.88392,"3,511.54"
141007,,JOY PROTRACTOR BIG N3/P3,PCS,240,2.76786,664.2864
141014,,JERLYNIA DEP ED CLASS RECORD SECOND RUBRIC,PCS,199,18.30357,"3,642.41"
141082,,ROSE INDEX CARD 5X8 100sht,PACK,55,44.6428,"2,455.35"
141156,,BLACK BEAUTY SHAMPOO W/ COND 288/10ML,PCS,576,8.50501,"4,898.89"
141162,,PALMOLIVE NAT SOAP IRR SOFTNESS PINK 72x55G,PCS,"1,368.00",10.92861,"14,950.34"
141188,,ADVANCE FANCY UNIVERSITY NB 100/80LVS,PCS,"1,000.00",12.01786,"12,017.86"
141244,,CELL 4X10 03 EXCELLENT,PACK,350,45.4125,"15,894.38"
141245,,CELL 6X14 03 EXCELLENT,PACK,60,92.4,"5,544.00"
141247,,CELL 8X14 03 EXCELLENT,PACK,250,124.425,"31,106.25"
141248,,CELL 6X8 01 EXCELLENT,PACK,640,17.5,"11,200.00"
141249,,CELL 9X15 01 EXCELLENT,PACK,220,50.75,"11,165.00"
141250,,CELL 4X5 02 EXCELLENT,PACK,900,15.225,"13,702.50"
141251,,CELL 5X7 02 EXCELLENT,PACK,60,25.9,"1,554.00"
141256,,DIAMOND PLASTIC TWINE COLORED 10/400G,PCS,9,27.27679,245.49111
141284,,GLIDE IRONING AID FRESH BOUQUET SPRAY 24/500ML,PCS,180,49.63194,"8,933.75"
141289,,SPRINGMAID TOOTHBRUSH 8195 12s,PCS,36,7.40181,266.46516
141291,,SPRINGMAID TOOTHBRUSH 8192 12s,PCS,12,7.21431,86.57172
141302,,JERGENS BAR SOAP MILD 12x3+1/90G,PACK,30,57.87523,"1,736.26"
141308,,BENCH FIX AGNT BOND STYLNG GUM 36x25G,PCS,108,10.05357,"1,085.79"
141320,,NESCAFE BLEND AND BREW ORIGINAL 24x10/28G,PACK,552,50.25,"27,738.00"
141329,,NESCAFE BLEND AND BREW ORIGINAL 28G,PCS,"94,640.00",5.02679,"475,735.41"
141331,,NESCAFE BLEND AND BREW ORIGINAL 8x30/28G,PACK,"1,344.00",145.72375,"195,852.72"
141334,,JERGENS ANTIBAC BAR SOAP 12x3+1/90G,PACK,6,62.0518,372.3108
141340,,SMART CHOICE BABY WIPES 96x15s,PACK,"1,056.00",12.45538,"13,152.88"
141372,,P1102 FANCY PENCIL BIG HEAD 3s,PACK,682,3.39286,"2,313.93"
141403,,NESTLE CHUCKIE OPTI GROW 4x6/250ML,BOX,220,114.94152,"25,287.13"
141449,,SMART CHOICE BABY WIPES 36x80s,PACK,540,30.24831,"16,334.09"
141498,,CELL 3X16 PLASTIC LION,PACK,"2,400.00",12.64375,"30,345.00"
141501,,S 26 HA GOLD MILK POWDER 4x800G,CAN,28,"1,112.94","31,162.34"
141504,,PALMOLIVE COND INTNSV MOISTURE 15ML/14ML,PCS,360,3.73392,"1,344.21"
141505,,ESKULIN KIDS SHP N COND MICKEY 36/200ML,PCS,6,101.05514,606.33084
141507,,DEL FAB SFTNR BLOSSOM FRESH PINK 12/1L,PCS,72,106.08743,"7,638.29"
141510,,ESKULIN KIDS SHP N COND DONALD 36/200ML,PCS,24,101.05528,"2,425.33"
141511,,ESKULIN KIDS MIST COLOGNE MINNIE 36/100ML,PCS,66,46.42847,"3,064.28"
141512,,ESKULIN KIDS MIST COLOGNE MICKEY 36/100ML,PCS,6,46.42875,278.5725
141514,,DEL FAB SFTNR SHOWER FRESH BLUE 12/1L,PCS,36,106.0878,"3,819.16"
141562,,MERIT SULATING PANGWAKAS,PCS,281,9.87722,"2,775.50"
141760,,ADVANCE TEEN NOTES SPIRAL  NB 400/40LVS,PCS,400,4.8,"1,920.00"
141771,,HAPEE TP OUTRAGEOUS BLUE CHILL TP 144/30G,PCS,"13,680.00",3.77879,"51,693.85"
141778,,GOLDEN OATS PLUS VIT A IRON LYSINE 48/200G,BOX,432,31.42132,"13,574.01"
141779,,GOLDEN OATS PLUS VIT A IRON LYSINE 24/400G,BOX,264,56.85752,"15,010.39"
141780,,GOLDEN OATS PLUS VIT C SBERRY CRM 48/200G,BOX,96,37.5,"3,600.00"
141781,,GOLDEN OATS PLUS VIT C SBERRY CRM 24/400G,BOX,24,67.85714,"1,628.57"
141789,,SPRINGMAID TOOTHBRUSH 8196 12s,PCS,312,8.73222,"2,724.45"
141822,,CLEENE FACIAL TISSUE BOX BLUE 50/300pulls,BOX,50,50.26054,"2,513.03"
141870,,TIDE PC PWDR W/DOWNY PERF FANTASY 50G,PCS,"2,520.00",8.92857,"22,500.00"
141874,,MERIT FORMAL THEME BOOK,PCS,375,7.7768,"2,916.30"
141880,,VICKS FORMULA 44 100ML,PCS,48,128.78083,"6,181.48"
141891,,RHEA HYDROGEN PEROXIDE VOL 20 12/1L,PCS,240,71.0532,"17,052.77"
141893,,RHEA SALICYLIC ACID 72/60ML,PCS,72,30.01044,"2,160.75"
141894,,RHEA AP AP SOLUTION 72/60ML,PCS,72,28.92515,"2,082.61"
141930,,FUNKY FRENCH FRIES 100x23G,PCS,700,4.26475,"2,985.33"
141969,,HAPEE KIDDIE TP JUICY GRAPES 50ML,PCS,432,29.08829,"12,566.14"
141970,,HAPEE KIDDIE TP APPLE CRUNCH 50ML,PCS,108,29.08829,"3,141.54"
141981,,TIDE PC PWDR ORIGINAL SCENT JMBO 216x80G,PCS,"6,264.00",8.5233,"53,389.95"
142009,,TIDE PC PWDR ORIGINAL SCENT 50G,PCS,864,176.63393,"152,611.72"
142010,,TIFFANY GOLDEN BIHON CHINA 25/500G,PACK,25,28.83929,720.98225
142011,,TIDE PC PWDR W/DOWNY PERF FANTASY 216x74G,PCS,"5,400.00",8.80289,"47,535.61"
142015,,JOLLY MUSHROOM PIECES AND STEM 24/284G,PCS,456,28.47132,"12,982.92"
142032,,DOGGIES CHOICE SHP TICK AND FLEA 12/500ML,PCS,62,175.11161,"10,856.92"
142033,,DOGGIES CHOICE TICK AND FLEA POWDER 24/100G,PCS,214,60.9375,"13,040.63"
142084,,GUMTECT SENSITIVE MCS 100ML+300ML 6pk,PACK,42,112,"4,704.00"
142085,,GUMTECT GUMCARE MCS 100ML+300ML 6pk,PACK,48,111.99963,"5,375.98"
142086,,GATORADE ORANGE CHILL PB 12/1.5L,BOT,24,69.64286,"1,671.43"
142113,,ELLESTREQUE GENTIAN VIOLET 432/15ML,PCS,24,11.78573,282.85752
142130,,KNORR CUBES CHICKEN+SHRIMP 48x12+2/10G,PACK,288,44.88529,"12,926.96"
142189,,STRAWBERRY RED RICE 50KLS,SACK,148,"1,880.00","278,240.00"
142196,,CLEENE FACIAL TISSUE BOX PINK 50/300pulls,BOX,50,50.26041,"2,513.02"
142276,,BELO BABY WIPES 48x50s,PACK,240,62.27679,"14,946.43"
142277,,BELO BABY COLOGNE SWEET SNUGGLE 48x50ML,PCS,96,62.27679,"5,978.57"
142355,,DONA ELENA PITTED GREEN OLIVES 12/140G,PCS,120,44.81362,"5,377.63"
142358,,DONA ELENA PITTED BLACK OLIVES 12/310G,PCS,7,76.65125,536.55875
142491,,ARGENTINA CORNED BEEF 48/100G,CAN,"1,444.00",17.39794,"25,122.63"
142641,,LA PACITA GRAHAM CHOCOLATE 24x10s,PACK,216,38.96354,"8,416.12"
142674,,VISION MUSIC BOOK BIG 20LVS,PCS,200,6.42855,"1,285.71"
142711,,GINZA FOLDER WHITE 14P LONG,PCS,500,2.88393,"1,441.97"
142712,,GINZA FOLDER WHITE 14P SHORT,PCS,"5,500.00",2.35268,"12,939.74"
142718,,LA PACITA GRAHAM CREAM CHEESE 24x10s,PACK,192,40.47507,"7,771.21"
142748,,LUCKY ME PANCIT CANTON SWEET SPICY 72/60G,PACK,"8,496.00",8.05804,"68,461.11"
142775,,CELL 10X14 02 EXCELLENT,PACK,170,105,"17,850.00"
142776,,LKK PREMIUM SOY SAUCE 12/500ML,BOT,96,65.62902,"6,300.39"
142777,,LKK REGULAR SOY SAUCE 12/500ML,BOT,288,49.92857,"14,379.43"
142811,,ACNE CARE ANTI ACNE TONER 20x100ML,PCS,70,96.80336,"6,776.24"
142826,,VANDA SPELLING BOOKLET 123 300s,PCS,900,6.25,"5,625.00"
142829,,WINGS SOLVE PWDR FLORAL 1KG,PACK,"1,428.00",56.69999,"80,967.59"
142835,,LKK PREMIUM SOY SAUCE 6x2/500ML L15P,PACK,60,103.23482,"6,194.09"
142836,,OLD ORCHARD HBAL C/BERRY COCKTAIL 8/64oz,BOT,16,188.78221,"3,020.52"
142837,,OLD ORCHARD HBAL APPLE CRANBERRY 8/64oz,BOT,80,141.88272,"11,350.62"
142839,,WILDERNESS RED RUBY CHERRY 12/21oz,CAN,48,143.10267,"6,868.93"
142850,,CHARMEE DISTRIBUTION PACK 7pk,PACK,126,89.39924,"11,264.30"
142851,,UNI CARE PERFUME HS SENSUAL AMBER 24x500ML,PCS,192,53.13884,"10,202.66"
142853,,UNI CARE PERFUME HS COTTON BLOSSOM 24x500ML,PCS,192,53.13884,"10,202.66"
142858,,SB SINGLE SPIN MOP BUCKET,SET,13,939.01089,"12,207.14"
142859,,SB SINGLE SPIN MOP REFILL,PCS,36,87.04205,"3,133.51"
142910,,UNI CARE PERFUME HS ROSE ROMANCE 24x500ML,PCS,264,53.13888,"14,028.66"
142924,,UNI CARE PERFUME HS SO BEAUTIFUL 24x500ML,PCS,192,53.13891,"10,202.67"
142964,,CERELAC BL BROWN RICE W/MILK 40/120G,BOX,"1,200.00",46.60214,"55,922.57"
142965,,CERELAC BL RICE AND SOYA 40/120G,BOX,"1,600.00",46.18737,"73,899.79"
142966,,CERELAC BL MIXED FRUITS AND SOYA 40/120G,BOX,"1,206.00",46.60214,"56,202.18"
143026,,PALMOLIVE NAT SOAP MOISTR SMTH GRN 72x55G,PCS,360,10.92861,"3,934.30"
143145,,CELL 3X16 WINNER,PACK,"1,100.00",15.625,"17,187.50"
143146,,TUFF TOILET BOWL CLEANER LEMON FRESH 1L,PCS,492,178.125,"87,637.50"
143147,,TUFF TOILET BOWL CLEANER CLASSIC 500ML,PCS,"1,200.00",96.875,"116,250.00"
143148,,TUFF TOILET BOWL CLEANER CLASSIC 1L,PCS,660,178.125,"117,562.50"
143184,,HAPEE TP FRESH GRN OUTBURST TWN 144/30G,PCS,"14,976.00",3.77879,"56,591.16"
143193,,CERELAC BL WHEAT BANANA W/MILK 40/120G,BOX,"2,644.00",46.60217,"123,216.14"
143218,,PALMOLIVE SHP EXPERTIQUE RESILIENTE 384x12ML,PCS,"1,536.00",4.37143,"6,714.52"
143265,,TAI HING STRAW MUSHROOM WHOLE 24x425G,CAN,48,23.21429,"1,114.29"
143308,,RENEW PLACENTA TONER 150/100ML,PCS,6,61.60714,369.64284
143352,,SILKA WHITENING PEARL CREAM PAPAYA 96x6G,PCS,192,17.17001,"3,296.64"
143388,,NESTOGEN LR ONE 340G,BOX,840,131.4783,"110,441.77"
143389,,NESTOGEN LR TWO 340G,BOX,862,131.4783,"113,334.29"
143390,,CERELAC BL MIXED VEGTABLE n SOYA 40/120G,BOX,"1,600.00",46.60214,"74,563.42"
143401,,EXPORT CANDLE ESPERMA EC 23 WHITE 2s,PACK,50,63.75,"3,187.50"
143418,,STORAX POLITICAL MAP OF THE PHILIPPINES BIG,PCS,20,16.07,321.4
143422,,PURO TOOTHBRUSH 218 288s,PCS,37,24.17413,894.44281
143459,,CERELAC BL WHEAT AND MILK 40/120G,BOX,"1,480.00",46.60214,"68,971.17"
143466,,PALMOLIVE NAT SOAP WHT+ORG PPAYA 72x55G,PCS,"1,872.00",10.92861,"20,458.36"
143521,,TENDER CARE SOAP CLASSIC MILD 72x55G,PCS,"2,520.00",10.92861,"27,540.10"
143523,,COLGATE TP FC CC KOOL MNTHL FRSH 72/50ML,PCS,"1,224.00",43.25889,"52,948.88"
143524,,COLGATE TP FC CC KOOL MNTHL FRSH 72x95ML,PCS,"1,080.00",69.21431,"74,751.45"
143525,,COLGATE TP FC CC KOOL MNTHL FRSH 145ML,PCS,540,99.49556,"53,727.60"
143566,,TIWI BALLOON LOTTO 50/50s,CARD,350,25.17621,"8,811.67"
143579,,TIWI BOY TATTOO GUM 40/24s,PACK,5,15.53651,77.68255
143588,,TIWI FANCY MILK PUDDING CUP 20/24s,PACK,100,14.26534,"1,426.53"
143595,,TIWI HAPI FACE POP 40/24s,PACK,-440,14.90093,"-6,556.41"
143682,,CALINGACION DEP ED FORM 138 E 4 5 6 FOLDED 500s,PCS,500,1.91964,959.82
143689,,OISHI PILLOWS UBE 100x24G,PACK,100,3.61607,361.607
143695,,TIWI FROOZY ICE CANDY 24/12s,PACK,48,6.85725,329.148
143710,,SYMPLY G KERATIN SHAMPOO 66x6+1/22ML,PACK,-66,27.4995,"-1,814.97"
143736,,RHEA ACEITE DE ALCANFORADO 72/60ML,PCS,144,43.39181,"6,248.42"
143752,,FLAG/MOON THREAD WHITE 10/100MT,PCS,10,2.45536,24.5536
143764,,PANDA SCHOOL REGIDTER COVER No 707 4,PCS,7,6.34,44.38
143766,,VECO CASH REGISTER TAPE 38MMx70MM,ROLL,60,6.5357,392.142
143770,,SPRINGMAID COMB No 22,PCS,480,5.125,"2,460.00"
143799,,PALMOLIVE COND SILKY STRGHT 360x15ML/14ML,PCS,"1,080.00",3.73392,"4,032.63"
143804,,PALMOLIVE NAT SHP INTNSV MOIST TRI 15ML,PCS,"95,904.00",3.94796,"378,625.16"
143812,,MR HAT GULAMAN UNFLAVORED RED 25G,PCS,400,9.16071,"3,664.28"
143813,,MR HAT GULAMAN UNFLAVORED YELLOW 25G,PCS,300,9.16071,"2,748.21"
143814,,MR HAT GULAMAN UNFLAVORED WHITE 25G,PCS,400,9.16071,"3,664.28"
143815,,MR HAT GULAMAN UNFLAVORED GREEN 25G,PCS,"1,200.00",9.16071,"10,992.85"
143816,,MR HAT GULAMAN UNFLAVORED ORANGE 25G,PCS,300,9.16071,"2,748.21"
143822,,CLEENE ETHYL ALCOHOL 70P 48/250ML,PCS,"1,440.00",33.6312,"48,428.93"
143823,,CLEENE ETHYL ALCOHOL 70P 144/150ML,PCS,"2,880.00",25.317,"72,912.96"
143824,,CLEENE ETHYL ALCOHOL 70P 36/500ML,PCS,"2,418.00",56.7729,"137,276.87"
143832,,COLGATE TB CLASSIC KIDS HANGING MAT 24x5+1,CARD,96,50.08917,"4,808.56"
143864,,555 SARDINES FRIED WITH TAUSI 100/155G,CAN,"1,500.00",22.32419,"33,486.29"
143865,,555 SARDINES FRIED HOT SPICY 100/155G,CAN,"2,000.00",22.32418,"44,648.36"
143866,,GOLDEN PAGODA VEGETABLE OIL POUCH 60/175ML,PACK,"1,201.00",14.29167,"17,164.30"
143895,,BARRIO FIESTA SHRIMP PASTE SWEET 24/250G,PCS,24,59.375,"1,425.00"
143900,,BUTTERFLY QUIZ PAD 1/2 CW BOOK WP 80LVS,PAD,"1,000.00",10.17857,"10,178.57"
143901,,VANDA SPELLING BLANK,PCS,"2,001.00",1.78571,"3,573.21"
143903,,LACTO PAFI 24/220ML,PCS,288,48.125,"13,860.00"
144028,,BELO ESSENTIALS PAPAYA SOAP 72x135G,PCS,216,58.70536,"12,680.36"
144051,,CARESS UNDERPADS LARGE 16/8s,PACK,288,111.56028,"32,129.36"
144072,,OH YU OYSTER SAUCE 12/2.3L,PCS,24,165.17856,"3,964.29"
144073,,CHARMEE ALL TYPES OF FLOW NO WING 36/8s,PACK,"6,876.00",11.73388,"80,682.16"
144114,,BELO ESSENTIALS PAPAYA SOAP 60x65G,PCS,360,28.34821,"10,205.36"
144123,,GOLDEN PAGODA KAONG RED 24/8oz,PCS,288,29.38579,"8,463.11"
144124,,GOLDEN PAGODA KAONG RED 24/12oz,PCS,120,43.58891,"5,230.67"
144125,,GOLDEN PAGODA KAONG RED 12/24oz,PCS,48,76.97991,"3,695.04"
144126,,GOLDEN PAGODA KAONG WHITE 24/8oz,PCS,72,29.38579,"2,115.78"
144127,,GOLDEN PAGODA KAONG WHITE 24/12oz,PCS,96,43.58891,"4,184.54"
144129,,GOLDEN PAGODA KAONG GREEN 24/8oz,PCS,96,29.38579,"2,821.04"
144130,,GOLDEN PAGODA KAONG GREEN 24/12oz,PCS,144,43.58891,"6,276.80"
144131,,GOLDEN PAGODA KAONG GREEN 12/24oz,PCS,48,76.97991,"3,695.04"
144132,,GOLDEN PAGODA NATA DE COCO RED 24/8oz,PCS,264,23.69196,"6,254.68"
144133,,GOLDEN PAGODA NATA DE COCO RED 24/12oz,PCS,337,30.99293,"10,444.62"
144134,,GOLDEN PAGODA NATA DE COCO WHITE 24/8oz,PCS,24,23.69196,568.60704
144135,,GOLDEN PAGODA NATA DE COCO RED 12/24oz,PCS,48,54.34077,"2,608.36"
144136,,GOLDEN PAGODA NATA DE COCO WHITE 24/12oz,PCS,48,30.99293,"1,487.66"
144137,,GOLDEN PAGODA NATA DE COCO WHITE 12/24oz,PCS,12,54.34077,652.08924
144138,,GOLDEN PAGODA NATA DE COCO GREEN 24/8oz,PCS,216,23.69196,"5,117.46"
144139,,GOLDEN PAGODA NATA DE COCO GREEN 24/12oz,PCS,361,30.99293,"11,188.45"
144149,,NELITA CARNE NORTE 48/100G,CAN,"101,616.00",9.78708,"994,523.92"
144150,,NELITA BEEF LOAF 48/100G,CAN,"1,920.00",8.43412,"16,193.51"
144168,,GLUCERNA SR TRIPLE CARE VANILLA 900G,CAN,120,"1,668.88","200,266.07"
144173,,WINGS INDOOR OUTDOOR HANGER BLUE 2s,SET,38,53.7498,"2,042.49"
144177,,WINGS INDOOR OUTDOOR HANGER BLUE 4s,PCS,152,21.53461,"3,273.26"
144181,,FESTIVAL SPECIAL BIHON YELLOW 40/250G,PACK,80,12.56696,"1,005.36"
144182,,SILVER SWAN SUKANG PUTI 72/100ML,PACK,"206,856.00",3.50053,"724,105.63"
144192,,CHOC O STARS TIES PNUT CHOCO COINS 40/10s,TIE,200,8.59375,"1,718.75"
144193,,CHOC O STARS PEANUT CHOCO POUCH 20/20s,PACK,400,14.95536,"5,982.14"
144194,,CHOC O FIGHTERS PEANUT CHOCO BARS 20/24s,PACK,160,19.86607,"3,178.57"
144196,,CHOCO PEANUT CHOCO COINS 36/10s,PACK,360,7.93651,"2,857.14"
144204,,KSK BOY BAWANG GARLIC FLAVOR 120/30G,PACK,"1,560.00",3.864,"6,027.84"
144243,,SILKA GREEN PAPAYA SOAP 96/65G,PCS,-2,12.38958,-24.77916
144255,,DOWNY FAB COND ANTIBAC 36ML,PCS,"2,448.00",6.33021,"15,496.35"
144282,,EL RANCHO CORNED BEEF LOAF 100/100G,CAN,100,11.00893,"1,100.89"
144283,,EL RANCHO CORNED BEEF LOAF 100/160G,CAN,800,24.10625,"19,285.00"
144470,,BEAR BRAND CHOCO 16x2x300G,PACK,"3,520.00",79.97467,"281,510.84"
144472,,NESCAFE CLASSIC RESEALABLE 100G,PACK,"6,630.00",63.19196,"418,962.69"
144474,,CERELAC BL RICE AND SOYA 24/250G,BOX,"1,728.00",96.71235,"167,118.94"
144475,,CERELAC BL WHEAT BANANA W/MILK 24/250G,BOX,"3,337.00",96.71233,"322,729.05"
144476,,SUSTAGEN PREMIUM MILK 6/900G,CAN,84,"1,138.56","95,638.98"
144495,,FANTASY FOLDER SHORT ORANGE 14PTS 100s,PCS,"2,900.00",2.46429,"7,146.44"
144497,,PHOENIX EXP ENV WGARTER RED LONG,PCS,300,6.69643,"2,008.93"
144508,,WINGS INDOOR OUTDOOR HANGER GREEN 50/2s,SET,38,53.7504,"2,042.52"
144509,,WINGS INDOOR OUTDOOR HANGER GREEN 30/4s,PCS,204,25.3348,"5,168.30"
144514,,DEL MONTE QUIK N EASY MENUDO SAUCE 36/80G,PACK,864,18.81101,"16,252.71"
144515,,DEL MONTE QUIK N EASY AFRITADA SAUCE 36/80G,PACK,504,18.81098,"9,480.73"
144520,,TITA ELY SWEET BEANS 24/12oz,PCS,24,61.16083,"1,467.86"
144532,,CLASSIC ROYALE NATA DE COCO WHITE 24/8oz,PCS,48,26.875,"1,290.00"
144533,,CLASSIC ROYALE NATA DE COCO WHITE 24/12oz,PCS,96,34.01786,"3,265.71"
144534,,CLASSIC ROYALE NATA DE COCO WHITE 12/24oz,PCS,24,59.91071,"1,437.86"
144537,,CLASSIC ROYALE NATA DE COCO GREEN 12/24oz,PCS,24,59.91071,"1,437.86"
144540,,CLASSIC ROYALE NATA DE COCO RED 12/24oz,PCS,108,59.91071,"6,470.36"
144543,,CLASSIC ROYALE KAONG WHITE 12/24oz,PCS,24,83.75,"2,010.00"
144546,,CLASSIC ROYALE KAONG GREEN 12/24oz,PCS,12,83.75,"1,005.00"
144549,,CLASSIC ROYALE KAONG RED 12/24oz,PCS,24,83.75,"2,010.00"
144553,,CHOCO PEANUT COINS IN BARS 36/10s,PACK,180,8.92857,"1,607.14"
144554,,KARATE JELLY JAR 6/100s,JAR,6,85.64286,513.85716
144581,,TITA ELY GARBANZOS 24/12oz,PCS,48,66.03348,"3,169.61"
144591,,CLASSIC ROYALE SUKANG PUTI 4/1GAL,GAL,36,53.64955,"1,931.38"
144596,,CLASSIC ROYALE SPECIAL ODONG 12s,PACK,"6,450.00",17.81012,"114,875.27"
144603,,GLOW DW LIQUID LEMON FRESH 24/300ML,PCS,408,24.17411,"9,863.04"
144607,,TITA ELY HALO HALO 24/12oz,PCS,24,60.30804,"1,447.39"
144614,,VASELINE LOT EC ALOE COOL FRSH 24x100ML,PCS,48,50.43422,"2,420.84"
144615,,VASELINE LOT EC ALOE COOL FRSH 24x200ML,PCS,96,91.66145,"8,799.50"
144616,,VASELINE LOT TOTAL MOISTURE 24x100ML,PCS,168,50.43418,"8,472.94"
144618,,VASELINE LOT TOTAL MOISTURE 24x200ML,PCS,24,92.5656,"2,221.57"
144621,,VASELINE LOT HEALTHY WHITE 24/200ML,PCS,72,109.45911,"7,881.06"
