ISLAND CITY MALL,,,,,
POS UNPOSTED SALES,,,,,
"AS OF JUNE 21, 2022",,,,,
Item No.,Variant Code,Description,Quantity,Unit Cost,Amount
105910,,CLEENE FOLDED TN 40s,40,14.8359,593.44
105911,,CLEENE PRE CUT TN 400s,8,25.47098,203.77
105913,,CLEENE FT POCKET 10s,23,"5,409.96","124,429.01"
105916,,CLEENE SHAVE F HEAD 1s,6,10.23009,61.38
105920,,CLEENE SHAVE W/L S 1s,3,7.70506,23.12
105922,,CLEENE COT BALLS 50s,37,9.14311,338.3
105925,,CLEENE COT BALLS 150s,11,23.27603,256.04
105927,,CLEENE COT BALLS 300s,19,41.89315,795.97
105928,,JY 201811 TRASH CAN,2,73.21429,146.43
105929,,CLEENE PREM BT 2P 1R,7,10.3532,72.47
105931,,CLEENE PREM BT 2P 4R,12,40.58017,486.96
105932,,CLEENE S-SOFT BT 2P 9R,4,90.0011,360
105933,,CLEENE ABSOR COT 10G,184,4.05919,746.89
105935,,CLEENE COTTON 15G,135,5.21683,704.27
105937,,CLEENE ABS COT 50G,64,15.85215,"1,014.54"
105938,,CLEENE ABS COT 100G,24,29.65978,711.83
105939,,CLEENE ABS COT 300G,4,79.63046,318.52
105940,,CLEENE ABS COT 150G,2,42.28067,84.56
105942,,CLEENE ABS COTT 400G,1,95.20651,95.21
105962,,WIPE BT 280sht 4R,15,24.55147,368.27
105963,,WIPE BT 300sht 6R,21,36.09985,758.1
105964,,WIPE COT ROLL 10G,317,3.5964,"1,140.06"
105977,,MENTOPAS MED PLSTR 10s,7,24.98758,174.91
105989,,RHEA POV OIDINE 10P 15ML,2,27.78227,55.56
105991,,RHEA POV IODINE 10P 60ML,7,64.98492,454.89
105994,,R ALCANFORADO 120ML,1,26.10444,26.1
105996,,R A MANZANILLA 120ML,5,23.66436,118.32
105997,,RHEA AP AP SOL 120ML,4,29.78871,119.15
106002,,RHEA H PER V10 120ML,8,11.59037,92.72
106003,,RHEA H PEROX V10 500ML,3,28.87607,86.63
106005,,RHEA H PEROX V20 500ML,5,30.54029,152.7
106007,,RHEA S ACID 120ML,6,29.73275,178.4
106017,,APOLLO AD CASTOR 30ML,12,22.17868,266.14
106019,,APOLLO AD CASTOR 120ML,5,52.73708,263.69
106029,,APOLLO M ACID 250ML,104,20.54007,"2,136.17"
106032,,A ESS EUCALYPTUS 15ML,2,28.4251,56.85
106033,,A ESS EUCALYPTUS 30ML,1,49.46778,49.47
106034,,APOLLO E EUCAL 120ML,1,198.13643,198.14
106035,,A GLYCERINE PURE 30ML,13,20.68146,268.86
106042,,APOLLO MINERAL OIL 60ML,2,26.83257,53.67
106043,,APOLLO MINERAL OIL 120ML,4,38.46789,153.87
106046,,APLO S DE MACHO 10G,18,8.4733,152.52
106048,,APOLLO P JELLY 25G,104,18.24887,"1,897.88"
106049,,APOLLO P JELLY 100G,2,55.08131,110.16
106050,,APOLLO P JELLY 200G,3,88.12777,264.38
106055,,ALBA REF SBERRY 50G,9,12.76175,114.86
106057,,ALBA REF LEMON 50G,16,12.58443,201.35
106059,,ALBA REF JASMINE 50G,22,18.90879,415.99
106061,,ALBA REF SAMBA 50G,25,12.70292,317.57
106062,,ALBA REF SAMPA 50G,37,12.59401,465.98
106063,,ALBA REF APPLE 50G,6,11.82069,70.92
106065,,ALBA REF KIWI 50G,8,12.72021,101.76
106067,,ALB RND JASMINE 50G,9,16.6011,149.41
106069,,ALB RND LEMON 50G,9,16.64781,149.83
106070,,ALBA RND SAMP 50G,11,16.53221,181.85
106071,,ALBATROSS R SBERRY 50G,11,17.51163,192.63
106072,,ALBATROSS RND APPLE 288/50G,3,16.37336,49.12
106073,,ALBA REF JASMINE 100G,23,21.60993,497.03
106074,,ALBA REF LEMON 100G,18,22.41245,403.42
106075,,ALBA REF SAMPA 100G,15,22.12189,331.83
106076,,ALBA REF SAMBA 100G,9,22.12485,199.12
106077,,ALBAT REF SBERRY 100G,3,22.51166,67.53
106080,,ALB RND JASMINE 100G,7,27.197,190.38
106082,,ALB RND LEMON 100G,8,27.63092,221.05
106083,,ALB RND SAMBA 144/100G,12,24.50194,294.02
106087,,ALBATROSS RND APPLE 100G,2,27.698,55.4
106091,,CAS JAGNA CKIES 4 LYR,3,89.28571,267.86
106099,,ALBATROSS TBC 500ML,2,55.61974,111.24
106112,,GLEAM M ACID 250ML,68,16.45606,"1,119.01"
106113,,GLEAM M ACID 500ML,46,24.82293,"1,141.85"
106114,,GLEAM M ACID 1L,12,36.33275,435.99
106116,,GLEAM L SOSA 250ML,15,30.72826,460.92
106117,,GLEAM L SOSA 500ML,14,41.95997,587.44
106119,,PETGARD DOG SH 60ML,11,24.38198,268.2
106120,,PETGARD DOG SHP 120ML,2,54.23566,108.47
106122,,PETGARD DOG SOAP 90G,11,38.23777,420.62
106123,,PETGARD DOG PWDR 120G,7,"24,419.98","170,939.84"
106125,,BONIL SOLUTION 30ML,1,23.07231,23.07
106130,,WINGS TC SAK 52G,"1,141",3.97321,"4,533.43"
106131,,WINGS TC FC SAKRA 2.5KG,25,133.92857,"3,348.21"
106155,,MC ASSTD 4 VIAL FC 4/8ML,2,15.06992,30.14
106165,,COCOA POWDER 250G,9,7.81661,70.35
106166,,COCOA POWDER 500G,21,15.62215,328.07
106167,,CORNIK 70G,17,4.90411,83.37
106169,,CORNIK 140G,21,12.94642,271.87
106174,,SKIM MILK 250G,112,19.09091,"2,138.18"
106176,,SKIM MILK 500G,194,38.18182,"7,407.27"
106269,,SM FREE 0.0 330ML,17,37.05357,629.91
106292,,DM FM SBERRY 10s,22,44.64286,982.14
106295,,DM ORGE CRM BIS 10s,17,44.64286,758.93
106296,,PRO EV COCO OIL 1L,1,405.03571,405.04
106306,,MB OYSTERS SAUCE 405G,7,46.66264,326.64
106307,,CEBU DRIED M SLICE 100G,8,40.34037,322.72
106308,,RAM TOMATO PASTE 160G,7,17.26331,120.84
106310,,MB SWEET N SOUR S 340G,24,15.5003,372.01
106312,,MB OYSTER SAUCE 150ML,1,24.29168,24.29
106318,,MB SWT N SOUR SCE 560G,25,25.88226,647.06
106320,,FARLIN FB DECOR COL 4oz,1,56.2681,56.27
106322,,ZIM CLNSR CALAMANSI 150G,17,4.22618,71.85
106323,,ZIM CLEANSER FLORAL 350G,7,14.97157,104.8
106324,,COMARK MA CONC 1GAL,1,127.57483,127.57
106326,,LIST COOL MINT 500ML,7,199.85843,"1,399.01"
106330,,MK PATIS FLAVOR 350ML,16,5.77008,92.32
106338,,ZIM SCOUR PAD W/SPNGE,23,17.30796,398.08
106340,,ZIM CLNSR CAL 500G,22,19.36876,426.11
106354,,LACTO PAFI 500ML,14,45.90861,642.72
106355,,LACTO PAFI 1L,6,84.50856,507.05
106359,,JF CLSC PELLETS 10s,8,6.3278,50.62
106360,,CELL 3X10 SAKURA,1,4.54546,4.55
106494,,KK FANCY GRD SS PB 600ML,2,131.14518,262.29
106495,,KK STD GRDE SSCE 500ML,12,75.71161,908.54
106498,,KK MILDER SS LS 600ML,4,146.47187,585.89
106499,,KK STD GR SS RED 150ML,7,34.23825,239.67
106500,,KK STD GR SS RED 1L,4,130.60143,522.41
106508,,MC SNF G CHKN 45G,7,12.11008,84.77
106510,,MC IODIZED SALT 1KL,9,23.13154,208.18
106512,,MC CINN GRND ECO 30G,4,12.33879,49.36
106513,,NES CLS STK 48/2G S10,136,72.72321,"9,890.36"
106525,,MC HAMBURGER  45G,1,33.80724,33.81
106526,,MC SPAN PAPRIKA 35G,10,19.70969,197.1
106535,,CO MARAS CHER 1050G,2,237.00637,474.01
106540,,MC VIOLET FC 20ML,11,16.39364,180.33
106544,,MC MANGO EXTRACT 20ML,10,25.47529,254.75
106546,,MC LANGKA EXTRACT 20ML,1,24.8834,24.88
106578,,GEM TN FLAT 100s,1,23.91287,23.91
106633,,BACTIDOL 120ML,13,104.76932,"1,362.00"
106639,,IRISH SPR ALOE 3.7oz,5,31.36287,156.81
106652,,OR DEO BBERRY WH 50G,3,5.49765,16.49
106655,,ORC DEO LEM WH 50G,14,13.47356,188.63
106659,,ORCHID DEO CHE WH 50G,5,12.75322,63.77
106660,,ORC DEO SBERRY WH 50G,4,8.46225,33.85
106682,,NLC SBERRY SHN 4.8G,5,45.48088,227.4
106686,,NLC CHERRY SH 4.8G,6,59.74067,358.44
106691,,CRUMPY BSPRD NUT 225G,2,62.14979,124.3
106704,,DG LB PLN 20x14x6cm,1,30.32143,30.32
106707,,J COW FRESH NF 1L,50,46.69963,"2,334.98"
106714,,J LYCHEE N SYRUP 565G,1,28.21519,28.22
106720,,CRUMPY BS DUO 225G,6,64.84536,389.07
106797,,SM WAX COLRLS 180G,9,17.7127,159.41
106819,,C UP SCRNG PAD 100/150,1,10.3839,10.38
106823,,C UP MP GLOVES SMALL,7,30.76778,215.37
106827,,C UP MP GLOVES MED,1,30.76778,30.77
106856,,SILKA GRN PPYA LOT 50ML,83,21.07404,"1,749.15"
106857,,MAG LOW FAT 1L,63,61.4857,"3,873.60"
106861,,SILKA GRN PPYA LOT 200ML,82,63.65035,"5,219.33"
106872,,SB HD SCRB SPGE REG,20,36.21634,724.33
106885,,SB HD SCRUB SPGE TRIAL,544,20.69011,"11,255.42"
106894,,868 DP M FUNNEL L AGRN,6,11.13409,66.8
106973,,SB HD S PAD REG 95X150,5,15.24041,76.2
106983,,813 DP FLYSWATTER BLUE,1,6.91523,6.92
106986,,SB HD S PAD TRIAL 75X100,46,9.26268,426.08
106999,,SB DC SCRUB SPONGE,33,20.77621,685.61
107018,,892 DP M HNGR AGRN 4s,3,26.03488,78.1
107021,,SB HD SSPGE 75x75,801,12.51188,"10,022.02"
107026,,8468 OROCAN P CONT 68L,1,214.54667,214.55
107042,,SB HD BTHRM SPONGE TRIAL,2,22.01496,44.03
107045,,SB HD S PAD MINI 75X75,45,4.74364,213.46
107056,,SB DC NET SPONGE 140X80,64,18.70521,"1,197.13"
107057,,EQ PLUS DIAPER MP LGE 4s,55,22.25566,"1,224.06"
107058,,SB HD OUTDR GLVS MED,2,35.40212,70.8
107081,,SB HD OUTDR GLVES LRG,8,34.7921,278.34
107116,,R1200 RW COL CONT,50,12.0982,604.91
107144,,B 12 RW CLR LID N CONT,5,1.95652,9.78
107157,,EQ COL DIAPER BP L 14s,44,80.87753,"3,558.61"
107166,,SKZ FORK SML W 25s,1,8.48214,8.48
107176,,BLEN PP R SLVR PL 9  25s,5,28.4861,142.43
107177,,BOYLEN PP LAM R 9 25s,73,34.30811,"2,504.49"
107178,,BOYLEN PP R WHT 9 25s,8,18.72253,149.78
107190,,B250 ORANGE 250ML,466,4.35715,"2,030.43"
107191,,B250 PA 250ML,82,3.89523,319.41
107192,,B250 APPLE 250ML,432,3.78841,"1,636.59"
107210,,STAR MARG CL 1KL,14,123.90687,"1,734.70"
107213,,STAR MARG CLASSIC 2KLS,8,237.10876,"1,896.87"
107245,,EL R CARNE NORTE 100G,3,8.76447,26.29
107247,,EL RANCHO FRANK 225G,8,26.00471,208.04
107261,,PETAL PLST FORK T SM 25s,79,8.52873,673.77
107264,,ORC DEO SAMP WH 50G,1,14.4534,14.45
107268,,PETALS PLST SPN W SM 25s,23,8.9286,205.36
107269,,GLOW P SPOON BIG T 12s,101,8.4821,856.69
107321,,FUDGEE BARR CHOCO 10s,"1,480",38.13728,"56,443.17"
107322,,FUDGEE BAR MILKY 10s,104,37.13455,"3,861.99"
107331,,OR DEO APPLE WH 50G,4,0.2734,1.09
107394,,M SBERRY MALLOW 80G,15,8.34893,125.23
107407,,M MW MALLW 283G,17,25.41333,432.03
107413,,LM CHICKEN 55G,"8,622",5.52679,"47,651.98"
107415,,LM BEEF 55G,"13,107",5.52678,"72,439.51"
107418,,LM P CANTON ORIG 60G,"2,207",6.54464,"14,444.02"
107419,,LM PC KALAMANSI 60G,"9,953",6.54464,"65,138.80"
107420,,LM PC XHOT CHILI 60G,"9,586",6.26072,"60,015.26"
107421,,LM PC CHILIMANSI 60G,"9,541",6.54464,"62,442.41"
107426,,LM SM SOT CHKN 30G/28G,552,14.24107,"7,861.07"
107437,,GLOW D CUP TR 7oz 50s,160,16.1495,"2,583.92"
107443,,ORCHID DEO CHE WH 100G,3,22.79502,68.39
107445,,O DEO APPLE WH 100G,3,20.79239,62.38
107446,,OR DEO LEMON REF 50G,21,11.16783,234.52
107447,,ORCHID DEO LEM R 100G,12,19.08454,229.01
107448,,ORCHID DEO APPLE R 100G,8,19.37478,155
107449,,OR DEO CHERRY REF 100G,3,18.90896,56.73
107450,,XO CHOCO SHAKE 50s,104,20.19683,"2,100.47"
107451,,OR DEO SBERRY REF 100G,13,19.32382,251.21
107452,,ORCHID DEO SAM R 100G,9,20.24036,182.16
107461,,SG ACT FRSH CRM 45G,3,130.38233,391.15
107469,,S WSTK CHOCO 352G,108,41.99206,"4,535.14"
107470,,SUP WS MILK JR 330G,85,42.01211,"3,571.03"
107472,,S WAF STK PANDAN 330G,57,42.02438,"2,395.39"
107476,,KRIMSTIX MILK REFF 25s,50,18.20412,910.21
107478,,REBISCO MARIE TIME 10s,227,7.2897,"1,654.76"
107502,,SKYFLAKES HP 200G,66,19.80357,"1,307.04"
107505,,SKYFLAKES HP 100G,110,10.14334,"1,115.77"
107511,,FITA BIS SINGLES 10/30G,"1,035",29.91071,"30,957.58"
107515,,PAMPERS BB BSC SM 28s,2,142.76701,285.53
107522,,EQ DRY DIAPER MED 36s,25,199.68394,"4,992.10"
107523,,BRD STIX CHIZ 10/20G,2,27.08827,54.18
107529,,S CK COCO UBE 34G,23,18.19383,418.46
107531,,CPKEYK CHSE 10/34G,44,18.22677,801.98
107540,,R BUDDY CRCKR 10s,117,26.54463,"3,105.72"
107548,,EGGNOG REG 130G,61,16.07143,980.36
107549,,CHOCO DONUT 20/8G,80,14.68928,"1,175.14"
107551,,EGGNOG REG 32G,300,4.55357,"1,366.07"
107570,,EOC ORANGE 175G,10,32.64508,326.45
107574,,MYS GRA HONEY 210G,"2,496",18.54289,"46,283.05"
107577,,BINGO ORANGE 10/28G,491,29.91071,"14,686.16"
107579,,BINGO DBL CHOCO 10/28G,345,27.55276,"9,505.70"
107592,,BREAD STIX 10/20G,145,27.41462,"3,975.12"
107601,,G SLTD CASHEW 28G,16,21.17444,338.79
107603,,G PNUT ORNTAL 80G,4,23.25167,93.01
107604,,G SUNFLOWER SEEDS 25G,25,14.65294,366.32
107608,,H HONEY BEE BISCUIT,5,22.18387,110.92
107610,,VINO DE CHINO 375ML,1,22.19708,22.2
107611,,HLAND JUMBO MARIE 10s,408,12.19181,"4,974.26"
107616,,STIK O CHOCO W JR 380G,55,38.04367,"2,092.40"
107628,,FIBISCO CHOC CHIPS 200G,71,27.9202,"1,982.33"
107634,,SG ACTV FRSH CRM 14G,6,44.71984,268.32
107640,,S WS MILK BIG 660G,27,82.15298,"2,218.13"
107644,,UFC CATSUP REG 1GAL,28,110.62967,"3,097.63"
107645,,ML PIT PIT ASTD POP 25s,287,15.75468,"4,521.59"
107650,,UFC CTSP REG 1/2G,67,58.08919,"3,891.98"
107653,,UFC CATSUP REG 320G,934,11.66591,"10,895.96"
107654,,FIBISCO HIRO JMBO 200G,23,30.08187,691.88
107656,,FIBISCO HIRO 80G,134,8.34464,"1,118.18"
107667,,PIKNIK AB 2.6KG,1,182.90619,182.91
107682,,QUEEN CORN STARCH 1KL,3,44.28875,132.87
107693,,TAWAS TIBUOK,120,0.62488,74.99
107700,,EQ DRY DIAPER XL 4s,20,29.57433,591.49
107702,,EQ PLUS DIAP MED 1s,124,5.27515,654.12
107704,,TANDUAY 5YEARS 250ML,61,16.90962,"1,031.49"
107705,,TANDUAY 5YEARS 375ML,"1,164",24.81994,"28,890.41"
107706,,FA SG AF OCEAN BREEZE,1,178.34821,178.35
107707,,TANDUAY 5YEARS 750ML,"1,088",49.63988,"54,008.19"
107753,,HOMI M BEEF BRSKT 55G,"1,352",4.15442,"5,616.78"
107771,,INSENSO,14,19.82987,277.62
107772,,ZEST O ROOTBEER 330ML,22,8.98033,197.57
107785,,PURITY COT BALLS 140s,49,19.85773,973.03
107789,,NISSIN B COCNUT 12/14G,431,12.34866,"5,322.27"
107791,,KSTIX P BUTTER 25s,51,18.20689,928.55
107794,,JUMPEE CF MILK 35G,171,3.64575,623.42
107795,,JUMPEE SS CHOCO 35G,346,3.63194,"1,256.65"
107796,,JUMPEE SS PBUTTER 35G,92,3.63714,334.62
107798,,SUP WS CHOCO 704G,34,82.16104,"2,793.48"
107799,,C ROYALE TPICK 550STCK,88,1.959,172.39
107803,,ST MAGIC POT 150ML,142,3.30893,469.87
107804,,CRUMPY BS CHOCO 400G,3,85.164,255.49
107805,,ST FRT JELLY ASSTD 130G,87,7.66718,667.04
107806,,ST KAOLA BEAR 240ML,15,4.30511,64.58
107809,,ST GEL A SNCK F ASTD 75G,56,4.65593,260.73
107815,,ST TORPEDO W/SS 180ML,116,3.76115,436.29
107821,,REBISCO BUTTER SD 10s,239,27.64267,"6,606.60"
107823,,HANSEL MOCHA SW 10s,374,27.36707,"10,235.28"
107824,,REBISCO SBERRY SW 10s,325,27.55037,"8,953.87"
107825,,REBISCO CHOCO SW 10s,402,27.4241,"11,024.49"
107826,,REB CREAM SW 10s,261,27.60789,"7,205.66"
107827,,REBISCO PBUT SW 10s,134,27.57255,"3,694.72"
107828,,HANSEL CHOCO SW 10s,277,27.46729,"7,608.44"
107829,,HANSEL MILK SWICH 10s,383,27.39744,"10,493.22"
107834,,MILKEE POLVORON 20s,1,14.56317,14.56
107842,,REBISCO BRAVO BIS 10s,111,27.48498,"3,050.83"
107846,,HAPPY NUTS BBQ 100G,108,19.72324,"2,130.11"
107853,,H NUTS GRLC 100G,54,20.0947,"1,085.11"
107858,,HAPPY PNUT GRLC 20s,260,21.22538,"5,518.60"
107862,,DDONG MN PLAIN 20/5G,211,14.93371,"3,151.01"
107867,,REBISCO BARNUTS 20s,"1,225",14.56238,"17,838.92"
107871,,HAPPY NUTS HS 20s,796,14.56459,"11,593.41"
107872,,REBISCO ACE CHOCO 10s,225,27.78361,"6,251.31"
107873,,D DONG SNACK MIX 95G,542,9.74422,"5,281.37"
107876,,SINBAD GP GRLC 20/6G,56,14.61259,818.31
107885,, MIAMI ICE POPS 70ML,600,1.50553,903.32
107908,,LITTLE PALS FB PLAIN 4oz,3,33.81467,101.44
107915,,CLEENE COTTON 25G,104,8.32171,865.46
107920,,CLEENE S SOFT BT 4R,2,35.85236,71.7
107921,,WIPE BT 9R,4,52.1676,208.67
107930,,RHEA HYD PER V20 120ML,2,12.96738,25.93
107933,,RHEA TACHE DROPS 7.5ML,10,30.03782,300.38
107934,,R A DE MANZANILLA 15ML,6,10.05194,60.31
107936,,WIPE BT 300sht 1R,40,6.18677,247.47
107939,,RHEA SALICYLIC ACID 15ML,7,11.42321,79.96
107942,,LD HNY LEMON 330ML,3,47.61607,142.85
107943,,AP S DE MACHO 25G,52,10.1447,527.52
107946,,SB HD SCRUB PAD ECO,5,29.86499,149.32
107949,,LD SIG LEMON 330ML,13,47.61607,619.01
107959,,MC BLACK PEPPER 70G,5,48.84902,244.25
107960,,MC TAPA MIX 47G,6,15.11349,90.68
107978,,LD DVL LEMON 330ML,2,47.61607,95.23
108029,,TIF VERMICELLI SOT 80G,8,9.1732,73.39
108034,,RAM RAISINS 200G,89,35.38605,"3,149.36"
108079,,RHEA POV IODINE 10P 30ML,5,43.44058,217.2
108085,,IDEAL G MAC ELBOW 200G,9,14.33787,129.04
108093,,DS 3003 SS HOOK,1,15.17857,15.18
108112,,DS 3012 SS HOOK,1,19.64286,19.64
108124,,DS 3016 SS HOOK,1,15.17857,15.18
108128,,DS 4003 SS HOOK,9,28.57143,257.14
108133,,DS 4007 SS HOOK,4,26.78571,107.14
108154,,IDEAL GOURMET SPAG 1KG,4,63.15476,252.62
108172,,PRIDE BAR WHT 380G,595,12.67074,"7,539.09"
108173,,PRIDE BR BLUE 380G,720,13.70982,"9,871.07"
108174,,IDEAL G MAC SAL 400G,9,29.85093,268.66
108175,,IG MAC SALAD 1K,2,59.39242,118.78
108179,,IDEAL SPGHTI 450G/500G,4,32.4256,129.7
108197,,61101 SCPPER 40mm,2,28.57143,57.14
108198,,YAKEE SUPER GUM BALL 25s,350,15.99624,"5,598.68"
108209,,DAISY BT 2P 300sht 1r,516,4.65423,"2,401.58"
108219,,PRESTO CREAMS VAN 80G,114,7.2921,831.3
108224,,PRESTO CRM CHOC 10/30G,123,25.72535,"3,164.22"
108225,,STARWAX RED 180G,60,19.28571,"1,157.14"
108226,,P CRMS VAN 10/30G,158,26.47145,"4,182.49"
108227,,PRESTO CREAMS CHOCO 80G,146,7.3553,"1,073.87"
108229,,W DET CRM ORANGE 200G,76,9.20105,699.28
108230,,FRUTOS CHEWY 50s,"1,274",17.40247,"22,170.75"
108231,,DM CHILI KETCHUP 335G,17,22.22302,377.79
108235,,R ALUM FOIL SMPLR 5M,16,43.10759,689.72
108238,,JF CLSC JUMBO 50s,155,32.73612,"5,074.10"
108240,,NAG C NUTS HS 40G,211,4.02654,849.6
108244,,CREAM O ORIG VAN 90G,99,11.14929,"1,103.78"
108245,,CREAM O CHOCO F 90G,61,11.16415,681.01
108246,,NAG C NUTS BBQ 40G,12,3.87032,46.44
108247,,NC BTTER ORIG 80G,1,7.99473,7.99
108249,,NAG C NUTS HS 10/10G,33,10.94505,361.19
108251,,NAG CN ADOBO 10/10G,17,11.03577,187.61
108252,,PRESTO CREAM PB 150G,67,15.24718,"1,021.56"
108255,,PRESTO CREAM PB 10/30G,235,25.65397,"6,028.68"
108257,,CREAM O CHOC F 10/33G,42,34.8199,"1,462.44"
108260,,REBOUND CHOC/MOCHA B 25s,67,338.58486,"22,685.19"
108263,,PRESTO CREAM PB 80G,143,7.53294,"1,077.21"
108268,,DM ELBOW MAC 1KG,5,54.29272,271.46
108293,,CHIPS D CH CKIES 20G,372,2.87495,"1,069.48"
108294,,DM SWT KETCHUP 320G,50,19.51685,975.84
108297,,DM SWT KETCHUP 20oz,17,30.51614,518.77
108298,,EB COOKIE REG 30G,39,4.32853,168.81
108301,,DM BANANA KETCHP 320G,10,14.20084,142.01
108302,,ZONROX FLORAL 1GAL,6,85.41402,512.48
108304,,DM TS FIL MMK 250G,72,11.0416,795
108306,,ZONROX ORIG HGAL,74,46.59808,"3,448.26"
108320,,ZIM SCPD W/SPGE SM,234,9.38514,"2,196.12"
108321,,GRANDE BISCUIT PAIL 2.5KG,12,179.89422,"2,158.73"
108325,,YUM YUM MILK 30G,100,"8,356.21","835,621.42"
108334,,CLOUD 9 C CHOCO 40/5.5G,118,29.48915,"3,479.72"
108341,,C 9 CLASSIC 28G,704,4.19571,"2,953.78"
108342,,CLOUD 9 CLSC M BAR 36s,92,49.14008,"4,520.89"
108343,,C9 C TOFE 40/5.5G,59,29.47688,"1,739.14"
108346,,NIPS MILK CHOCO SB 40G,90,8.37853,754.07
108348,,NIPS MINI PB 24/4G,221,17.54498,"3,877.44"
108352,,CHOCOLOTTO SBERRY 25s,25,11.61065,290.27
108357,,HAPI TRIP ASTD BIS 2.5KL,10,208.39286,"2,083.93"
108370,,MAXX CHERRY 50s,377,23.24129,"8,761.97"
108374,,CHEEZ IT CHEESE 25G,"2,298",3.8675,"8,887.52"
108377,,M PASTEL MARSHM 55G,127,5.18704,658.75
108378,,DYNAMITE CHOCO MINT,840,0.36773,308.89
108381,,MELLO MARSHMALLOWS 55G,258,8.61128,"2,221.71"
108384,,DYNAMITE MELON,"1,260",0.22996,289.75
108387,,MOBY CARAMEL 25G,2,3.52989,7.06
108388,,NUTRISTAR CHKN BBQ 23G,"1,898",3.51442,"6,670.37"
108400,,F MALLOW EL/BAL 48s,32,37.40803,"1,197.06"
108406,,MAXX DAL ORANGE,"1,680",0.39183,658.27
108408,,DUTCH TRT M CHOC BAR 6s,39,8.6973,339.19
108411,,DUTCH TREAT MC BAR 24s,14,35.4618,496.47
108414,,B BUSTER MC REG RED 45s,43,48.76417,"2,096.86"
108417,,EGGHEADS DM CHOCO 20s,53,8.0015,424.08
108418,,MAXX HONEYLEMON,"3,780",0.3931,"1,485.92"
108420,,SUNKIST DOY APPLE 185ML,145,"1,289.11","186,920.48"
108428,,EAGLE TOOTHPICK 550STICK,71,2.21646,157.37
108430,,VIVA SPL BIHON YEL 1KL,9,88.52428,796.72
108434,,NELITA SP SUN MIKI 1KL,2,"162,699.96","325,399.93"
108438,,SILVER CRNCH MC 50s,26,27.69539,720.08
108441,,MAYFAIR MC ASSTD 20s,26,9.65935,251.14
108442,,MAYFAIR MC ASSTD 50s,14,25.96641,363.53
108443,,ALASKA CHOCO 236ML,141,12.51039,"1,763.96"
108444,,SUNKIST ORNGE S 235ML,2,8.39585,16.79
108445,,MAYFAIR MC ASSTD 30s,28,11.27074,315.58
108446,,SKIST MANGO SLM 235ML,17,9.44764,160.61
108447,,AL FRESH MILK 1LIT,19,45.80154,870.23
108449,,NELITA SP ODONG 12s,462,11.07479,"5,116.55"
108459,,NESCAFE CL REF 25G,843,15.40283,"12,984.59"
108461,,ALASKA CREMA APC 250ML,"1,544",26.018,"40,171.79"
108463,,QC HOT SPICY BEEF 55G,60,4.30129,258.08
108464,,ZO ORGE JCE 200ML,120,4.15804,498.96
108468,,NES CLASSIC STICK 2G,"22,089",1.53236,"33,848.30"
108469,,ZO PINEAPPLE 200ML,500,3.83065,"1,915.33"
108471,,MAXX CHERRY,420,0.39302,165.07
108472,,ZO APPLE JCE 200ML,160,4.15803,665.28
108475,,SEL M S CHOCO 110ML/100ML,894,8.5772,"7,668.02"
108521,,R CHEESE RING 25G,545,2.625,"1,430.63"
108522,,CHEESE RING 60G,"1,463",7.80357,"11,416.62"
108525,,GOLDEN SWT CORN 25G,82,3.85768,316.33
108529,,GOLDEN SWT CORN 60G,602,7.80108,"4,696.25"
108567,,OISHI KIREI Y FLKS 20G,243,3.27741,796.41
108572,,OISHI BM CRUNCH 25G,684,3.2806,"2,243.93"
108580,,S SWAN CANE VIN 1GAL,13,71.36598,927.76
108583,,CHEESE DONUT 20/8G,29,14.55081,421.97
108586,,PF STR BEEF LOAF 200G,1,15.74733,15.75
108589,,CHEESE DONUT 34G,205,2.57144,527.15
108590,,KNICKKNACKS MILK 60G,385,11.00458,"4,236.76"
108594,,NESTLE LF 1000ML,24,56.12957,"1,347.11"
108605,,IG SPGTNI 500G,4,44.375,177.5
108607,,ARG V SAUSAGE 260G,6,23.89363,143.36
108614,,JNJ MINI CHOC PRETZ 28G,504,4.28589,"2,160.09"
108620,,PIATTOS SCO 40G,"1,345",7.4547,"10,026.57"
108634,,ZEST O CAL SODA 330ML,56,11.80218,660.92
108638,,JNJ CHIZ CURLS 55G,100,11.10203,"1,110.20"
108641,,PIATTOS RH BBQ 40G,970,6.97724,"6,767.92"
108645,,PIATTOS RH BBQ 85G,374,17.90364,"6,695.96"
108648,,CLOVER CHIPS BBQ 85G,34,14.61232,496.82
108651,,CC HAM CHEESE 22G,194,3.4174,662.98
108659,,RICHEE MILK 60G,6,7.87314,47.24
108680,,JJ CHOCO KNOTS 28G,679,3.96433,"2,691.78"
108683,,JNJ CHOC PRETZELS 40G,577,6.74634,"3,892.64"
108685,,NOVA C CHEDR 78G,631,17.9285,"11,312.88"
108688,,NOVA C CHEDR 40G,"1,834",7.44199,"13,648.61"
108692,,BERRY KNOTS 28G,342,4.00183,"1,368.63"
108707,,OISHI PF TMTO KET 50G,6,6.22941,37.38
108717,,BAMBI COOKING OIL 40ML,43,3.02552,130.1
108719,,BAMBI CKING OIL 100ML/80ML,28,6.78772,190.06
108730,,RICHEE MILK 25G,"1,471",3.53383,"5,198.26"
108731,,PEEWEE P SUPREME 25G,"1,644",3.52683,"5,798.11"
