ISLAND CITY MALL,,,,,
POS UNPOSTED SALES,,,,,
"AS OF JUNE 21, 2022",,,,,
Item No.,Variant Code,Description,Quantity,Unit Cost,Amount
116737,,ROGERS SW SPRD R3.5L,4,219.19733,876.79
116740,,ORCHID DEO LEM WH 100G,5,22.84767,114.24
116747,,PED 5 KINDS OF MEAT 400G,5,"6,241.93","31,209.66"
116752,,PED CHKN CHUNK 130G,47,22.35923,"1,050.88"
116789,,SB PB CREAMY 16oz,2,97.30351,194.61
116801,,2081 3 TAMBOURIN,1,19.64286,19.64
116802,,ALASKA EVAPTD 154ML,39,13.92686,543.15
116810,,CMB030 PPOT BLK,9,19.85458,178.69
116834,,Q PANDA CBUDS 200T CAN,1,16.27659,16.28
116836,,CMB 120 PPOT BLK,390,1.35786,529.57
116838,,CMB 150 PPOT BLK,254,2.41166,612.56
116839,,CMB 180 P POT BLK,123,4.13617,508.75
116840,,GLOW AF SMPLR 5M,39,20.47213,798.41
116862,,COMF TB PRO 105,3,18.44615,55.34
116863,,CMFRT TB PRO 956,7,18.2869,128.01
116865,,FUZE CMFRT TB PRO 944,16,17.1755,274.81
116866,,FUZE CMFRT TB PRO 238,2,21.06614,42.13
116871,,PURO TB ACT STYLE 982,1,14,14
116882,,STYLEX HR POLISH S 100ML,29,22.63379,656.38
116908,,SEN  DRY PEAS 155G,219,5.96581,"1,306.51"
116932,,J CT BATH 100ML,8,76.875,615
116944,,BAYGON MC SCNTD 12s,719,13.8125,"9,931.19"
116945,,TE NDC RED 8oz,4,18.09572,72.38
117040,,DENTAL B BASIC AD TB SOFT,2,17.88956,35.78
117041,,DENTAL B BASIC AD TB MED,72,19.6575,"1,415.34"
117042,,DENTAL B BASIC AD HARD,32,17.85256,571.28
117056,,PIATTOS NACHO PIZZA 85G,102,17.91175,"1,827.00"
117057,,PIATTOS N PIZZA 40G,617,7.06823,"4,361.10"
117059,,BEAR BRAND 1p JR 420G,9,131.16964,"1,180.53"
117067,,SB TOUGH CLEANING MOP,5,157.20185,786.01
117071,,3A SP UBE PLVRN OB 12s,3,13.606,40.82
117072,,3A SP UBE POLV ST SM 18s,10,26.85217,268.52
117076,,3A SP B POLVRN STY 33s,3,53.65235,160.96
117081,,NES GOLD JAR 100G,7,281.40366,"1,969.83"
117082,,NES GOLD JAR 200G,6,359.29275,"2,155.76"
117097,,OISHI P CRCKRS 26G,"2,751",3.27815,"9,018.19"
117105,,LACTACYD LIQ BLUE 60ML,51,46.51879,"2,372.46"
117123,,SANICARE BT 3P 4r/600s,14,47.28622,662.01
117124,,SANICARE BT 3P 9r/600s,6,104.50598,627.04
117125,,SAN BT 2P 4r/400s,20,565.89539,"11,317.91"
117126,,SANICARE BT 2P 12r/400s,12,104.04761,"1,248.57"
117127,,SANICARE BT 2P 9r/400s,8,82.59886,660.79
117128,,SANICARE KT J 2P 1r,28,37.39925,"1,047.18"
117129,,SANICARE KT J 2P 2r,14,80.81093,"1,131.35"
117130,,SANICARE R INTER FLD T 175s,21,46.30486,972.4
117131,,JADE TN PC FOLDED 1000s,9,42.36569,381.29
117132,,JADE BT 2P 320sht 4r,11,115.65864,"1,272.25"
117134,,JADE BT 2P 320sht 12r,12,84.34076,"1,012.09"
117135,,JADE TN FOLDED 350s,22,72.73343,"1,600.14"
117136,,JADE WHT IT 175PULLS,51,35.58277,"1,814.72"
117139,,JADE MP TISSUE 2P HP 40p,94,4.18485,393.38
117140,,JADE TN FOLDED 40s,51,10.17098,518.72
117141,,JADE TN COCKTAIL FLD 40s,83,8.67673,720.17
117143,,TISYU BT 2P 400sht 1r,67,7.61751,510.37
117146,,TISYU BT 2P 400sht 12r,12,92.79427,"1,113.53"
117147,,TISYU KT ALL 150sht 1r,58,26.98758,"1,565.28"
117148,,TISYU BT CORELESS 2P 20s,4,67.02906,268.12
117149,,TISYU BT CORELESS 2P 10s,19,33.4303,635.18
117150,,TISYU BT CLESS 2P 2/30G,79,7.05773,557.56
117153,,CHEERS TN FLAT 100s,18,21.31173,383.61
117154,,TISYU FT ART DECO 70p,10,15.73227,157.32
117211,,SUPER C S CHEESE 12/7G,"1,116",8.67118,"9,677.04"
117233,,AMIGO FLOUR 25KLS,73,571.4285,"41,714.28"
117261,,HAPEE TP FCW STP 2/90ML,11,83.92857,923.21
117263,,P BAT EHD AA R6NPT/2B,20,24.25986,485.2
117277,,JBB CT 200ML wf JBL,3,150,450
117282,,JBP BLO 500G wf 100G,1,155.26786,155.27
117298,,392 C MINI FK SNGL,15,4.54526,68.18
117312,,301 NL MIXING BOWL SML,9,10.91,98.19
117326,,772 CASA LUNCH BOX,1,11.17182,11.17
117338,,386 C FRUIT BSKT,4,18.41167,73.65
117371,,02 HAPPY STRNR 9cm,16,9.09,145.44
117385,,TS HOPIA D MONGO 100G,24,9.09414,218.26
117398,,MP D CUP 12OZ T 50s,80,36.73224,"2,938.58"
117412,,ZEST O FZODA POM 330ML,57,12.42865,708.43
117415,,RAM S PICKLE RELISH 270G,8,42.88511,343.08
117435,,M LOVE COTTON 40G,19,9.60699,182.53
117437,,BETADINE GARGLE 240ML,1,157.27276,157.27
117443,,R1600 RW COL LID C CONT,21,6.865,144.17
117445,,UFC SPAGHETTI SCE 250G,2,9.8225,19.65
117446,,TF SLCE MMALLOWS 9G,824,1.64161,"1,352.69"
117447,,MELLO P MMALLOW 9G,264,1.66314,439.07
117448,,MELLO T MMALLOW 135G,80,21.09086,"1,687.27"
117449,,FL MALLOWS 135G,150,17.12234,"2,568.35"
117458,,ROGERS SALAD D 470ML,17,54.30452,923.18
117461,,CC CHILI N CHSE 22G,398,3.73696,"1,487.31"
117462,,CC CHILI CHSE 85G,43,14.29327,614.61
117470,,FLFY LN MLLWS 13.5G,921,3.02348,"2,784.63"
117482,,355 CW OVL S LFAH,5,34.34139,171.71
117520,,3A SP UBE PLVRN STYRO 33s,3,42.26871,126.81
117530,,BAYGOM MC LAV J 10s,271,13.8125,"3,743.19"
117537,,KOTEX FRESH PL LW 8s,3,19.12363,57.37
117572,,FLAT TOPS 30s,91,26.58369,"2,419.12"
117574,,CAFE PURO JAR 100G,1,72.19519,72.2
117575,,C PURO JADE BLEND 400G,9,113.86475,"1,024.78"
117577,,FIBISCO MARIE 10/4s,30,25.84353,775.31
117581,,ALLWRAP AL FOIL REG 7M,2,38.39413,76.79
117584,,KM WAX PPR SAMP 10M,19,29.60021,562.4
117586,,KM ALUM FOIL REF 8M,21,39.38954,827.18
117587,,KM CLING WRAP SAM 20M,1,26.8723,26.87
117591,,SWEET CORNSNAK 12G,312,201.61706,"62,904.52"
117594,,CALUMET BAKING PWDR,168,60.70131,"10,197.82"
117600,,MARGIE GRN PEAS 140G,19,11.00243,209.05
117605,,JOY DWL KAL 6+1/18.5ML,207,23.88393,"4,943.97"
117607,,X O COFFEE CANDY 50s,167,23.24129,"3,881.30"
117611,,VENUS PERM SET 120ML G,1,17.86353,17.86
117679,,KM ALUM FOIL STD 8M,1,50.68493,50.68
117682,,TE NDC WHITE 12oz,7,25.89537,181.27
117684,,TE NDC WHITE 32oz,1,55.86086,55.86
117685,,TE KAONG WHT 32oz,1,57.30167,57.3
117686,,TE NDC GRN 32oz,1,55.86086,55.86
117693,,RAM PICKLE RELISH 405G,10,59.8785,598.79
117705,,MB SARSA LS R 560G,14,19.8724,278.21
117723,,BF SW SPRD 220ML,55,31.2719,"1,719.95"
117747,,MC BEEF HERB GRAVY 30G,70,13.4499,941.49
117749,,MC CHKN PANDAN 30G,2,17.83041,35.66
117751,,Z14 KISS HB BLUE W/AC,1,75.89286,75.89
117752,,MC UBE EXTRACT 20ML,4,36.14818,144.59
117753,,MC SBERRY EXTRACT 20ML,1,29.41482,29.41
117755,,LKK HOISIN SAUCE 100G,20,41.17065,823.41
117756,,LKK HOISIN SAUCE 240G,17,73.36808,"1,247.26"
117759,,KK TER BASTE GLZ 250ML,1,60.33745,60.34
117761,,CO SPAG SCE 3 CHSE 250G,5,17.01839,85.09
117765,,MC BASIL LEAVES WHL 9G,6,30.88529,185.31
117769,,CO PAPPLE JAM 320G,1,45.65046,45.65
117770,,CO GUAVA JELLY 320G,4,37.73234,150.93
117771,,CO SBERRY JAM 320G,3,35.63951,106.92
117772,,CO OR MMLADE 320G,20,45.2868,905.74
117782,,JOY DWL LMN RF 355ML,80,65.00893,"5,200.71"
117783,,JOY DWL AB W/SFG 345ML,19,74.05357,"1,407.02"
117784,,JOY DWL KAL 355ML,57,65.00893,"3,705.51"
117785,,PAM BBD PANTS M 66s,6,517.91964,"3,107.52"
117786,,PAM BBD PANTS S 24s,10,168.83929,"1,688.39"
117807,,ARG MEAT LOAF 150G,439,11.09307,"4,869.86"
117811,,JOY U KALMNSI 40ML,192,7.80382,"1,498.33"
117815,,K FT BIG TRAVEL 2P 60P,5,17.78213,88.91
117822,,WIPE COTT ROLL 45G,105,12.71024,"1,334.58"
117823,,WIPE COT ROLL 90G,18,21.6226,389.21
117824,,BBFLO G BUDS PL PNK 36T,57,4.93162,281.1
117825,,BBFLO G BUDS PL PINK 72T,85,7.34563,624.38
117826,,BBFLO G BUDS PL PK 108T,92,10.05327,924.9
117827,,BBFLO G BUDS PL PINK 200T,88,16.83073,"1,481.10"
117828,,BBFLO G BUD P MG 36T,67,4.53506,303.85
117829,,BBFLO G BUDS PL MG 72T,104,7.12066,740.55
117830,,BBFLO GBUDS P MG 108T,102,10.04571,"1,024.66"
117831,,BBFLO G BUDS PL MG 200T,180,16.56841,"2,982.31"
117835,,ALBA RF KIWI 100G,1,22.44075,22.44
117836,,ALB RND SBERRY 100G,3,28.32032,84.96
117840,,AP SP SLTED PNUT 400G,1,26.227,26.23
117843,,AP SP WP SLTD 100G,3,27.22727,81.68
117852,,AP SP WHT PNT BKD 100G,11,286.36333,"3,150.00"
117859,,AP SP WP BKD 200G,10,17.18176,171.82
117860,,AP SP WP BKD 300G,2,14.1,28.2
117877,,NF RAINBOW MIX 24s,4,15.1284,60.51
117880,,807 T BRUSH WBASE,3,29.31,87.93
117886,,20820 H DSTPAN WB,2,39.40074,78.8
117900,,130851 2 U ROPE L,2,19.41472,38.83
117902,,130853 4 U ROPE 4X15 L,1,46.46333,46.46
117907,,20818 M IRON BRSH,26,31.19236,811
117908,,353 C SHPD LOOFAH,6,24.55436,147.33
117912,,533 HW 3P SCRB PAD,6,27.10538,162.63
117918,,99 BAMBOO TP 100s,48,15.13987,726.71
117924,,CELL 1 1/2X10 HK P KING,17,9.64867,164.03
117932,,AP GEL LAV BLISS 180G,1,105.33036,105.33
117939,,DOWNY SF 6+1/38ML,97,36.71429,"3,561.29"
117940,,DOWNY FC AB 6+1/36ML,159,36.71429,"5,837.57"
117959,,DOWNY PSN 6+1/32ML,27,36.71429,991.29
117970,,5S FB NATA S C 24s,291,12.05357,"3,507.59"
117980,,SWT BB DRY DPR J MED 54s,1,366.11607,366.12
118035,,HOMI INST BEEF BRSKT 40G,19,10.48264,199.17
118046,,ST DEW C ORG DP 200ML,712,3.22612,"2,297.00"
118048,,ST DEW C PA DP 200ML,"1,175",3.21917,"3,782.52"
118057,,LDS CRISP LINEN 170G,9,113.82501,"1,024.43"
118060,,CHIPS D MINI CHOCO 35G,155,6.31969,979.55
118066,,DEOROX BL FW ORIG 1GAL,2,51.53211,103.06
118071,,C ACEITE DE MANZ 55ML,17,8.41784,143.1
118077,,MS NEO RD215R CHERRY,1,52.83238,52.83
118083,,C TAWAS PDR PLN 40G,128,4.77,610.56
118120,,CAL S NEWPORT NCAR 1.5oz,1,100,100
118122,,CAL SCENTS C CHRY 1.5oz,2,100,200
118142,,FRY POP VEG CRCKR 80G,25,7.7275,193.19
118152,,MAG NFM 2/1L S20,12,130.84821,"1,570.18"
118157,,GIL DAISY PLUS 1s,2,22.82071,45.64
118165,,M LOLLY ORANGE 24s,32,17.41071,557.14
118166,,M LOLLY MILK 24s,43,17.41071,748.66
118247,,MELLO MARSHMALLOW 11G,135,1.175,158.63
118262,,GOYA CRM WCHOCO 35G,147,10.27161,"1,509.93"
118302,,CELL 7X14 01 EXCEL,12,27.58844,331.06
118304,,ZIM GCLEMON R 250ML,2,24.87031,49.74
118306,,ZIM GC LEMON TH 500ML,2,65.1824,130.36
118307,,ZIM GC REG R 250ML,7,23.45622,164.19
118308,,ZIM GC REG TH 500ML,1,63.57233,63.57
118309,,ZIM GC APPLE R 500ML,3,40.76435,122.29
118310,,FARLIN SIL NIPPLE XCUT,1,13.5625,13.56
118311,,FARLIN RUBBER NIPPLE SML,8,5.58547,44.68
118312,,F COTTON BUD BLU 108T,12,7.21417,86.57
118313,,F COT BUDS BLUE 200T,20,12.53583,250.72
118314,,F COT BUDS PINK 50T,35,4.11569,144.05
118315,,F COT BUDS PINK 108T,11,7.21438,79.36
118320,,FARLIN COT BUDS W 50T,32,4.28563,137.14
118321,,FARLIN COT BUDS W 108T,5,7.21438,36.07
118322,,FARLIN COT BUDS W 200T,7,12.53583,87.75
118333,,BBJOY STDRD R NIPL SM,4,4.53597,18.14
118334,,BABYJOY SIL NIPPLES X CUT,5,11.11986,55.6
118335,,BBJOY FB DEC COLLEC 4OZ,4,37.23258,148.93
118344,,JOY DWL LEMN 6+1/18.5ML,236,23.88393,"5,636.61"
118347,,FROOTEES SBERRY SC 10s,140,27.65604,"3,871.85"
118348,,REBISCO CRACKERS 10s,474,27.51808,"13,043.57"
118349,,DING DONG HS MIXED 20s,175,14.43691,"2,526.46"
118350,,185 WIRE BRUSH,3,20.08929,60.27
118352,,BF SALAD SW MATE 220ML,38,29.98954,"1,139.60"
118356,,ISLA WHT IOD SALT 1KL,178,7.0982,"1,263.48"
118386,,M LOLLY CHOCO 24s,48,17.41071,835.71
118387,,Z JIMBALL SBERRY 50s,41,15.17857,622.32
118388,,CHOKO 2X CHOC ST 50/2G,15,34.0763,511.14
118389,,H QCK CRMY BUTR BIS 20s,1,14.36833,14.37
118397,,EMI HHOLD MATCHES,63,7.97974,502.72
118405,,EB CKIES REG 130G,16,12.82883,205.26
118407,,JOY DWL LMN 6+1/45ML,21,54.42857,"1,143.00"
118409,,FUD BAR VAN JOLT 39G,43,38.16294,"1,641.01"
118411,,EGG O CKIES CHOCO 20s,140,14.87692,"2,082.77"
118462,,GEL RUBIE SS BLADES B5T1,2,28.28379,56.57
118478,,L 7 SARD TS GRN 155G,49,9.08045,444.94
118502,,PEST OFF FLY TRAP,28,1.89424,53.04
118504,,PO GLUE BRD RAT WB 2s,3,84.59846,253.8
118521,,LION T FLYCATCH PPR,34,11.09954,377.38
118545,,LUCKY 7 S TS CHILI 155G,5,8.02251,40.11
118551,,SEN TB ULTRA SNSTV,3,47.85714,143.57
118575,,KT COF CRMR 6/80G S5,5,83,415
118590,,TOMEE C BEAR MC 12s,34,9.44643,321.18
118591,,JOLY ICE CANDY 12s,371,8.03571,"2,981.25"
118592,,AR AF STD 30cmX8m,23,22.83319,525.16
118597,,SKINALL CREAM 10G,18,48.21429,867.86
118619,,302 HITOP PAIL 2 1/2G WO.C,13,38.50769,500.6
118628,,655 FUHO SPNHLDR,2,48.79,97.58
118632,,422 LAUNDRY STOOL,8,76.14375,609.15
118654,,J ICE CANDY No1 12s,380,8.03571,"3,053.57"
118671,,Z JIMBALL ORNG 50s,56,15.17857,850
118672,,PF CHUNKEE CB 350G,1,51.98568,51.99
118683,,EV SHD AAA 1212BP4,93,56.66851,"5,270.17"
118686,,BBFLO STACK MILK DISP,1,50.03837,50.04
118690,,O SPYR L SHAPED,2,31.99083,63.98
118700,,OISHI SPICY SFOOD 24G,896,3.28642,"2,944.63"
118701,,NELITA SPL MISUA W 20s,183,12.54616,"2,295.95"
118755,,130854 U ROPE No5,1,59.77667,59.78
118762,,JOY DWL AB 6+1/17ML,121,23.88393,"2,889.96"
118817,,CERES ISO 70P 100ML,1,18.75,18.75
118848,,ZEST O DALANDAN S 330ML,32,12.97426,415.18
118850,,R CHILI BBQ CCHPS 12/7G,618,8.66824,"5,356.97"
118859,,MARIKO S TS GRN 155G,753,7.87577,"5,930.45"
118860,,MARIKO S TS CHILI 155G,158,7.72637,"1,220.77"
118861,,MARIKO S TS GRN 425G,72,18.63044,"1,341.39"
118862,,HAKATA SARD GRN 155G,311,8.95745,"2,785.77"
118863,,HAKATA SARD TS CHILI 155G,49,8.4554,414.31
118864,,SALLENAS S TS GRN 155G,898,7.93433,"7,125.03"
118865,,SALLENAS S TS CHLI 155G,306,7.70653,"2,358.20"
118866,,Z JIMBALL MNTHL 50s,39,15.17857,591.96
118878,,N YAKISOBA C SBEEF 77G,10,15.5966,155.97
118880,,NIS YAKI CM S CHKN 52G,33,11.60782,383.06
118881,,NISSIN R SEAFOODS 55G,100,4.95053,495.05
118882,,NISSIN RAMEN BEEF 55G,66,4.82733,318.6
118886,,HUNTS BKD BEANS 230G,193,18.3012,"3,532.13"
118890,,KEL COCO POPS 220G,5,61.45322,307.27
118897,,SPRINGMAID TB 8178,4,6.03668,24.15
118900,,Z JIMBALL MELON 50s,22,15.17857,333.93
118907,,Q OATS VITA CHOCO 29G,72,8.10995,583.92
118935,,KLNX FT LIT EXP 2P 40P,8,10.53761,84.3
118940,,HEINEKN LB SC 330ML,32,58.0491,"1,857.57"
118960,,SALLENAS S TS WC 425G,32,19.0325,609.04
118997,,FUNGISOL 4ML,46,132.14286,"6,078.57"
119012,,MS OYSTER SCE 30G,"6,418",5.18154,"33,255.12"
119013,,MS OYSTER SCE 765G,42,145.92857,"6,129.00"
119014,,MS BBQ MARINADE 680ML,8,59.96947,479.76
119016,,MS OYSTER SCE 405G,52,49.95662,"2,597.74"
119018,,MS OYSTER SCE 156G,57,24.30796,"1,385.55"
119019,,MS BBQ MARINADE 150ML,4,25.02943,100.12
119032,,SUSAN BAKER CEYLON TEA 10s,8,14.84649,118.77
119033,,SB CEYLON TEA 100s,1,116.19531,116.2
119040,,PED DENTASTIX PPY 56G,89,39.59,"3,523.51"
119046,,CHAM B NAT CF 400G/390G,179,13.939,"2,495.08"
119059,,BACTIDOL 250ML,4,196.13077,784.52
119060,,BACTIDOL 500ML,2,352.85282,705.71
119121,,DR J ISO ALC 70P 250ML,1,20.49496,20.49
119196,,TM GGG REG 150G,2,23.98214,47.96
119203,,PRIDE LD ADF 60ML,46,8.92857,410.71
119229,,018 MYRTL F KEEPER,2,5.68,11.36
119293,,JBP MILK+RICE 25G,131,7.18124,940.74
119294,,JBP MILK+RICE 200G,1,38.1027,38.1
119307,,SB W MUSHROOM 400G,2,35.57602,71.15
119326,,MB PANG ADOBO 50G,6,15.0677,90.41
119333,,CLEANS UP AP RAG ORANGE,1,22.33566,22.34
119335,,SB HD SCRUB SPGE VP,30,49.43336,"1,483.00"
119336,,SB HD SCRUB PAD TP,7,37.30807,261.16
119339,,MB BBQ MARINADE 750ML,4,59.80772,239.23
119345,,MB PANG PALABOK 50G,1,15.12874,15.13
119349,,EJ ACTIVE ED PWDR 4G,150,3.32544,498.82
119375,,ARMOUR V SAU CHKN 4.6oz,1,27.55034,27.55
119389,,H FRESH SKIM MILK 1L,2,43.06792,86.14
119416,,PISCES P SARD M HOT 225G,2,48.89292,97.79
119417,,PISCES S SARD XHOT 225G,2,50.30201,100.6
119418,,PISCES S SARD M HOT 225G,3,51.10443,153.31
119419,,PISCES P SARD XHOT 225G,1,56.64893,56.65
119425,,WASHINGTON RICE 50KL,543,"1,031.60","560,159.65"
119427,,FT NDC GREEN 12oz,13,25.08086,326.05
119437,,COCO ASTD MCF 80s,6,57.14286,342.86
119466,,M PINA S SAUCE 385ML,10,7.96708,79.67
119481,,MARCA PINA S SAUCE 500ML,8,11.48306,91.86
119482,,MARCA PINA C VIN 385ML,4,7.42208,29.69
119483,,MARCA PINA S PUTI 385ML,4,7.46459,29.86
119495,,207 DP LOVE M HNGR BLUE 4s,3,28.17053,84.51
119502,,M02 H SHP A FRIZZ 200ML,2,128.57143,257.14
119503,,PRIDE DET PDR AB 1KL,24,59.10714,"1,418.57"
119527,,M Y SAN B COOKIES 800G,23,115.73107,"2,661.81"
119538,,TOP GEL ORGE PAPYA 145G,369,35.78141,"13,203.34"
119589,,JER SKIN LIGHT 200ML,5,131.16232,655.81
119661,,CELL 6X12 02 EXCEL,91,38.77196,"3,528.25"
119673,,STAR MARG CLSC TP 30G,209,5.75893,"1,203.62"
119680,,BOYLEN SPAGHETTI BOX 10s,56,14.46161,809.85
119702,,NELITA CBEEF 220G,277,26.29479,"7,283.66"
119724,,OR DEO BBERRY WH 100G,3,22.13306,66.4
119760,,H FEST AP FLOUR 1KL,356,24.54526,"8,738.11"
119783,,CDC KN HS 150G,36,23.4375,843.75
119784,,CEL DSH MW 250ML,1,131.21429,131.21
119786,,CEL DS BM MLK 250ML,3,154.5,463.5
119787,,AR PWDR FGB 70G,"1,187",9.66964,"11,477.86"
119798,,APOLLO M ACID 500ML,46,32.09081,"1,476.18"
119799,,APOLLO M ACID 1L,24,47.5201,"1,140.48"
119800,,RHEA AP-AP SOL 15ML,4,11.57991,46.32
119808,,ALBATROSS RND SAMBA 50G,9,16.75741,150.82
119813,,LIP YEL L BLK TEA 50/2G,23,120.61215,"2,774.08"
119820,,NISSIN CUP S SEAFOOD 60G,56,16.13131,903.35
119850,,HOMI MAMI HOT BF 55G,400,4.13185,"1,652.74"
119876,,MORJON S GRN 155G,182,8.39543,"1,527.97"
119888,,M02 H CND A FRIZZ 200ML,2,160.71429,321.43
119896,,AR PWDR FGB 630G,32,84.42857,"2,701.71"
119925,,LP COLGN DREAM 75ML,5,27.43006,137.15
119927,,KLEENOL DWP LEMON 200G,96,14.02679,"1,346.57"
119928,,KLEENOL DWP LEMON 400G,52,25.07143,"1,303.71"
119936,,LP SS COL RAIN 50ML,7,20.04126,140.29
119937,,LP SS COL RAIN 75ML,4,27.6348,110.54
119938,,LP SS COL RAIN 125ML,4,39.03004,156.12
119943,,LP COL ICE WATER 75ML,7,27.30159,191.11
119944,,LP COL ICE WATER 125ML,3,39.94975,119.85
119947,,POSH BRIL SHNE TRI 15ML,540,3.79464,"2,049.11"
119952,,KSTIX PANDAN REF 25s,70,18.20378,"1,274.26"
119967,,SM SWT BLEND TP 30G,148,5.75893,852.32
119968,,POSH COMP REP TRI 15ML,954,3.79464,"3,620.09"
119975,,AR PDR FGB 2010G,1,262.99107,262.99
119976,,PAM BDP XXXL 22s,7,300.63393,"2,104.44"
119980,,SFG DFBW PW 500ML,1,328.73214,328.73
120002,,ST JELLY W/NDC 3/30G,25,29.34662,733.67
120003,,ST GEL A SNCK ASSTD 130G,116,7.78812,903.42
120039,,FISH CRACKER,52,9.95155,517.48
120075,,ST SMARTY BAT POPS 180ML,101,3.69771,373.47
120107,,PBS 4M N RUSH 75ML,1,88.39286,88.39
120135,,SIMPLY CANOLA OIL 1L,25,92.99513,"2,324.88"
120171,,QUAKER INST OATS 33G,656,5.89709,"3,868.49"
120192,,EB COOKIES REG 10/15G,140,1.9116,267.62
120196,,DATU PUTI VINEGAR SACHET 20ML,36,0.70488,25.38
120220,,BIO GS CLNS 10+2/60G,23,131.25,"3,018.75"
120221,,BIO GS BLM 10+2/60G,13,125.89286,"1,636.61"
120229,,GOYA CHOCO BOL 7G,6,4.19643,25.18
120230,,G CHCO KRS FR1 10G,11,4.1875,46.06
120242,,ZAINE PEELING CRM 15G,1,178.57143,178.57
120246,,ZNE UNDERARM CRM 15G,1,133.92857,133.93
120251,,SWAN SARD CHILI 155G,612,7.90745,"4,839.36"
120252,,UNIPAK SAR TS GRN 155G,665,8.36227,"5,560.91"
120267,,ORCHID DEO OR R 50G,25,11.61595,290.4
120268,,ORCHID DEO OR R 100G,12,19.41981,233.04
120269,,ORC DEO ORGE WH 50G,4,9.50417,38.02
120270,,ORCHID DEO OR WH 100G,7,24.07533,168.53
120271,,ZIM SCOURNG PAD HD,25,17.19579,429.89
120283,,NELITA BLOAF 220G,419,15.03978,"6,301.67"
120292,,EQUAL CLSC SWTNR 100s,4,158.92961,635.72
120312,,MEGA SARD TS GRN 155G,"2,686",7.75686,"20,834.93"
120313,,MEGA SARD TS RED 155G,"1,142",7.79653,"8,903.64"
120328,,S GOOBER GRAPE STR12oz,1,112.27575,112.28
120332,,MCVITIES D MINIS 32.5G,51,6.91071,352.45
120340,,C OIL WINTERGREEN 55ML,6,12.86452,77.19
120352,,IPI OIL OF WGREEN 50ML,41,22.72731,931.82
120374,,F SPAGHETTI 400G,73,21.71715,"1,585.35"
120378,,NL SHELL MAC MED,4,16.25163,65.01
120385,,UFC CATSUP REG 1KG,288,33.85699,"9,750.81"
120426,,ASIA CITRIC ACID,100,24.495,"2,449.50"
120456,,POSH AD TRI 15ML,"1,395",3.79464,"5,293.52"
120459,,POSH AR VITALITY 15ML,519,3.79464,"1,969.42"
120462,,G LOVE COT BUDS C 200T,18,16.43457,295.82
120467,,MEGA SARD IN NO 155G,1,7.8625,7.86
120513,,SAP LONGKOW VERM 1KL,23,90.81127,"2,088.66"
120537,,POSH VIB COL 15ML,477,3.79464,"1,810.04"
120538,,POSH SH FG PK TRI 15ML,363,3.79464,"1,377.45"
120551,,MFLO ISOP NIP PH SML,1,5.55549,5.56
120553,,MFLO ISOP NIP PH LRG,3,5.57476,16.72
120565,,DURA BRITE NYLON SCRUC 80X100M,6,23.45582,140.73
120568,,DB S SPONGE MP 80X100MM,3,13.43658,40.31
120570,,DB BATHRM USE 80X100M,1,13.5575,13.56
120571,,DB S SPONGE MP 100X150M,2,18.80143,37.6
120605,,SAGO WHITE BIG,40,5.98179,239.27
120609,,MSB BRMS COL BAGA,63,20.52228,"1,292.90"
120617,,FAM SP BBQ EOC 155G,3,12.39197,37.18
120621,,W DRY OCN FISH 480G,18,53.57477,964.35
120664,,LIST FRSH BURST 500ML,6,201.56063,"1,209.36"
120671,,ROYAL TAWAS JAR 40G,1,3.99352,3.99
120674,,SWAN SARD GREEN 155G,"3,464",9.19643,"31,856.43"
120678,,LP SSC RSH SP 75ML,2,60.54464,121.09
120679,,LP SSC BN SPR 75ML,5,60.54464,302.72
120729,,PHIL D MANGO BALLS 100G,8,21.82537,174.6
120776,,1263 ORIENTAL CASSEROLE SML,4,27.23167,108.93
120816,,POSH AHF TRI 15ML,513,3.79464,"1,946.65"
120850,,LASAP VETSIN 5.9G,18,11.99105,215.84
120851,,LASAP VETSIN 2.9G,39,45.72458,"1,783.26"
120854,,LASAP VETSIN 100/100G,77,11.68163,899.49
120855,,LASAP VETSIN 40/250G,22,15.11427,332.51
120856,,LASAP VETSIN 20/500G,18,37.0671,667.21
120857,,LASAP VETSIN 10/1KL,6,63.6762,382.06
120867,,LASAP MENUDO MIX 30G,8,13.3482,106.79
120869,,L KARE KARE MIX 75G,8,8.81,70.48
120870,,L ADOBO MIX 35G,17,7.12,121.04
120873,,LASAP PALABOK MIX 60G,26,13.32667,346.49
120876,,L BBQ MARNDE MIX 50G,52,10.04,522.08
120877,,LASAP S TAMARIND M 40G,5,8.99028,44.95
120879,,LASAP TOCINO MIX 75G,35,11.0675,387.36
121039,,HEREFORD C HAM 454G,7,169.6425,"1,187.50"
121136,,OLYMPIC AF RF 5m,16,13.39286,214.29
121202,,MASTER FC WHTNG 70ML,6,21.20903,127.25
121203,,MASTER FC WHTNG 135ML,9,31.7289,285.56
121204,,MASTER FC WHTNG 225ML,2,44.6677,89.34
121216,,FEMME BT 2P 300sht 1r,88,4.89719,430.95
121217,,FEMME BT 2PLY 4s/300SHT,24,19.69631,472.71
121218,,FEMME BT 2P 300sht 9r,10,48.66465,486.65
121219,,FEMME BT 2PLY 12s/300SHT,5,68.63819,343.19
121248,,JNJ MILKY KNOTS 28G,444,3.89617,"1,729.90"
121252,,PAYLESS PC KAL 130G,722,9.19179,"6,636.47"
121253,,PL PC CMNSI 130G,298,9.23209,"2,751.16"
