ALTURAS MAIN,,,,,,,
INVENTORY VALUATION REPORT,,,,,,,
"AS OF DECEMBER 31, 2021",,,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST ,
146711,,1892 23 KEYCHAIN BUTTERFLY,PCS,2,7.6625,15.325,
146714,,2132 60 KEY CHAIN,PCS,2,6.4,12.8,
146728,,T2045 DANDELION BOWL 4.5inches,PCS,1,23.91071,23.91071,
146746,,JUNGLE BITES PEANUT BUTTER 14/20s,PACK,57,15.40179,877.90203,
146753,,1st PHARMA IPA W/MOIST 70P GRN TEA 8x1893ML,PCS,8,242.93304,"1,943.46",
146775,,SUPER Q PANCIT PALABOK 24x227G,PACK,-1,15.11161,-15.11161,
146776,,MILO TWIN PACK ACTIVE GO WINNER 32x8x48G,PCS,"4,526.00",10.07145,"45,583.38",
146778,,NESTLE FORTIFIED MILK RTD 12x1L,PCS,-5,55.80335,-279.01675,
146786,,MAGGI MAGIC SARAP AIO SEASONING 28+2/8G,PACK,449,71.72321,"32,203.72",
146788,,MAGGI SAVOR CALAMANSI 12x2/130ML Sv10,PACK,166,55.12582,"9,150.89",
146796,,ROYAL SPAG SAUCE 4 CHEESE PARTY PCK 8x2/1.8KG,PACK,1,80.28125,80.28125,
146802,,HAPPY FESTIVAL TABLEYA 100G,PACK,4,12.05357,48.21428,
146809,,EARTH AIR CON CLEANER 12x420ML,PCS,51,229.08408,"11,683.29",
146810,,NATUCAIR FABRIC SPRAY BLOSSOM 12x400ML,PCS,20,157.5,"3,150.00",
146812,,P0923G MEDECINE KIT,PCS,2,32.59,65.18,
146813,,NATUCAIR FAB SPRAY RELAXING PURPLE 12x400ML,PCS,20,157.5,"3,150.00",
146814,,ISLAND SKY TABLEYA 100G,PACK,-4,15.625,-62.5,
146816,,NATUCAIR FAB SPRAY SPARKLING YELLOW 12x400ML,PCS,33,157.5,"5,197.50",
146820,,ISLAND SKY TABLEYA 150G,PACK,-1,21.65179,-21.65179,
146822,,CLAMPS 3T 17456 MINI HAND NEON,PCS,-2,1.33929,-2.67858,
146827,,THE BAR FRUITY MIX PINK GRAPEFRUIT 12x700ML,BOT,123,73.3631,"9,023.66",
146828,,DALAREICH TABLEYA 65G,PACK,2,41.29467,82.58934,
146829,,THE BAR FRUITY MIX GREEN GRAPE 12x700ML,BOT,46,73.3631,"3,374.70",
146830,,DALAREICH TABLEYA 150G,PACK,-1,98.214,-98.214,
146833,,FINE FABRIC LAUNDRY LIQ DET 4x1GAL,GAL,4,134.07143,536.28572,
146834,,611 SQUARE PLANT POT WHITE,PCS,128,28.83063,"3,690.32",
146839,,611 SQUARE PLANT POT SMALL PASTEL,PCS,52,1.33923,69.63996,
146842,,618 ROUND PLANT POT XL COLORED,PCS,-3,91.732,-275.196,
146843,,618 ROUND PLANT POT XL WHITE,PCS,4,96.10667,384.42668,
146844,,623 PLANT POT WAVE SMALL PASTEL,PCS,1,4.68748,4.68748,
146846,,671 PLANT POT CURVY SMALL WHITE,PCS,26,5.35692,139.27992,
146849,,BIRTHDAY CANDLE No0,PCS,-1,8.92857,-8.92857,
146850,,LGC EARRING TAG GANEE,PAIR,-1,7.58929,-7.58929,
146856,,NICA CORN GRITS No12 35KG,SACK,-13,"1,370.00","-17,810.00",
146857,,NICA CORN GRITS No14 35KG,SACK,5,"1,370.00","6,850.00",
146865,,TIDE PWDR INSTABRITE CLEAN n BRIGHT 12x1.41KG,PACK,12,2.00893,24.10716,
146867,,TIDE PWDR INSTABRITE CLEAN n BRIGHT 24x680G,PACK,66,107.94568,"7,124.41",
146868,,TIDE PWDR INSTABRITE CLEAN n BRIGHT 216x84G,PCS,433,12.05356,"5,219.19",
146869,,TIDE PWDR INSTABRITE FRESH n BRIGHT 6x2.01KG,PACK,12,342.97,"4,115.64",
146877,,TIDE PWDR INSTABRITE FRESH n BRIGHT 12x1.32KG,PACK,12,222.59152,"2,671.10",
146886,,TIDE PWDR INSTABRITE FRESH n BRIGHT 216x78G,PCS,460,12.10229,"5,567.05",
146896,,BREEZE POWDER ANTIBACTERIAL 24x630G,PACK,72,74.891,"5,392.15",
146899,,BREEZE LIQUID FRONTLOAD PH 108x60ML,PCS,287,8.66964,"2,488.19",
146902,,CAL CHEESE CHEESE CHOCO 60x35G,PCS,-26,4.46607,-116.11782,
146904,,CAL CHEESE CHEESE CHOCO 60x53.5G,PACK,42,7.71414,323.99388,
146918,,D MAE COTTON DOORMAT RECT PRINTED,PCS,2,26.23214,52.46428,
146924,,RIGHT CHOICE TRIAL SIZE 144s,PCS,286,8.08259,"2,311.62",
146925,,RIGHT CHOICE 2N1 ECONOMY SIZE 144s,PCS,144,20.07366,"2,890.61",
146926,,SUPER TIBAY TRIAL SIZE 144s,PCS,202,9.22098,"1,862.64",
146927,,SUPER TIBAY 2N1 WFOAM ECO TWIN PCK 72s,PCS,164,44.77679,"7,343.39",
146928,,SUPER TIBAY 2N1 WFOAM ECONOMY SIZE 144s,PCS,-43,22.95759,-987.17637,
146929,,SUPER TIBAY 2N1 WFOAM REG 72s,PCS,94,44.77679,"4,209.02",
146930,,SUPER TIBAY 2N1 BUDGET PACK 144s,PCS,80,13.8125,"1,105.00",
146931,,SUPER TIBAY SCOURING PAD REG 144s,PCS,274,17,"4,658.00",
146932,,SUPER TIBAY SUPER HD STRIPPING PAD BLACK 144s,PCS,144,26.44866,"3,808.61",
146933,,SUPER TIBAY BUNOT SCRUBBING PAD 60s,PCS,84,47.43304,"3,984.38",
146934,,SUPER TIBAY BATHROOM SCRUBBER 100s,PCS,98,34.11384,"3,343.16",
146960,,VENUS FAST DYE GARNET 6/20/48/2G,PCS,431,1.56251,673.44181,
146962,,515 RAINCOAT,PCS,40,168.48214,"6,739.29",
146963,,20 RAINCOAT,PCS,80,80.14286,"6,411.43",
146964,,33 RAINCOAT,PCS,40,150.26786,"6,010.71",
146968,,623 S108 ICE CREAM,CARD,1,123.02688,123.02688,
146983,,MIRAMAR MINTYS SINGLE 30/50s,PACK,11,15.98333,175.81663,
146986,,HOLY CANDLE RING TYPE BIG YEL W/GLASS 30s,PCS,1,85.71429,85.71429,
146989,,CLASSIC FESTIVAL KAONG GREEN 12/24oz,PCS,34,79.21205,"2,693.21",
146990,,CLASSIC FESTIVAL KAONG RED 12/24oz,PCS,40,79.21205,"3,168.48",
146991,,CLASSIC FESTIVAL KAONG WHITE 12/24oz,PCS,40,79.21205,"3,168.48",
146992,,CLASSIC FESTIVAL NATA DE COCO GREEN 12/24oz,PCS,12,56.57292,678.87504,
146993,,CLASSIC FESTIVAL NATA DE COCO RED 12/24oz,PCS,15,56.57292,848.5938,
146994,,CLASSIC FESTIVAL NATA DE COCO WHITE 12/24oz,PCS,9,56.57292,509.15628,
146996,,S 003A KAIBIGAN PLASTIC SPRAYER STRAIGHT TYPE,PCS,1,44.17857,44.17857,
146997,,S 001A KAIBIGAN PLASTIC SPRAYER BALL TYPE,PCS,-1,44.17857,-44.17857,
146998,,1016 B KAIBIGAN NYLON TOILET BRUSH PVC HDL,PCS,-1,110.44643,-110.44643,
147001,,B 1007 MELAMINE DIVIDE PLATE,PCS,1,26.33921,26.33921,
147003,,BELO BEAUTY DEO B1T1 24x2/40ML,PACK,11,73.46094,808.07034,
147006,,BELO INTENSE WHITE DEO R ON B1T1 24x2/40ML,PACK,-27,76.96763,"-2,078.13",
147019,,555 BEEF LOAF 48/150G,CAN,1,11.30357,11.30357,
147040,,GIFT SET P30.30,SET,7,27.05361,189.37527,
147042,,GIFT SET P52.25,SET,10,39.59857,395.9857,
147053,,DOWNY SUNRISE FRESH REF 24x360ML,PACK,7,54.43,381.01,
147067,,AP MIXED NUT W/POP BEANS 180G,PACK,23,41.07143,944.64289,
147091,,ERASE KOJIC SAN SAKURA WHITENING SOAP 72x135G,PCS,1,45.99864,45.99864,
147092,,ERASE KOJIC SAN SAKURA WHITENING SOAP 72x90G,PCS,9,38.06783,342.61047,
147093,,ERASE KOJIC SAN SAKURA WHITENING SOAP 144x45G,PCS,5,17.85001,89.25005,
147095,,ERASE ORGNC GRN TRPL ACTN DTX FC TNR 72x100ML,PCS,5,45.99876,229.9938,
147096,,ERASE KERATIN SHP W/ARGAN OIL 432x25G,PCS,445,4.36607,"1,942.90",
147097,,ERASE KERATIN DP CND THRPY W/ARGN OIL 432x25G,PCS,"1,190.00",4.36607,"5,195.62",
147124,,1001 L KAIBIGAN SHOE BRUSH LARGE,PCS,52,48.59821,"2,527.11",
147143,,BERTOLLI CLASSIC OLIVE OIL 6/1L,PCS,6,470.385,"2,822.31",
147170,,RENUZIT ADJ WILDFLOWER DREAM 12x7oz,PCS,2,74.96333,149.92666,
147195,,205 ZOOEY 2N1 ZIPLOCK SET 2s,SET,5,63.73214,318.6607,
147196,,395 ZOOEY CUTTLERY HOLDER WITH DRAINER,PCS,1,100.97321,100.97321,
147214,,CHUBBY CHEWY MILK 60/20s,PACK,9,14.56116,131.05044,
147215,,WILKINS DISTILLED WATER 24/500ML,PCS,4,13.00176,52.00704,
147216,,HOLIDAY MEAT LOAF 48/360G,CAN,2,41.32143,82.64286,
147221,,675 EAGLE NYLON HANDBRUSH BIG,PCS,1,25.75,25.75,
147253,,MAX MALLOWS CHOCO XL 12x135G,PACK,144,20.61161,"2,968.07",
147266,,999 DP MULTI PURPOSE HANGER BLUE 4s,SET,31,78.25893,"2,426.03",
147268,,999 DP MULTIPURPOSE HANGER PINK 4s,SET,23,78.25893,"1,799.96",
147274,,CB4 SPAGHETTI MIX,SET,4,208.83932,835.35728,
147281,,BOSTIK RUGBY TF GLASS 45ML,PCS,72,15.76215,"1,134.87",
147298,,CB2 MAJA BLANCA,SET,3,270.89318,812.67954,
147300,,SUSAN BAKER CHINESE GREEN TEA 48/10s,BOX,49,31.11049,"1,524.41",
147326,,MENTOS EXTREME SPEARMINT 14/300s,PCS,-300,0.34821,-104.463,
147327,,LC MAYONNAISE 6/1KL,PCS,17,273.91518,"4,656.56",
147342,,BELO SUN EXPERT TINTED SNSCRN SPF50 24x10ML,PCS,9,119.04539,"1,071.41",
147343,,BELO ESSENTIAL SMOOTHENING SOAP 24x3/65G,PACK,43,55.40253,"2,382.31",
147344,,BELO KOJIC EXTRA MOISTURE 36x2/65G Sv15,PACK,383,85.91071,"32,903.80",
147345,,BELO KOJIC CLASSIC SOAP 24x2+1/65G,PACK,14,84.15588,"1,178.18",
147347,,GLAD OVEN WARE 9inchx12inch 6pck,PCS,4,267.615,"1,070.46",
147355,,SWEET DART PINES MILK CANDY 12s,PACK,7,8.68,60.76,
147356,,PGALERA M1 SPACEWALK SLIPPER ADULT SZ 10,PAIR,72,54.01786,"3,889.29",
147361,,FOF FRIED PEANUT RED BIG,PACK,5,13.9286,69.643,
147362,,FOF FRIED PEANUT WHITE LARGE,PACK,1,22.32,22.32,
147363,,FOF FRIED PEANUT WHITE JUMBO,PACK,2,36.8302,73.6604,
147388,,HIJACKER NARUTO YELLOW 100/12s,PACK,21,8.57143,180.00003,
147391,,LEWIS AND PEARL COLOGNE FANTASY 36/50ML,PCS,39,21.8316,851.4324,
147400,,SEM LIGHTS XL2060 PINK PURPLE 100L,PACK,-1,42.85682927,-42.85682927,
147404,,AP MIXED NUT WITH POP BEANS 90G,PACK,-24,22.23214,-533.57136,
147411,,MARGIE LAUREL LEAVES 50G,PACK,2,16.07141,32.14282,
147424,,RIO STYROFOR PAINT WHITE 30CC,PCS,-3,25,-75,
147432,,ARTAJO CHOCOLATE PEANUT LARGE,PCS,6,88.39286,530.35716,
147438,,PINKYS SALVARO 190G,PACK,2,33.26,66.52,
147449,,CLEENE FACIAL TISSUE TRAVEL PINK 100/75pulls,PACK,112,25.3125,"2,835.00",
147450,,CB8 FRUIT SALAD,SET,-5,102.23214,-511.1607,
147457,,1st PHARMA IPA W/MOIST 70P GUAVA 8x1893ML,PCS,8,242.93304,"1,943.46",
147458,,MAGIC FLAKES ONION AND CHIVES 40/10s,PACK,3,42.85725,128.57175,
147460,,FAMILYS CHOICE 3n1 COCOA 36x12+2/10G,PACK,72,31.33929,"2,256.43",
147467,,DOVE BAR SOAP GO FRESH COOL MOIST 4.25oz/4oz,PCS,-9,65,-585,
147470,,DONA ELENA PURE OLIVE OIL 12/1L,PCS,-2,373.82515,-747.6503,
147491,,DANES BLOCK WHOLE CHEESE 24x165G,PCS,57,36.72827,"2,093.51",
147492,,DANES BLOCK WHOLE CHEESE 12/450G,PCS,13,107.14286,"1,392.86",
147495,,LIPTON YELLOW TB BLK ENV ID FS SIP2 12x100/2G,PCS,-210,2.69661,-566.2881,
147497,,F6616 KITTY MANICURE SET,SET,8,44.84375,358.75,
147602,,POTATO STARCH 25KLS,KILO,100,89.28571,"8,928.57",
147615,,PGALERA M1 SPACEWALK SLIPPER ADULT SZ 11,PAIR,84,54.01786,"4,537.50",
147616,,PGALERA M3 SPACEWALK SLIPPER ADULT SZ 9,PAIR,84,54.01786,"4,537.50",
147625,,DOUBLE SHRIMP PANCIT CANTON 5/400G,PACK,1,52.79107,52.79107,
147628,,A AND W MANICURE SET,SET,3,45.5,136.5,
147632,,2132 53 KEY CHAIN 12s,PCS,12,3.34813,40.17756,
147633,,1892 19 KEY CHAIN 12s,PCS,13,4.76158,61.90054,
147634,,36337 69 BABY NECESITIES,SET,1,65.63,65.63,
147638,,785 DAIMARU WATER DIPPER SCRAP,PCS,5,9.84821,49.24105,
147639,,785 DAIMARU WATER DIPPER VIRGIN,PCS,73,15,"1,095.00",
147640,,RG 6804 KISS FLAT HAIR COMB,PCS,11,12.05364,132.59004,
147641,,MINI BROW CLASS CUTTING SCISSOR,PCS,9,32.145,289.305,
147649,,GLUTA WHITE AND FIRM SOAP 135G,PCS,11,59.59821,655.58031,
147650,,GLUTA WHITE AND FIRM LOTION 200ML,PCS,-1,186.83036,-186.83036,
147661,,GOLDEN PAGODA SPECIAL BIHON YELLOW 500G,PACK,320,29.73214,"9,514.28",
147666,,DAZZ DW LIQUID CALAMANSI 24/250ML,PCS,48,33.04576,"1,586.20",
147668,,DAZZ DW LIQUID LEMON 24/250ML,PCS,24,33.04576,793.09824,
147672,,ALASKA POWDERED FILLED MILK 30/300G,PACK,106,53.27679,"5,647.34",
147724,,LL013A CAN OPENER,PCS,-12,44.59821,-535.17852,
147726,,JIMMS 5 N 1 COFFEE MIX 30/20/21G,PCS,-41,0.01217,-0.49897,
147728,,JIMMS 5 N 1 COFFEE MIX 30/12/21G,BOX,147,88.60733,"13,025.28",
147747,,LION SCRUBBING PAD COLORED 100MMX140MM 150s,PCS,102,6.25,637.5,
147763,,MANICURE ACCESSORIES,SET,1,16.63,16.63,
147773,,CLASSIC ROYALE SALAD CUP WHITE 3.5oz 40/50s,PACK,-1,24.41964,-24.41964,
147788,,CLASSIC ROYALE KIKIAM TRAY WHITE 40/50s,PACK,42,16.78571,704.99982,
147790,,MULTIPLAST DISPOSABLE CUP WHITE 8oz 50s,PACK,94,43.97321,"4,133.48",
147796,,CARONIA REGULAR TAIHITI BROWN 15ML,PCS,15,30.83036,462.4554,
147802,,SUPERSTIX WAFER STICK SWEET CHEESE 12x330G,JAR,-1,43.76265,-43.76265,
147818,,SAFEGUARD BW PURE WHITE 12x400ML P109,PCS,3,105.17857,315.53571,
147820,,SAFEGUARD BW FLORAL PINK ALOE 12x400ML P109,PCS,3,123.41964,370.25892,
147826,,VITA COCO COCONUT WATER 12x330ML,PCS,10,32.36384,323.6384,
147828,,VITA COCO PINEAPPLE 12x330ML,PCS,-8,37.55357,-300.42856,
147839,,SAFEGUARD BW PURE WHITE 24x200ML P69,PCS,16,27.78571,444.57136,
147840,,SAFEGUARD BW FLORAL PINK ALOE 24x200ML P69,PCS,33,44.04464,"1,453.47",
147841,,SAFEGUARD BW LEMON FRESH 24x200ML P69,PCS,15,64.22321,963.34815,
147842,,SAFEGUARD SOAP LEMON FRESH 20x3/175G,PACK,29,132.38188,"3,839.07",
147846,,ARIEL LIQUID W/DOWNY PASSION 3x2.4KG,PACK,3,339.20744,"1,017.62",
147847,,WHISPER COTTONY SOFT REG WING 48x8s P29,PACK,1,32.23208,32.23208,
147892,,WHISPER SUPER CLN n DRY RF WING 48x8s P29,PACK,9,159.15179,"1,432.37",
147898,,SWEET DART NESTER CHOCOLATE CANDY 12s,PACK,-12,8.68,-104.16,
147905,,MEGA PRIME FRUIT COCKTAIL ELS EOC 24x822G,CAN,27,62.21429,"1,679.79",
147915,,CLASSIC ROYALE SALAD CUP TRANS 3.5oz 40/50s,PACK,1,21.07143,21.07143,
147941,,GOYA BAR MILK CHOCOLATE 18x24x35G,PCS,177,14.33906,"2,538.01",
147945,,ROSE NELITA SPECIAL MISUA YELLOW 80/12s,PACK,-3,8.89286,-26.67858,
147952,,L 530 LOTUS TOOTHBRUSH 48x12s,PCS,576,10.71429,"6,171.43",
147957,,KOKOLA CHOCOLATE BARKADA 10x10x56G,PACK,38,6.41688,243.84144,
147958,,KOKOLA STRAWBERRY BARKADA 10x10x56G,PACK,1,6.41688,6.41688,
147972,,A 2057 STORAGE BOX,PCS,1,80.14286,80.14286,
147975,,0216/6606 RICE SPOON,PCS,84,9.5625,803.25,
147976,,BW 0055 BABY WIPES,PCS,53,16.84821,892.95513,
148000,,CHU HOCK CLOCK No 731,PCS,-5,60.04464,-300.2232,
148001,,CHU HOCK COIN PURSE 65/12,PCS,-5,7.36607,-36.83035,
148002,,CHU HOCK COIN PURSE 60/12,PCS,-1,6.69643,-6.69643,
148004,,N 0818W MIAO REN NAIL CUTTER 12s,PCS,12,8.92857,107.14284,
148009,,N 0819CK NAIL CUTTER 12s,PCS,-93,5.58036,-518.97348,
148011,,N 0818CK MIAO REN NAIL CUTTER 12s,PCS,30,9.3006,279.018,
148015,,MEGA PRIME TROPICAL FRUIT COCKTAIL 6x3.0KG,CAN,55,201.39286,"11,076.61",
148031,,TIDE PC PWDR ORIGINAL SCENT 16x4+2/55G,PACK,4,45,180,
148063,,SUMMIT NATURAL SPRING WATER 4x5+1/500ML,PACK,35,38.30223,"1,340.58",
148085,,PGALERA M3 SPACEWALK SLIPPER ADULT SZ 10,PAIR,96,54.01786,"5,185.71",
148086,,PGALERA M3 SPACEWALK SLIPPER ADULT SZ 11,PAIR,36,54.01786,"1,944.64",
148098,,QUICKTIE TRASH BAG BLACK 37X40 XXL 20/10s,PACK,-4,98.48214,-393.92856,
148109,,GOYA RAISINS MILK CHOCOLATE 18/24/38G,PCS,936,14.33906,"13,421.36",
148114,,J 200 JIGO WATER DIPPER CLASS A,PCS,1,22.10714,22.10714,
148115,,J 210 A JIGO BASIN CLASS A,PCS,-1,18.34821,-18.34821,
148163,,SWALLOW SHP HAIR STRAIGHT HONEY 36/100ML,PCS,14,42.66071,597.24994,
148165,,MONEA POWER DOSE HAIR REPAIR 16/250G,PCS,11,116.814,"1,284.95",
148167,,MONEA POWER DOSE HAIR COLR PRTCT 16/250G,PCS,7,116.8125,817.6875,
148168,,SWALLOW QR COAT SUPER SHINE 288/5ML,PCS,21,11.8125,248.0625,
148176,,FUNKY SPAGHETTI FLAVOR 100x23G,PCS,"2,975.00",4.26473,"12,687.57",
148188,,WALKER SLIPPER WX 918 SIZE 9,PAIR,1,29.96429,29.96429,
148241,,SWEET WORLD GUMMY FOREST ORANGE 50/24s,PACK,-1,14.46429,-14.46429,
148244,,SWEET WORLD SUGAR CTD STRAWBERRY 50/24s,PACK,-2,14.46429,-28.92858,
148272,,CANNON/TRIDENT NO49 ASSORTED 10/100MT,PCS,7,4.7855,33.4985,
148289,,WALKER SLIPPER WX 918 SIZE 9.5,PAIR,1,20.41071,20.41071,
148290,,WALKER SLIPPER WX 918 SIZE 8.5,PAIR,11,25.67333,282.40663,
148307,,3X A DAY TOOTHBRUSH RADIANCE,PCS,2,16.01,32.02,
148308,,3X A DAY TOOTHBRUSH RESPONSE,PCS,50,8.93,446.5,
148309,,3X A DAY TOOTHBRUSH VIRTUE,PCS,56,8.93,500.08,
148310,,3X A DAY TOOTHBRUSH SPORTIV,PCS,64,16.00891,"1,024.57",
148312,,FLAWLESSLY U WHTSOAP PPYA CALMNSI 144x65G,PCS,"1,729.00",11.44959,"19,796.34",
148313,,FLAWLESSLY U WHTSOAP PPYA CALMNSI 96x90G,PCS,150,21.70182,"3,255.27",
148314,,FLAWLESSLY U WHTSOAP PPYA CALMNSI 72x125G,PCS,164,25.89261,"4,246.39",
148315,,FLAWLESSLY U WHTSOAP GRN PPYA CALMNSI 144x65G,PCS,1,9.84821,9.84821,
148317,,FLAWLESSLY U WHTSOAP GRN PPYA CALMNSI 72x125G,PCS,57,28.51401,"1,625.30",
148337,,CAMOTE FLOUR 25KLS,BAG,18,"1,607.14","28,928.57",
148338,,ELLIPS COLOGNE SECRET GARDEN 36/65ML,PCS,41,47.00893,"1,927.37",
148339,,ELLIPS COLOGNE SWEET MYSTIQUE 36/105ML,PCS,2,61.47321,122.94642,
148351,,CLASSIC PETALS SALAD CUP WHITE 3.5oz 40/50s,PACK,16,24.41964,390.71424,
148359,,CHRISTMAS BASKET PROMO B,SET,2,500,"1,000.00",
148365,,MYRA FRESH GLOW FW W/HANGER 9+3/10ML,SET,6,104.847,629.082,
148366,,MYRA SMOOTH GLOW FW W/HANGER 9+3/10ML,SET,2,104.849,209.698,
148371,,SWISH PEPPERMINT BS 10ML+MW 60ML 10set,BOX,3,86.8125,260.4375,
148378,,EMPEROR BAKING SODA 24x220G,BOX,76,19.60603,"1,490.06",
148379,,EMPEROR BAKING SODA 12x450G,BOX,42,34.0439,"1,429.84",
148381,,NESCAFE ORIGINAL TWIN PACK 200x56G,PCS,"7,261.00",8.92435,"64,799.71",
148384,,FUNDADOR LIGHT 5+1/700ML,CTN,5,"1,059.85","5,299.24",
148385,,FUNDADOR DOUBLE LIGHT 5+1/700ML,CTN,6,"1,059.85","6,359.09",
148386,,SPEED BABAD PDR PWR WHTNR 32x6/55G wf CUT BAR,PACK,3,25.20536,75.61608,
148387,,A424 CULINARY TOOLS,SET,5,144.19636,720.9818,
148388,,SPEED BABAD PDR FRSH ROSES 32x6/55G wf C BAR,PACK,21,25.20536,529.31256,
148389,,SPEED DET PDR FC KALAMANSI 32x6/55G wf C BAR,PACK,-28,12.5,-350,
148391,,SPEED DET PDR FC SNFLWR BURST 32x6/55G wf C BAR,PACK,34,76.33938,"2,595.54",
148392,,VINN DWL KALAMANSI 18x750ML,PCS,-2,54.08036,-108.16072,
148394,,MSB HERBS n SPICES AZUCENAS IMPORTED 25G,PACK,29,8.48214,245.98206,
148396,,YG 10 DECORATING TOOLS,SET,1,72.09667,72.09667,
148398,,MSB HERBS n SPICES PAMINTA SEEDS 25G,PACK,"3,929.00",11.60714,"45,604.45",
148399,,MSB HERBS n SPICES WHITE PEPPER POWDER 25G,PACK,41,11.16067,457.58747,
148400,,MSB HERBS n SPICES BLACK PEPPER POWDER 25G,PACK,"1,568.00",11.16071,"17,499.99",
148402,,MSB HERBS n SPICES LAUREL PANAKOT 25G,PACK,844,8.03571,"6,782.14",
148403,,MSB HERBS n SPICES SANGKE 25G,PACK,41,14.28571,585.71411,
148405,,MSB HERBS n SPICES FRAGUE POWDER 100G,PACK,561,3.125,"1,753.13",
148407,,VINN DWL APPLE 18x750ML,PCS,6,54.08036,324.48216,
148408,,VINN DWL KALAMANSI PET BOT 18x1000ML,PCS,-1,14.50889,-14.50889,
148410,,MSB HERBS n SPICES LAUREL PANAKOT 50G,PACK,225,16.07143,"3,616.07",
148411,,MSB HERBS n SPICES PAMINTA SEEDS 100G,PACK,"1,244.00",46.42857,"57,757.14",
148412,,MSB HERBS n SPICES SANGKE 50G,PACK,130,44.64286,"5,803.57",
148414,,MSB HERBS n SPICES YEAST 50G,PACK,"1,942.00",12.05357,"23,408.03",
148415,,MSB HERBS n SPICES FRAGUE POWDER 250G,PACK,6,7.14286,42.85716,
148416,,MSB HERBS n SPICES PAMINTA SEEDS 50G,PACK,"2,717.00",23.21429,"63,073.23",
148418,,MSB HERBS n SPICES WHITE PEPPER POWDER 50G,PACK,2,20.53567,41.07134,
148420,,MSB HERBS n SPICES YEAST 100G,PACK,"1,000.00",24.10714,"24,107.14",
148421,,MSB HERBS n SPICES CAMOTE FLOUR 250G,PACK,78,20.08929,"1,566.96",
148422,,112 FLUFFY MOULD,SET,4,72.545,290.18,
148423,,MSB HERBS n SPICES CASSAVA STARCH 250G,PACK,3,10.9375,32.8125,
148424,,MSB HERBS n SPICES CHEESE POWDER 100G,PACK,474,22.32143,"10,580.36",
148425,,MSB HERBS n SPICES COCOA POWDER 250G,PACK,21,15.08929,316.87509,
148426,,MSB HERBS n SPICES CORNSTARCH 250G,PACK,-24,8.48214,-203.57136,
148427,,MSB HERBS n SPICES DESSICATED COCONUT 250G,PACK,103,30.80357,"3,172.77",
148428,,VINN DWL KALAMANSI PET BOT 24x330ML,PCS,1,7.36625,7.36625,
148431,,MSB HERBS n SPICES CAMOTE FLOUR 500G,PACK,48,39.28571,"1,885.71",
148432,,MSB HERBS n SPICES CASSAVA STARCH 500G,PACK,4,21.42857,85.71428,
148433,,MSB HERBS n SPICES CHEESE POWDER 200G,PACK,63,43.75,"2,756.25",
148436,,YELLOW TAIL CABERNET SAUVIGNON 24x187ML,BOT,-46,105.58036,"-4,856.70",
148439,,MSB HERBS n SPICES COCOA POWDER 500G,PACK,40,30.17857,"1,207.14",
148440,,9921 CHILDRENS WALLET,PCS,-1,20.53571,-20.53571,
148441,,MSB HERBS n SPICES CORNSTARCH 500G,PACK,4,16.07143,64.28572,
148442,,MSB HERBS n SPICES DESSICATED COCONUT 500G,PACK,78,61.16071,"4,770.54",
148443,,MSB HERBS n SPICES ASUETE SEEDS 50G,PACK,181,7.14286,"1,292.86",
148444,,MSB HERBS n SPICES ASUETE SEEDS 100G,PACK,53,13.39286,709.82158,
148445,,MSB HERBS n SPICES AZUCENAS IMPORTED 50G,PACK,-5,16.96429,-84.82145,
148447,,MSB HERBS n SPICES AZUCENAS IMPORTED 100G,PACK,22,33.92856,746.42832,
148448,,MSB HERBS n SPICES BAKING SODA 250G,PACK,7,9.375,65.625,
148452,,MSB HERBS n SPICES BAKING SODA 500G,PACK,8,17.85714,142.85712,
148453,,MSB HERBS n SPICES BLACK PEPPER POWDER 50G,PACK,434,20.53571,"8,912.50",
148463,,MSB HERBS n SPICES BLACK PEPPER POWDER 100G,PACK,213,40.17857,"8,558.04",
148464,,MSB HERBS n SPICES BLACK PEPPER POWDER 250G,PACK,1,107.14286,107.14286,
148466,,MSB HERBS n SPICES CALUMET BAKING 100G,PACK,758,13.39286,"10,151.79",
148468,,MSB HERBS n SPICES CALUMET BAKING 250G,PACK,13,30.35714,394.64282,
148472,,112 TAIRA SET 2s,SET,-4,50,-200,
148475,,BABYZONE FACE SHIELD,PCS,"1,983.00",5.1875,"10,286.81",
148476,,BODY LUXURIES HS RUNNING WATERS 48x29ML,PCS,74,33.75,"2,497.50",
148478,,BODY LUXURIES HS BLACK VANILLA 48x29ML,PCS,50,33.75,"1,687.50",
148479,,BODY LUXURIES HS MANGO MANDARIN TUTTI 48x29ML,PCS,51,33.75,"1,721.25",
148486,,MOBY CHOCO DRINK RTD 24/250ML,PCS,2,14.76583,29.53166,
148487,,MOBY CHOCO DRINK RTD TWA 10/110ML,PCS,-41,8.838,-362.358,
148493,,BODY LUXURIES HS MOONLIGHT SHADOW 48x29ML,PCS,31,33.75,"1,046.25",
148494,,YFB474 BIRTHSTONE EARRING COLORED 12s,CARD,-2,22.91964,-45.83928,
148495,,BODY LUXURIES HS BERRY VANILLA 48x29ML,PCS,85,33.75,"2,868.75",
148497,,DEAR BODY HS LIFE AMOUR 48x29ML,PCS,42,33.75,"1,417.50",
