ALTURAS MAIN,,,,,,,
INVENTORY VALUATION REPORT,,,,,,,
"AS OF DECEMBER 31, 2021",,,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST ,
634632,,GOLDEN FIESTA BIG CRUNCH BRDNG MIX 72x60G,PACK,47,11.30949,531.54603,
634633,,NISSIN BREAD STIX HONEY 10x10/20G,PACK,-2,7.36607,-14.73214,
634671,,JUNNA WIL SUPER GUN NOVEL STYLE,PCS,-1,17.85,-17.85,
634679,,ELIJAH MINERAL OIL 288x25ML,PCS,290,9.28571,"2,692.86",
634680,,MEGAPLAS LINIMENT OIL REG 288x25ML,PCS,196,19.64286,"3,850.00",
634681,,EAGLE TOILET BOWL CLEANER 36x500ML,PCS,35,42.85714,"1,500.00",
634682,,DUREX CONDOMS EXTRA SAFE 24x3s,BOX,14,100.04464,"1,400.62",
634683,,DUREX CONDOMS FETHERLITE 24x3s,BOX,1,71.88375,71.88375,
634684,,DUREX CONDOMS PERFORMA 24x3s,BOX,23,92.63393,"2,130.58",
634685,,DUREX CONDOMS PLEASUREMAX 24x3s,BOX,24,97.83036,"2,347.93",
634687,,DUREX CONDOMS TINGLE 24x3s,BOX,1,77.81,77.81,
634688,,DUREX CONDOMS FETHERLITE ULTIMA 24x3s,BOX,24,92.63393,"2,223.21",
634690,,DUREX CONDOMS FETHERLITE 12x12s,BOX,23,259.38393,"5,965.83",
634691,,DUREX CONDOMS PERFORMA 12x12s,BOX,19,307.55357,"5,843.52",
634694,,JAGNA CALAMAY CANISTER CLASSIC 340G,PCS,88,44.64286,"3,928.57",
634695,,JAGNA CALAMAY CANISTER PEANUT 340G,PCS,61,44.64286,"2,723.21",
634696,,JAGNA CALAMAY CANISTER UBE 340G,PCS,38,58.035,"2,205.33",
634699,,JAGNA CALAMAY BAGOL CLASSIC LARGE 600G,PCS,51,54.28571,"2,768.57",
634711,,CLOSE UP TP COOLING MINT 48x125G,PCS,129,66.75242,"8,611.06",
634712,,CLOSE UP TP COOLING MINT 144x2/10G,PCS,"1,218.00",5.38461,"6,558.45",
634714,,CLOSE UP TP SOOTHING MENTHOL 48x2/125G,PCS,3,93.14118,279.42354,
634727,,ELIJAH MINERAL OIL 144x60ML,PCS,165,12.85714,"2,121.43",
634728,,ELIJAH MINERAL OIL 288x30ML,PCS,517,10,"5,170.00",
634729,,ELIJAH MINERAL OIL 72x120ML,PCS,165,19.28571,"3,182.14",
634730,,MEGAPLAS LINIMENT OIL REG 72x100ML,PCS,25,39.24083,981.02075,
634731,,EAGLE TOILET BOWL CLEANER 6x1GAL,PCS,5,221.42857,"1,107.14",
634732,,EAGLE TOILET BOWL CLEANER 24x1L,PCS,45,67.85714,"3,053.57",
634735,,DOWNY FBEN MYSTIQUE+FREE TEXT 60x6/25ML,PACK,9,3,27,
634740,,BELTRAN DOORMAT SPECIAL BRAIDED XL,PCS,-3,41.38396,-124.15188,
634744,,BELTRAN DOORMAT OVAL PRINTED SMALL,PCS,1,22.99107,22.99107,
634747,,BELTRAN POT HOLDER ROUND PRINTED,PCS,2,11.955,23.91,
634748,,BELTRAN POT HOLDER SQUARE,PCS,100,11.9375,"1,193.75",
634750,,SHALDAN ANTI TOBACCO AS FRSH MINT 12x200ML,PCS,4,86.5,346,
634754,,MASTER CHEF SOLAR SALT 50KL,SACK,13,241.07143,"3,133.93",
634773,,KOKOLA KUKIS MOCHACHINO 12G,PCS,1,2.2,2.2,
634786,,VINO SPUMANTE EXTRA DRY PASSERINA 6x750ML,BOT,12,380.71444,"4,568.57",
634800,,RENAISSANCE TWIN MARIE 30x20s,PACK,30,24.83929,745.1787,
634803,,COMPANY J ORANGE JUICE 10x250ML,PCS,-1,6.25,-6.25,
634809,,LIFEBUOY HAND WASH MILD CARE 12x200ML,PCS,29,67.77944,"1,965.60",
634811,,LIFEBUOY HAND SANITIZER 12x235ML,PCS,4,143.04167,572.16668,
634894,,AXION KALAMANSI 190ML B1G1 at 50P off 20pk,PACK,46,44.60402,"2,051.78",
634895,,AXION LEMON 190ML B1G1 at 50P off 20pk,PACK,26,44.60402,"1,159.70",
634898,,FIESTA 3 CHEESE SPAGHETTIPID 1.7KG,PACK,25,90.98304,"2,274.58",
634911,,ARIEL PDR SUNRISE FRESH+FTEXT 16x6/48G,PACK,1,34.89,34.89,
634913,,FILPET PEANUT BUTTER W/COVER 230G,PCS,1,11.61,11.61,
634914,,FILPET PEANUT BUTTER W/COVER 340G,PCS,2,12.5,25,
634915,,FILPET PEANUT BUTTER W/COVER 500G,PCS,-1,13.39294,-13.39294,
634916,,FILPET PET JAR W/COVER 300G,PCS,2,15.17854,30.35708,
634918,,FILPET PET JAR W/COVER 400G,PCS,1,15.18,15.18,
634920,,FILPET ROUND JAR W/COVER 3.5L,PCS,1,58.03563,58.03563,
634929,,B 178 ISLAND PLASTIC CONTAINER PET,PCS,22,8.53571,187.78562,
635009,,ROGERS BURGER DRESSING 4x3.5L,PCS,6,164.73214,988.39284,
635010,,ROGERS BURGER DRESSING 8x1.8L,PCS,23,102.45536,"2,356.47",
635014,,LACTUM PLAIN 0 to 6 MONTHS 24x350G,BOX,377,162.2128,"61,154.23",
635015,,LACTUM PLAIN 6 to 12 MONTHS 24x350G,BOX,86,163.78311,"14,085.35",
635019,,SAFOCO EGG NOODLES THIN 20x500G,PCS,16,67.85714,"1,085.71",
635037,,UCC 3n1 CAFE LATTE 25x14G,PCS,-1,11.03667,-11.03667,
635063,,A 9004 MELAMINE PLATE SQUARE,PCS,25,9.92858,248.2145,
635068,,MAYO MARVEL AP DRESSING 4x1.8L,PCS,1,85.64333,85.64333,
635071,,FUN G ANTIBACTERIAL SOAP 20x12x40G,PCS,526,15.58929,"8,199.97",
635075,,SAFOCO RICE VERMICELLI 20x400G,PACK,2,64.46429,128.92858,
635076,,FOUR SEASON SHRIMP CHIPS 24x200G,PACK,1,32.65625,32.65625,
635086,,D121 DISPOSABLE PLASTIC GLOVES 100s,PACK,1,20.89,20.89,
635088,,D124 SUZHOU PLASTIC WRAP 100x20mtr,BOX,169,26.317,"4,447.57",
635089,,D125 SUZHOU PLASTIC WRAP 100x30mtr,BOX,-5,30.53565,-152.67825,
635120,,DURA BRITE LOOP COTTON MOP HH USE REFILL,PCS,3,72.21333,216.63999,
635121,,DURA BRITE LOOP COTTON MOP HD SET,SET,13,295.48214,"3,841.27",
635122,,DURA BRITE LOOP COTTON MOP HD REFILL SMALL,PCS,2,98.49167,196.98334,
635123,,DURA BRITE LOOP COTTON MOP HD REFILL MED,PCS,37,106.76786,"3,950.41",
635135,,1274 ARIX GOLD DELICATE NS SPONGE 2s,PACK,43,30.31244,"1,303.43",
635137,,504 ARIX NAT CELSE SPONGE W/NS SCRBR 2s,PACK,10,52.25,522.5,
635139,,123 ARIX MULTI SCRUB SCOURING PAD 3s,PACK,8,36.41071,291.28568,
635142,,1091 ARIX SYNTHETIC AP CHAMOIS 36x27cm,PCS,18,69.92857,"1,258.71",
635143,,777 ARIX DECO DBRD MAT IGEN FRSH TREATED,PCS,4,49.81267,199.25068,
635148,,SPARKLY DW LIQ LEMON 15x1000ML,PCS,19,25.41105,482.80995,
635150,,SPARKLY DW LIQ LEMON 10x1.5L,PCS,-20,35.75357,-715.0714,
635157,,TK02306 TEX STR MOP W/METAL HANDLE,PCS,13,237.5,"3,087.50",
635158,,TK029 REFILL STRIPPER,PCS,22,157.0625,"3,455.38",
635160,,TK6366806 MOPI COTTON MOP W/METAL HANDLE,PCS,-2,213.125,-426.25,
635163,,TK620 UNIV INDOOR/OUTDOOR BROOM REFILL,PCS,10,164.37571,"1,643.76",
635164,,TK00715 UNIVERSALE IN/OUT BRM W/EXT HNDL,PCS,-4,121.72,-486.88,
635165,,TK033 RIMEDIO SYNTH SPONGE SPOT REMOVER 2s,PACK,11,85.16091,936.77001,
635170,,TK651 NEW PRACTICO PUSH BRUSH REFILL,PCS,-3,140,-420,
635174,,TK068 SHOES TWIN BRUSH,PCS,-3,133.91,-401.73,
635178,,TK321 BOTTLE BRUSH,PCS,5,69.92857,349.64285,
635179,,TK323 DISH WASHING BRUSH,PCS,1,69.928,69.928,
635181,,TK082 PLASTIC COATED STEEL CLOTHES LNE 20MT,PCS,-1,97.34857,-97.34857,
635182,,TK744 REFILL CLOTH CITRUS ESSENCE 20s,PACK,16,95.456,"1,527.30",
635186,,186 NATURAL DEMAQUILLAGE CELL SPONGE OVAL 2s,PACK,3,47.66964,143.00892,
635187,,624 ESPUMA MASSAGE BATH SPONGE,PCS,-3,43.485,-130.455,
635191,,FRANZIE MAGIC PWDR OC NAT WHT 120x25G,PCS,7,6.42833,44.99831,
635192,,FRANZIE MAGIC PWDR OC COOL BLUE 120x25G,PCS,60,6.42857,385.7142,
635193,,FRANZIE MAGIC PWDR PRETTY PINK 120x25G,PCS,6,6.42875,38.5725,
635194,,FRANZIE GOOD HANDS HAND SNTZR 144x50ML,PCS,15,17.86,267.9,
635195,,FRANZIE SPORTS RCVRY MASSGE GEL 140x80G,PCS,1,25,25,
635196,,J 201 JIGO WATER DIPPER 1.3L CLASS A,PCS,6,19.22321,115.33926,
635197,,J 152 JIGO STOCKABLE TUMBLER,PCS,7,5.29417,37.05919,
635198,,J 437 RECTANGULAR PLATE,PCS,1,10.08929,10.08929,
635200,,J 439 RECTANGULAR PLATE,PCS,-12,15.4375,-185.25,
635216,,CHUMMIE SPICY CORN VINEGAR 10x10s,PACK,-1,16.072,-16.072,
635226,,OK PISDA CHOCOLATE 10x10s,PACK,1,13.2322,13.2322,
635229,,OK SIKAT CORN CHIPS CHEESE 20x12s,PACK,-1,8.92857,-8.92857,
635231,,OK CHEEP CHIPS CHICKEN BBQ 20x12s,PACK,5,7.63393,38.16965,
635236,,OK YUM SHOT CHEESE 10x10s,PACK,2,12.29911,24.59822,
635237,,OK YUM SHOT HOTDOG 10x10s,PACK,4,12.29911,49.19644,
635238,,OK YUM SHOT TOMATO 10x10s,PACK,-5,15.97857,-79.89285,
635239,,OK FRIED TWISTER CHEESE 10x10s,PACK,85,13.23214,"1,124.73",
635256,,OK YUM SHOT CHEESE 20x12s,PACK,2,9.01786,18.03572,
635267,,IFP FUN CHOCOLATE 24s,PACK,97,16.54018,"1,604.40",
635268,,IFP HAPPY DREAMS 24s,PACK,2,16.54018,33.08036,
635280,,IFP FRUITY FROST ICE CANDY 6x10s,PACK,20,6.69643,133.9286,
635281,,ZARAGOZA SPANISH SARD TS n CORN OIL 24x220G,PCS,4,79.6875,318.75,
635283,,IFP SOSSY COLA ICE CANDY 6x10s,PACK,12,6.69643,80.35716,
635307,,IFP MINI FILBIS CHOCO 100x35G,PCS,-1,4.41071,-4.41071,
635309,,IFP OMG VEGETABLE 100x35G,PCS,240,2.96846,712.4304,
635312,,CHOCOLATE POWER MILK CHOCOLATE 12x24x28G,PCS,15,6.14955,92.24325,
635316,,CHOCOLATE POWER CHOCO W/NUTS 12x24x28G,PCS,261,6.14955,"1,605.03",
635321,,JUIGO FRUIT DRINK GUAVA 10x200ML,PCS,12,4.82143,57.85716,
635324,,JUIGO FRUIT DRINK ORANGE 10x200ML,PCS,-85,4.82143,-409.82155,
635325,,JUIGO FRUIT DRINK APPLE 10x200ML,PCS,-3,4.82147,-14.46441,
635327,,FRUITY FROST JD APPLE 12x250ML,PCS,-2,7.36607,-14.73214,
635328,,FRUITY FROST JD BLUEBERRY GRAPES 12x250ML,PCS,13,7.36607,95.75891,
635331,,FRUITY FROST JD ORANGE 12x250ML,PCS,4,7.36607,29.46428,
635336,,BREWSTERS WHITE COFFEE 100x30G,PCS,1,4.73,4.73,
635354,,MAGIC FLAKES BUTTER COCONUT 30x10s,PACK,-17,35.625,-605.625,
635355,,CLOSE UP TP COOLING MINT 36x2/191G,PCS,37,122.48909,"4,532.10",
635358,,TENDER CARE TALC JASMINE COTTON 72x100G,PCS,36,28.61868,"1,030.27",
635359,,TENDER CARE TALC JASMINE COTTON 72x50G,PCS,77,15.85627,"1,220.93",
635364,,REJOICE SH RICH 35x11+1/16ML,PACK,56,43.86257,"2,456.30",
635367,,HEAD SHOULDER SH COOL MNTHL 42x11+1/12ML,PACK,"1,843.00",44.94902,"82,841.04",
635368,,HEAD SHOULDER SH SMTH SILKY 36x11+1/12ML,PACK,300,45.11128,"13,533.38",
635383,,SELECTA IH SUP UBE CAKE 1.5L,PCS,-1,218.18,-218.18,
635394,,SELECTA CLSC ST 2N1 CHOCO n UBE 1.5L,PCS,-2,186.69643,-373.39286,
635397,,SELECTA MAGNUM WHITE ALMOND 24x80ML,PCS,-1,44.64,-44.64,
635400,,HOLLYWOOD STYLE SUNBLOCK SPF30 12x150ML,PCS,5,145.875,729.375,
635401,,HOLLYWOOD STYLE SUNBLOCK SPF45 12x150ML,PCS,5,164.955,824.775,
635403,,HOLLYWOOD STYLE REF FOOT SOAK 12x150ML,PCS,7,175,"1,225.00",
635405,,HOLLYWOOD STYLE FOOT MASSAGE LOT 12x150ML,PCS,1,175,175,
635406,,HOLLYWOOD STYLE ANTI FUNGUS GEL 12x150ML,PCS,-1,175,-175,
635407,,HOLLYWOOD STYLE DE TAN FACE WASH 12x150ML,PCS,16,145.875,"2,334.00",
635408,,HOLLYWOOD STYLE DE TAN FACE MASK 12x150ML,PCS,-4,145.875,-583.5,
635409,,HOLLYWOOD STYLE DE TAN PRO CRM 12x150ML,PCS,-3,132.8125,-398.4375,
635410,,HOLLYWOOD STYLE SPLSH ORIG MUSK 12x236ML,PCS,1,193.08,193.08,
635411,,HOLLYWOOD STYLE SPLSH ROM VAN 12x236ML,PCS,-2,176.33929,-352.67858,
635412,,HOLLYWOOD STYLE SPLSH LV ME CNDY 12x236ML,PCS,-5,95.54,-477.7,
635413,,HOLLYWOOD STYLE SPLSH KS ME BERS 12x236ML,PCS,1,95.54,95.54,
635414,,HOLLYWOOD STYLE SPLSH SEXXEE MUSK 12x236ML,PCS,4,176.33917,705.35668,
635416,,HOLLYWOOD STYLE SPLSH AWSME BLSM 12x236ML,PCS,2,95.54,191.08,
635418,,HOLLYWOOD STYLE FIRMING LOTION 12x275ML,PCS,-1,174.67,-174.67,
635420,,HOLLYWOOD STYLE SHIMMERING LOT 12x275ML,PCS,4,132.8125,531.25,
635423,,HOLLYWOOD STYLE WHTNG LOTION 12x150ML,PCS,-3,159.44,-478.32,
635424,,HOLLYWOOD STYLE WHTNG SCRUB 12x150ML,PCS,6,175,"1,050.00",
635425,,HOLLYWOOD STYLE WHTNG P OFF MASK 12x150ML,PCS,1,175,175,
635426,,HOLLYWOOD STYLE WHTNG FACE SCRB 12x150ML,PCS,-1,174.66964,-174.66964,
635428,,HOLLYWOOD STYLE ANTI SCAR GEL 12x150ML,PCS,5,166.61,833.05,
635429,,HOLLYWOOD STYLE ANTI WRNKL CRM 12x150ML,PCS,12,175,"2,100.00",
635432,,KOPIKO 78 C COFEE LATTE 24x180ML,PCS,10,12.14955,121.4955,
635437,,VIRGINIA SPAG SCE 1KL+PASTA 1KL wf FKPR,SET,75,137.15625,"10,286.72",
635451,,CHOCO MUCHO POP BITES MILK 12x10x40G,PCS,-548,8.78571,"-4,814.57",
635453,,ALASKA CHOCOLATE POWDER MILK 25G,PCS,-54,5.25361,-283.69494,
635454,,MEGA TUNA FLAKES IN OIL EOC 48x180G,CAN,100,15.81101,"1,581.10",
635455,,MEGA TUNA FLAKES HOT SPICY EOC 48x180G,CAN,49,35,"1,715.00",
635456,,MEGA TUNA FLAKES SWEET SPICY EOC 48x180G,CAN,190,15.81101,"3,004.09",
635457,,U LITE FLOURESCENT LAMP TUBE 25/20W,PCS,24,46.42857,"1,114.29",
635458,,U LITE FLOURESCENT LAMP TUBE 25/40W,PCS,25,73.21429,"1,830.36",
635471,,COLGATE TP SENSITIVE FRESHMINT 144x20G,PCS,-91,6.77576,-616.59416,
635475,,COLGATE TB SLIM SOFT CHARCOAL SOFT 3+2 12s,PACK,1,241.1375,241.1375,
635476,,GLEE TP SULIT PACK wf TB 36x2/75G,PACK,3,53.33,159.99,
635491,,SANXIAO TB ZP2316NZ FINE BRISTLES 288s,PCS,-72,4.62054,-332.67888,
635492,,SANXIAO TB ZP2412NK ARCH SHAPED 288s,PCS,-164,4.62054,-757.76856,
635493,,SANXIAO TB ZP2301NZ BFLY SHAPED HEAD 288s,PCS,-7,5.51333,-38.59331,
635494,,SANXIAO TB ZP2203NZ MASSAGER POWER 288s,PCS,13,1.78567,23.21371,
635504,,S003 No4 8819 APPLE SLICER,PCS,9,20.09,180.81,
635505,,100745 MEASURING CUPS 5s,SET,6,64.0625,384.375,
635516,,100744 MEASURING SPOON RAINBOW 5s,SET,11,18.02679,198.29469,
635531,,S190 No187 100730 CAKE DECORATING SET,SET,1,70.13,70.13,
635538,,SILKA WHITENING SOAP SHEA BUTTER 96x65G,PCS,151,13.84719,"2,090.93",
635539,,SILKA WHITENING SOAP SHEA BUTTER 96x90G,PCS,90,20.61607,"1,855.45",
635540,,SILKA WHITENING SOAP SHEA BUTTER 135G,PCS,1,27.24107,27.24107,
635541,,SILKA MOIST MILK SOAP AVOCADO OIL 96x65G,PCS,9,13.84719,124.62471,
635542,,SILKA MOIST MILK SOAP AVOCADO OIL 96x90G,PCS,29,20.40634,591.78386,
635543,,SILKA MOIST MILK SOAP AVOCADO OIL 135G,PCS,-30,26.96553,-808.9659,
635544,,SILKA PREM LOT MOIST MILK SPF23 72x50ML,PCS,64,28.60541,"1,830.75",
635545,,SILKA PREM LOT MOIST MILK SPF23 72x100ML,PCS,62,49.01178,"3,038.73",
635546,,SILKA PREM LOT MOIST MILK SPF23 48x200ML,PCS,24,86.90923,"2,085.82",
635549,,JOLLY TIME POP CORN JALAPENO BUTTER 24x3oz,PACK,-24,33.03583,-792.85992,
635581,,S003 No13 703 116 309 MELON FRUIT CUTTER 6s,SET,5,40.18,200.9,
635587,,KSK BOY BAWANG MIXED NUTS GARLIC 40x100G,PACK,17,23.04308,391.73236,
635588,,KSK NUTS ENTERTAINMENT PEANUT GARLIC 40x100G,PACK,98,20.125,"1,972.25",
635624,,TYC MULTI FUNCTION GRATER,PCS,4,25.5,102,
635635,,NESCAFE CREAMY WHITE 18x10+2/52G,PACK,34,86.44643,"2,939.18",
635637,,LUX BW PINK SOFT TOUCH 24x250ML,PCS,1,86.79708,86.79708,
635638,,WINNER DW LIQ KALAMANSI BOT 24x350ML,PCS,25,38.39,959.75,
635639,,WINNER DW LIQ LEMON POUCH 40x200ML,PACK,40,19.19625,767.85,
635640,,WINNER DW LIQ LEMON BOT 24x350ML,PCS,39,38.39292,"1,497.32",
635641,,DEL MAR TUNA CHUNKS IN VEGETABLE OIL 48x185G,CAN,81,44.21187,"3,581.16",
635642,,DEL MAR TUNA CHUNKS IN WATER 48x185G,CAN,218,44.21187,"9,638.19",
635646,,CLARA OLE STRAWBERRY JAM 2x4.5KG,PCS,2,273.325,546.65,
635647,,KOPIKO DOUBLE CUPS 24x10x33G,PCS,173,6.09007,"1,053.58",
635686,,HENG BING OYSTER SAUCE 6x2.4KG,PCS,1,191.96429,191.96429,
635692,,HUGGIES DIAPER DRY REG LARGE 8x14s,PACK,10,104.46375,"1,044.64",
635693,,HUGGIES DIAPER DRY REG XL 8x12s,PACK,9,111.8175,"1,006.36",
635696,,DARBO MINI PORTION HONEY 12x6/14G,PACK,2,80.97768,161.95536,
635698,,DARBO MINI JARS ASSORTED PRSRV 12x3/28G,PACK,-6,94.40167,-566.41002,
635699,,DARBO MINI JARS HONEY 12x3/28G,PACK,6,118.75,712.5,
635717,,HUGGIES DIAPER DRY ECO NEWBORN 4x40s,PACK,-1,201.19197,-201.19197,
635719,,HUGGIES DIAPER DRY ECO MED 4x34s,PACK,-1,246.84598,-246.84598,
635721,,HUGGIES DIAPER DRY ECO XLARGE 4x26s,PACK,10,259.22098,"2,592.21",
635722,,HUGGIES DIAPER DRY ECO XXL 4x22s,PACK,20,259.22098,"5,184.42",
635724,,HUGGIES DIAPER DRY JUMBO LARGE 4x46s,PACK,1,370.65402,370.65402,
635725,,HUGGIES DIAPER DRY JUMBO XL 4x40s,PACK,8,386.10045,"3,088.80",
635726,,HUGGIES DIAPER DRY JUMBO XXL 4x34s,PACK,5,386.10045,"1,930.50",
635727,,HUGGIES DIAPER DRY SUPER JUMBO MED 3x70s,PACK,1,478.9881,478.9881,
635728,,HUGGIES DIAPER DRY SUPER JUMBO XL 3x60s,PACK,2,540.87798,"1,081.76",
635729,,HUGGIES DIAPER ULTRA REG NEWBORN 8x12s,PACK,-8,100.59598,-804.76784,
635744,,SLERS CHICHARON REG FIERY SMALL 24x28G,PACK,4,15.72143,62.88572,
635747,,SLERS CHICHARON REG FIERY BIG 20x55G,PACK,1,30.03,30.03,
635767,,EVADERM DAY CREAM 75x15G,PCS,6,30.50813,183.04878,
635769,,SUNSPORTS SUNBLOCK LOTION SPF30 60x100ML,PCS,14,133.76,"1,872.64",
635792,,HUGGIES DIAPER DRY PANTS REG MED 8x16s,PACK,11,99.04799,"1,089.53",
635793,,HUGGIES DIAPER DRY PANTS REG LARGE 8x14s,PACK,1,111.29576,111.29576,
635794,,HUGGIES DIAPER DRY PANTS REG XL 8x12s,PACK,4,123.05804,492.23216,
635795,,HUGGIES DIAPER DRY PANTS REG XXL 8x11s,PACK,15,136.96429,"2,054.46",
635796,,HUGGIES DRY PANTS ECO MED 4x34s,PACK,18,223.63616,"4,025.45",
635799,,HUGGIES DRY PANTS ECO XXL 4x22s,PACK,7,259.21875,"1,814.53",
635800,,HUGGIES DRY PANTS JUMBO LARGE 2x46s,PACK,-7,353.63393,"-2,475.44",
635801,,HUGGIES DRY PANTS JUMBO XL 2x40s,PACK,-8,386.13393,"-3,089.07",
635803,,BEAR BRAND POWDERED MILK 10x1.6KG,PACK,7,412.41964,"2,886.94",
635804,,NESTOGROW FOUR 10x2/350G,BOX,20,297.89732,"5,957.95",
635806,,NESTLE CHUCKIE POUCH 150ML,PCS,9,14.60714,131.46426,
635823,,WIPE COTTON BALLS 144x25s,PACK,249,5.78354,"1,440.10",
635824,,WIPE COTTON BALLS 144x50s,PACK,714,8.67495,"6,193.91",
635825,,WIPE COTTON BALLS 72x150s,PACK,211,23.86247,"5,034.98",
635826,,WIPE COTTON SQUARES PADS 48x35s,PACK,141,18.79997,"2,650.80",
635827,,WIPE COTTON BUDS 432x36T,PACK,"1,331.00",2.89141,"3,848.47",
635828,,WIPE COTTON BUDS 288x72T,PACK,"1,012.00",5.0625,"5,123.25",
635829,,WIPE COTTON BUDS 216x108T,PACK,880,6.8691,"6,044.81",
635830,,WIPE COTTON BUDS 144x200T,PACK,679,11.93158,"8,101.54",
635831,,MCGLOBAL MR GULAMAN UNF RED 10x10x19G,PCS,1,10.8,10.8,
635836,,S 26 ONE/STAGE 1 4x1.8KG,BOX,-3,"1,507.95","-4,523.85",
635841,,PROMIL FOUR/PRE SCHOOL 4x1.8KG,BOX,-3,"1,048.27","-3,144.80",
635853,,ARLA NAT EMMENTAL SLICES 14x150G,PCS,-1,119.5,-119.5,
635854,,ARLA NAT MOZZARELLA SLICES 14x150G,PCS,2,119.5,239,
635855,,ARLA MILK GOODNESS FULL CREAM 1L,PCS,-8,58.00446,-464.03568,
635856,,ARLA MILK GOODNESS LOW FAT 1L,PCS,45,58.00446,"2,610.20",
635857,,ARLA MILK GOODNESS SKIMMED 1L,PCS,45,58.00446,"2,610.20",
635861,,MYRA WHITENING SOAP PAPAYA 48x45G,PCS,315,11.0692,"3,486.80",
635862,,ENSURE GOLD VANILLA HMB 6x1.6KG,CAN,46,"2,583.36","118,834.50",
635863,,POLAR CONE,PCS,"11,905.00",0.31887,"3,796.15",
635864,,KIDDIE CONE,PCS,-10,0.28,-2.8,
635865,,SMARTY CONE,PCS,"2,131.00",0.279,594.549,
635866,,PASSION CONE,PCS,893,0.375,334.875,
635867,,SKY CONE 588s,PCS,-24,0.45542,-10.93008,
635868,,ORIENTAL CONE,PCS,-81,0.63771,-51.65451,
635869,,HAPPY CONE,PCS,"1,051.00",0.54456,572.33256,
635870,,FESTIVAL CONE,PCS,-21,0.5805,-12.1905,
635872,,OLIVE C COLOGNE SPRAY DARK SECRET 72x30ML,PCS,65,27.73214,"1,802.59",
635873,,OLIVE C COLOGNE SPRAY PINK GLAM 72x30ML,PCS,2,27.73,55.46,
635908,,UNI LOVE COMFORT BB DIAPER VP LARGE 6x30s,PACK,1,142.77167,142.77167,
635910,,UNI LOVE COMFORT BB DIAPER VP XXL 6x30s,PACK,-1,190.71429,-190.71429,
635927,,UNI CARE ADULT PULL UPS MED 20x5s,PACK,38,77.18438,"2,933.01",
635929,,UNI CARE ADULT PULL UPS XL 20x5s,PACK,17,104.80223,"1,781.64",
635930,,UNI LOVE SOFT UNSCENTED BB WIPES 18x100s,PACK,21,65.32738,"1,371.87",
635931,,UNI LOVE SOFT UNSCENTED BB WIPES 24x70s,PACK,15,48.99554,734.9331,
635932,,UNI LOVE SOFT UNSCENTED BB WIPES 36x30s,PACK,16,27.94816,447.17056,
635935,,UNI LOVE SOFT SCENTED BB WIPES 18x100s,PACK,53,65.68998,"3,481.57",
635936,,UNI LOVE SOFT SCENTED BB WIPES 24x70s,PACK,54,49.72098,"2,684.93",
635937,,UNI LOVE SOFT SCENTED BB WIPES 36x32s,PACK,83,28.31101,"2,349.81",
635938,,UNI LOVE SOFT SCENTED BB WIPES 80x11s,PACK,134,14.1183,"1,891.85",
635940,,TENDER LOVE PAPAYA CLEANSING WIPES 36x80s,PACK,-17,30.84995,-524.44915,
635941,,TENDER LOVE PAPAYA CLEANSING WIPES 20s,PACK,134,13.28125,"1,779.69",
635942,,TENDER LOVE CANDY SWT CLNSNG WIPES 36x80s,PACK,-21,30.84995,-647.84895,
635943,,TENDER LOVE CANDY SWT CLNSNG WIPES 20s,PACK,-46,13.27679,-610.73234,
635944,,UNI CARE CLEANSING WIPES 24x90s,PACK,205,68.94531,"14,133.79",
635945,,UNI CARE CLEANSING WIPES 32s,PACK,340,29.38988,"9,992.56",
635946,,FORCE SHIELD SURFACE WIPES 24x50s,PACK,19,37.20238,706.84522,
635947,,ORIENTAL MIX SARD GREEN 100x155G,CAN,"8,092.00",12.67857,"102,594.99",
635948,,ORIENTAL MIX SARD RED 100x155G,CAN,270,12.83929,"3,466.61",
635995,,JBB BATH MILK+RICE 50P on 2nd 6x2/500ML,PACK,1,231.98,231.98,
636006,,BLUE INSPIRING CALAMANSI 15x500ML,PCS,58,22.83452,"1,324.40",
636007,,BLUE ENLIVENING ORANGE 15x500ML,PCS,62,22.83452,"1,415.74",
636008,,BLUE PREPPY LYCHEE 15x500ML,PCS,21,22.83464,479.52744,
636041,,GARDEN SWEET CRNKLS RED VELVET CKIES 60x300G,JAR,-1,40.58036,-40.58036,
636064,,RLJC NATA DE COCO WHITE 12x32oz,PCS,-18,63.92857,"-1,150.71",
636065,,RLJC NATA DE COCO RED 12x32oz,PCS,-1,63.92833,-63.92833,
636066,,RLJC NATA DE COCO GREEN 12x32oz,PCS,1,63.93,63.93,
636071,,KATINKO OINTMINT STICK 30x12x10G,PCS,-77,28.34821,"-2,182.81",
636072,,AMADEO COFFEE LIQUEUR n TIN CAN 12x750ML,PCS,10,477.98727,"4,779.87",
636073,,CANNON/TRIDENT No49/D30 30x100m,PCS,4,5.07,20.28,
636074,,DEL MONTE HS ORANGE TB 12x1L,PCS,30,67.83557,"2,035.07",
636080,,GOLDEN TREE NAPTHALENE BALL 48x50G,PACK,5,7.5,37.5,
636081,,GOLDEN TREE NAPTHALENE BALL 100G,PACK,-5,14.286,-71.43,
636082,,GOLDEN TREE LAVENDER PPR PK HANG 24x225G,PACK,-3,46.97321,-140.91963,
