CENTRAL DISTRIBUTION CENTER,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF November 05, 2021",,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST 
648350,,KISS NAPTHALENE BALLS 48x200G,PACK,192,31.34,"6,017.14"
648351,,KISS NAPTHALENE BALLS 60x150G,PACK,240,24.91,"5,978.57"
648352,,KISS NAPTHALENE BALLS 60x100G,PACK,300,17.68,"5,303.57"
648353,,KISS NAPTHALENE BALLS 60x50G,PACK,300,11.25,"3,375.00"
648413,,VIRGINIA SPAGHETTI PASTA GRMT 24x500G,PACK,120,32.42,"3,890.25"
648414,,VIRGINIA SPAGHETTI PASTA GRMT 12x1KG,PACK,60,62.34,"3,740.63"
648421,,CONTADINA SPAGHETTI 20x500G,PACK,20,52.41,"1,048.29"
648435,,MIK MIK UBE POWDER 20x22s,PACK,620,9.92,"6,150.65"
648436,,CREAMBOY CHOCOLATE STICKS 12x25s,PACK,120,16.45,"1,974.00"
648437,,CREAMBOY MILK FUN STICKS 12x25s,PACK,324,16.45,"5,329.80"
648622,,S 26 ONE 400G,CAN,108,420.36,"45,399.35"
648623,,S 26 TWO 400G,CAN,108,388.4,"41,947.69"
648626,,S 26 PROMIL THREE 400G,CAN,144,310.91,"44,771.69"
648627,,S 26 PROMIL THREE 6x900G,CAN,96,699.56,"67,158.21"
648628,,S 26 PROMIL THREE 4x1.8KG,BOX,512,"1,218.90","624,076.21"
648632,,S 26 GOLD TWO 6x900G,CAN,114,"1,178.12","134,305.74"
648633,,S 26 GOLD TWO 1.2KG,BOX,6,"1,427.48","8,564.88"
648634,,S 26 GOLD TWO 4x1.8KG,BOX,76,"1,964.68","149,315.94"
648636,,S 26 PROMIL GOLD THREE 6x900G,CAN,12,940.97,"11,291.58"
648637,,S 26 PROMIL GOLD THREE 4x1.8KG,BOX,608,"1,582.82","962,353.54"
648639,,PROMIL GOLD FOUR 6x900G,CAN,6,821.06,"4,926.38"
648640,,PROMIL GOLD FOUR 4x1.8KG,CAN,112,"1,388.48","155,509.65"
648675,,VIRGINIA PASTA 1KL+VF SPAG SCE 1KL,PACK,950,103.91,"98,710.94"
648680,,FASCLEAN DET PWDR SAMPAGUITA 6x2KG,PACK,1908,100.77,"192,265.08"
648784,,COCO ASSTD PUDDING 30x24s,PACK,30,13.2,396
648798,,COCO ASSTD GUMMY PACK 30x50s,PACK,60,31.04,"1,862.14"
648800,,COCO TOOTH GUMMY PACK 30x50s,PACK,90,31.04,"2,793.21"
648813,,COCO MANISA CHOCOLATE HEART 64x3s,PACK,128,25.54,"3,268.57"
648913,,SUPER Q KAN MIAN 48x200G,PACK,96,13.57,"1,302.86"
648914,,BABY FIRST NOUVEAU BB BATH WASH 24x110ML,PCS,72,38.3,"2,757.85"
648915,,BABY FIRST NOUVEAU BB BATH WASH 24x300ML,PCS,72,86.77,"6,247.44"
648916,,BABY FIRST NOUVEAU BB BATH WASH 10x650ML,PCS,30,174.42,"5,232.49"
648950,,ANLENE GOLD PLAIN 24x300G,PACK,3528,122.62,"432,595.18"
648951,,ANLENE GOLD CHOCOLATE 24x300G,PACK,1296,122.62,"158,912.71"
648963,,CAMTEX THREAD 40/2TKT120 100m BLACK 200x10s,PCS,10,2.29,22.9
649006,,LYSOL MAXCVR MIST GRDN AFTER RAIN 12x15oz,PCS,156,385.55,"60,146.36"
649007,,LYSOL MAXCOVER MIST LAVENDER FIELD 12x15oz,PCS,60,385.55,"23,133.21"
649012,,QUEEN MANI PEANUT CHOCO 20x24s,PACK,400,15.69,"6,276.24"
649078,,SOLVE MENTHOL CANDY 60x25s,PACK,1260,9.89,"12,457.46"
649493,,JOY DWL LAVENDER n LEMON 216x18.5ML,PCS,3672,3.59,"13,192.87"
649756,,CLEENE PREMIUM COTTON BUDS 4x24x200T,PCS,48,30.01,"1,440.50"
649760,,CLEENE PREMIUM SPIRAL BUDS 4x24x200T,PCS,72,32.18,"2,317.05"
649761,,CLEENE PREMIUM COSMETICS BUDS 4x24x200T,PCS,192,41.59,"7,984.40"
649762,,CLEENE PREMIUM SHOWER BUDS 4x24x180T,PCS,336,55.32,"18,588.53"
649763,,CLEENE BIGGER COTTON BALLS 50s,PACK,144,18.08,"2,603.40"
649764,,CLEENE BIGGER COTTON BALLS 100s,PACK,72,31.82,"2,291.39"
649765,,CLEENE COTTON MAXI BALLS 50s,PACK,36,31.82,"1,145.70"
649766,,CLEENE COTTON MAXI BALLS 100s,PACK,54,50.45,"2,724.13"
649985,,RACUMIN RODENT BLOCK 60x50G,PCS,60,58.83,"3,529.58"
649986,,RACUMIN RODENT BLOCK 48x100G,PCS,144,110.88,"15,966.73"
649994,,GLADE AUTMTC SPRAY OCEAN ESCAPE 4x175G,PCS,212,285.87,"60,605.18"
649995,,GLADE AUTMTC SPRAY LAVNDR n VANILLA 4x175G,PCS,60,285.87,"17,152.40"
649996,,GLADE AUTMTC SPRAY OCEAN ESCAPE RF 6x175G,PCS,84,168.37,"14,143.25"
649997,,GLADE AUTMTC SPRAY LAVNDR n VAN RF 6x175G,PCS,42,161.21,"6,770.70"
649998,,GLADE AUTMTC SPRAY MORNG FRSHNS RF 6x175G,PCS,102,168.37,"17,173.96"
649999,,MENTOS SODA KICK 40x50s,PACK,360,27.38,"9,857.92"
650079,,ARLA MILK GOODNESS STRAWBERRY 10x1L,PCS,30,73.6,"2,208.10"
650120,,JOLLI BABY DIAPER GENERIC SMALL 10x36s,PACK,260,132.59,"34,473.22"
650121,,JOLLI BABY DIAPER GENERIC MED 10x32s,PACK,370,131.38,"48,612.05"
650122,,JOLLI BABY DIAPER GENERIC LARGE 10x30s,PACK,390,137.41,"53,590.18"
650123,,JOLLI BABY DIAPER GENERIC BIG PACK XL 10x28s,PACK,150,132.59,"19,888.39"
650182,,COLGATE TB ZIGZAG CHARCOAL 2+1 24pk,PCS,72,119.8,"8,625.69"
650183,,COLGATE TP KIDS TIGER 2 to 5yrs 48x40G,PCS,1584,26.58,"42,105.70"
650188,,PUREFOODS STAR ALL STAR SAVER 16x450G,PACK,160,58.19,"9,310.95"
650268,,CALAMANSI DELIGHT 360ML,PCS,168,18.51,"3,109.05"
650271,,ALFONSO LIGHT BRANDY 6x1.75L,BOT,6,389.73,"2,338.39"
650272,,J EM J WHOLE KERNEL CORN 8x3/15oz Sv6,PACK,400,73.5,"29,400.00"
650273,,J EM J CREAM STYLE CORN 8x3/15oz Sv6.00,PACK,400,73.5,"29,400.00"
650274,,J EM J COCONUT MILK 8x3/400ML Sv9,PACK,520,110.25,"57,330.00"
650277,,TAI HING MUSHROOMS WHOLE 8x3/425G Sv8,PACK,568,111.13,"63,119.00"
650278,,TAI HING MUSHROOMS PCS n STEM 8x3/425G Sv8,PACK,240,103.25,"24,780.00"
650373,,JOHNNIE WALKER DOUBLE BLACK wf GLASS 6x1L,BOX,120,"1,191.42","142,970.66"
650390,,BARILLA ANGEL HAIR 500G,BOX,288,75.94,"21,869.46"
650391,,BARILLA SPAGHETTI 500G,BOX,150,75.93,"11,390.22"
650392,,BARILLA LINGUINE 25x500G,BOX,90,75.94,"6,834.18"
650393,,BARILLA FUSILI 500G,BOX,72,75.93,"5,466.73"
650394,,BARILLA LASAGNA EGG 12x250G,BOX,84,98.11,"8,241.52"
650395,,BARILLA FETTUCINE SEMOLA 12x500G,BOX,60,135.65,"8,139.13"
650396,,BARILLA NAPOLETANA SAUCE 6x400G,JAR,42,125.94,"5,289.58"
650397,,BARILLA BASILICO SAUCE 6x400G,JAR,12,125.94,"1,511.31"
650398,,BARILLA SUGO OLIVE SAUCE 6x400G,JAR,42,137.32,"5,767.40"
650399,,BARILLA RICOTTA SAUCE 6x400G,JAR,12,137.32,"1,647.83"
650400,,BARILLA ARRABBIATA SAUCE 6x400G,PCS,6,119.94,719.67
650402,,AVEA NAT HAND SOAP APPLE 6x1L,PCS,120,100,"12,000.00"
650403,,AVEA NAT HAND SOAP LEMON 6x1L,PCS,54,100,"5,400.00"
650404,,AVEA NAT HAND SOAP PINK ROSE 6x1L,PCS,24,100,"2,400.00"
650405,,AVEA NAT HAND SOAP LAVENDER 12x500ML,PCS,24,62.86,"1,508.57"
650406,,AVEA NAT HAND SOAP APPLE 12x500ML,PCS,48,62.86,"3,017.14"
650408,,AVEA NAT HAND SOAP PINK ROSE 12x500ML,PCS,36,62.86,"2,262.86"
650409,,AVEA NAT LOT DEEP MOISTURIZING 12x600ML,PCS,120,81.43,"9,771.43"
650410,,BABY FIRST BABY WIPES 12x2/90s P159,PACK,48,126.69,"6,081.07"
650411,,BABY FIRST BABY WIPES 36x2/30s P69,PACK,108,54.98,"5,937.65"
650412,,BABY FIRST KW FRSH PWDR B1G1 at 50P 36x2/20s,PACK,648,38.13,"24,705.77"
650651,,SWEET BABY DIAPER SMALL JP 8x60+6s Sv30,PACK,72,184.41,"13,277.19"
650652,,SWEET BABY DIAPER MED JB 6x60+6s Sv30,PACK,36,215.75,"7,766.89"
650726,,YELLOW TAIL BUBBLES SPARKLING WHITE 6x750ML,BOT,12,381.7,"4,580.36"
650758,,JOLLY COCONUT MILK 24x400ML,CAN,48,41.7,"2,001.71"
650759,,JOLLY COCONUT CREAM 24x400ML,CAN,240,45.64,"10,953.69"
650900,,TENDER LOVE BABY WIPES SCENTED 3+1/80s,PACK,618,87.05,"53,799.01"
651001,,BENCH DS SPLASH COL HAPPY HOUR PINK 24x75ML,PCS,121,27.42,"3,317.78"
651002,,BENCH DS SPLASH COL INDIAN SMR YEL 24x75ML,PCS,144,27.42,"3,948.43"
651003,,BENCH DS SPLASH COL LAZY AFTRN ORG 24x75ML,PCS,98,27.42,"2,687.12"
651004,,BENCH DS SPLASH COL NINE 2 MINE PUR 24x75ML,PCS,290,27.42,"7,951.70"
651005,,BENCH DS SPLASH COL SPRING BRK GRN 24x75ML,PCS,169,27.42,"4,633.92"
651006,,BENCH DS SPLASH COL SUNDAY MRNG BLU 24x75ML,PCS,96,27.42,"2,632.29"
651007,,BENCH DS SPLASH COL BEACH BUM MEN 24x75ML,PCS,144,27.42,"3,948.43"
651027,,SILVER SWAN DOBLE BUENAS SS+SP 6x2/1L,PACK,720,65.1,"46,872.32"
651069,,PEGOES RED MEDIUM/SEMI DRY 12x750ML,BOT,156,148.66,"23,191.07"
651155,,MAMY POKO EASY TO WEAR SMALL 4X58S,PACK,40,263.57,"10,542.98"
651157,,MAMY POKO EASY TO WEAR MED 4X50s,PACK,160,273.21,"43,713.34"
651159,,MAMY POKO EASY TO WEAR LARGE 4X44S,PACK,160,289.04,"46,245.68"
651160,,MAMY POKO EASY TO WEAR XL 4X38S,PACK,140,303.49,"42,488.37"
651161,,MAMY POKO EASY TO WEAR XXL 4X34s,PACK,140,326.2,"45,667.67"
651305,,TEENS POWDER COOL 144x25G,PCS,58,7.7,446.65
651323,,MISTER SNOWMAN ICE POPS COLA 15x10s,PACK,15,18.42,276.29
651357,,SUNNY TINA ULTRAMARINE BLUE 100x60G,PCS,400,12.5,"5,000.00"
651372,,MJS FRAG HOS BVLGARI BLUE WMN 24x10ML,PCS,1,71.43,71.43
651406,,LILYS CRUNCHY PEANUT BUTTER PB 12x500G,PCS,36,150.67,"5,424.23"
651407,,LILYS CRUNCHY PEANUT BUTTER PB 24x320G,PCS,144,96.43,"13,885.52"
651410,,LILYS PEANUT BUTTER SPREAD LITE PB 24x320G,PCS,48,96.03,"4,609.39"
651411,,LILYS PEANUT BUTTER SPREAD LITE PB 24x210G,PCS,72,66.68,"4,800.72"
651413,,BABYFLO OATMEAL BATH PUMP 12x500ML,PCS,36,159.29,"5,734.31"
651414,,BABYFLO SOAP FREE BATH PUMP 12x500ML,PCS,12,159.83,"1,917.95"
651415,,BABYFLO OATMEAL BATH REFILL 12x600ML,PCS,24,140.3,"3,367.20"
651418,,CLEENE CLIO TB ALL AROUND B2T1 96s,PCS,96,30.74,"2,950.99"
651422,,CLEENE CLIO TB CRYSTAL ADULT B2T1 96s,PCS,36,57.49,"2,069.78"
651423,,CLEENE CLIO TB CHARCOAL B2T1 96s,PCS,144,92.21,"13,278.30"
651424,,CLEENE CLIO TB ULTIMAX CHARCOAL B2T1 96s,PCS,60,103.42,"6,205.25"
651425,,CLEENE CLIO TB ALL AROUND B1T1 at 50P off,PCS,240,22.96,"5,511.24"
651429,,CLEENE CLIO TB CRYSTAL ADULT B1T1 at 50P off,PCS,60,43.21,"2,592.81"
651430,,CLEENE CLIO TB CHARCOAL B1T1 at 50P off,PCS,132,69.07,"9,117.07"
651443,,KETTLE KORN CHEESE 120G+SCO 120G P53 16pk,PACK,320,41.32,"13,223.57"
651448,,GLADE SPORT MINT ICE PRIMARY 12x7ML,PCS,72,148.96,"10,724.80"
651450,,GLADE SPORT MINT ICE REFILL 12x7ML,PCS,24,99.62,"2,390.87"
651499,,EQ COLORS PWDR SCENT BP XXL 6x26s,PACK,312,160.94,"50,214.27"
651512,,ELLIPS HAIR VIT PRO KERTN NUTRI COLR 72x6ML,PCS,96,36.53,"3,506.49"
651571,,AKOTO KOJIC ACID SOAP 72x3/65G,PCS,1440,52.51,"75,608.87"
651599,,LICEALIZ SHP REGULAR OAKP 36x3+1/10ML,PACK,36,30.87,"1,111.29"
651600,,LICEALIZ SHP STHNG CLNESS OAKP 36x3+1/10ML,PACK,36,30.87,"1,111.29"
651601,,GUMTECT SENSITIVE MOUTHWASH 24x250ML,PCS,48,102.9,"4,939.07"
651692,,BELO INTENSE WHITE AP DEO SPRAY 24x140ML,PCS,24,178.35,"4,280.36"
651694,,BELO INTSV WHTNG BB CREAM 24x10ML,PCS,24,133.71,"3,208.93"
651698,,BELO BABY HAND SANITIZER PEACH 48x50ML,PCS,96,48.88,"4,692.86"
651700,,BELO BABY HAND SANITIZER BLUEBERRY 48x50ML,PCS,96,44.42,"4,264.29"
651710,,ALHAMBRA SOLERA LIGHT BRANDY 12x1L,BOT,12,200.89,"2,410.71"
651771,,SAN RAFAEL BANABA TEA 36x16x32G,PCS,1152,2.59,"2,982.86"
651772,,SAN RAFAEL SAMBONG TEA 36x16x32G,PCS,1152,2.59,"2,982.86"
651773,,SAN RAFAEL BANABA TEA 50x10x20G,PCS,500,2.61,"1,303.57"
651774,,SAN RAFAEL SAMBONG TEA 50x10x20G,PCS,500,2.61,"1,303.57"
651775,,SAN RAFAEL PITO PITO TEA 50x10x20G,PCS,1000,2.39,"2,392.86"
651776,,SAN RAFAEL LAGUNDI TEA 50x10x20G,PCS,500,2.46,"1,232.15"
651777,,SAN RAFAEL MALUNGGAY TEA 50x10x20G,PCS,500,3.21,"1,607.15"
651778,,SAN RAFAEL GUYABANO TEA 50x10x20G,PCS,500,3.75,"1,875.00"
651779,,SAN RAFAEL JAP GRN TEA W/BRWN RCE 50x7x28G,PCS,350,5.36,"1,875.00"
651900,,VICKS BABY RUB 12x50G/45G,PCS,1,143.92,143.92
651979,,LANGNESE GOLDEN CLEAR HONEY 10x500G,PCS,30,292.19,"8,765.74"
651980,,DAILY CARE AP WIPES POWDER FRESH SCENT 20s,PACK,3504,15.94,"55,845.00"
651981,,LANGNESE BEE EASY WILDFLWR HONEY 8x250G,PCS,48,193.55,"9,290.33"
651985,,LANGNESE BEE EASY LAVENDER HONEY 8x250G,PCS,48,193.55,"9,290.33"
651988,,LANGNESE BLACK FOREST HONEY 10x500G,PCS,60,392.25,"23,535.27"
651998,,SWEET BABY DIAPER LARGE JP 6x54+6s Sv30,PACK,24,215.75,"5,177.93"
652049,,ALMO SWEETSTIK YOGURT FRUIT STICK 40x50s,PACK,240,22.1,"5,303.57"
652066,,ALMO ZIZI GUM 30x20s,PACK,60,45.92,"2,755.04"
652067,,ALMO ICE KREME 40x24s,PACK,200,15.47,"3,093.75"
652068,,ALMO MARBLES CHOCO 40x24s,PACK,120,15.47,"1,856.25"
652069,,ALMO MARBLES MINT 40x24s,PACK,240,15.47,"3,712.50"
652114,,RICHOCO CHOCOLATE WAFER 20x10x24G,PCS,19599,3.36,"65,908.50"
652120,,RICHOCO CHOCOLATE WAFER 60x52G,PCS,9120,6.71,"61,211.25"
652393,,TK62515 TONKITA DUAL INTERIOR W/HANDLE,PCS,1,255.21,255.21
652459,,SUPER CRUNCH SWEET CORN 50x55G,PCS,97,5.51,534.8
652462,,MOTHERS BEST HOT SAUCE 4x1GAL,GAL,8,214.68,"1,717.45"
652463,,MOTHERS BEST SARSA LECHEON SCE REG 4x1GAL,GAL,28,214.11,"5,995.15"
652464,,MOTHERS BEST OYSTER SAUCE 4x1GAL,GAL,24,380.28,"9,126.60"
652736,,SB QUICK SWEEPER REFILL 24s,PCS,144,151.44,"21,807.13"
652788,,PONDS AGE MIRACLE EYE 2x3x15ML,PCS,3,375,"1,125.00"
652793,,PEDIASURE PLUS VANILLA BIB 1.2KG,BOX,48,"1,249.25","59,964.01"
652806,,AVEENO BABY DAILY WASH n SHP 24x236ML,PCS,72,223.18,"16,068.95"
652807,,AVEENO BABY DAILY MOISTURE LOT 12x227G,PCS,60,199.52,"11,971.36"
652941,,KOPIKO BLANCA TWIN PACK 12x10x52G,PCS,100,8.04,803.89
652970,,COLGATE TB SLIM SOFT ADVANCED 12s,PCS,36,126.98,"4,571.16"
652971,,COLGATE TB SLIM SOFT ADVANCED 2+1 12s,PCS,72,292.51,"21,060.36"
652972,,COLGATE PLAX ICE INFINITY 12x250ML,PCS,36,96.62,"3,478.35"
652983,,SILKA GREEN PAPAYA SOAP PACK 144x45G,PCS,4176,9.47,"39,565.05"
652988,,DOWNY SUNRISE FRESH 6+1/24ML,PACK,6900,22.95,"158,374.25"
652989,,DOWNY FC ANTIBAC 6+1/23ML,PACK,1800,22.95,"41,315.02"
652990,,DOWNY FC GARDEN BLOOM 6+1/24ML,PACK,1080,22.95,"24,789.01"
652992,,HEAD SHOULDER SHP APPLE FRESH TRI 432x12ML,PCS,15120,3.87,"58,450.90"
652995,,DOWNY FBEN LIQ PASSION 360x20ML,PCS,5400,3.83,"20,657.54"
652998,,DOWNY FBEN LIQ MYSTIQUE 360x20ML,PCS,4680,3.83,"17,903.15"
653030,,CLEENE CLIO TB DENTAFRESH 288s,PCS,408,21.88,"8,926.26"
653040,,CLEENE CLIO TB DENTABRIGHT 288s,PCS,24,21.34,512.05
653041,,CLEENE CLIO TB DENTAMAX 288s,PCS,72,22.6,"1,627.13"
653042,,CLEENE CLIO TB DENTACLEAN 288s,PCS,540,18.8,"10,152.06"
653043,,CLEENE CLIO TB ECONOMY OPP 288s,PCS,287,9.04,"2,594.37"
653046,,CLEENE CLIO TB DENTABRIGHT B2T1 96s,PCS,96,42.67,"4,096.40"
653047,,CLEENE CLIO TB DENTAMAX B2T1 96s,PCS,96,45.2,"4,339.01"
653048,,CLEENE CLIO TB DENTACLEAN B2T1 96s,PCS,96,37.61,"3,610.40"
653049,,CLEENE CLIO TB DENTAFRESH B1T1 at 50P off 144s,PCS,108,32.72,"3,534.19"
653050,,CLEENE CLIO TB DENTABRIGHT B1T1 at 50P off 144s,PCS,84,32,"2,688.26"
653051,,CLEENE CLIO TB DENTAMAX B1T1 at 50P off 144s,PCS,144,33.81,"4,868.56"
653052,,CLEENE CLIO TB DENTACLEAN B1T1 at 50P off 144s,PCS,204,28.2,"5,753.66"
653260,,ROYAL PREM SPAG SCE SWEET STYLE 12x1KG,PACK,564,56.58,"31,912.25"
653277,,ANLENE GOLD PLAIN 72x30G,PCS,3744,13.33,"49,913.55"
653278,,ANMUM MOCHA LATTE 24x375G,BOX,24,307.33,"7,375.83"
653406,,BREEZE POWDER ACTIVE BLEACH 6x2940G,PACK,6,304.54,"1,827.22"
653407,,SURF POWDER BLOSSOM FRESH 4x3.6KG,PACK,76,272.15,"20,683.21"
653408,,SURF POWDER CHERRY BLOSSOM 4x3.6KG,PACK,140,213.29,"29,860.32"
653416,,EQ COLORS DIAPER JUMBO PK XL 4x48+4s,PACK,148,236.86,"35,055.80"
653427,,S 26 PROMIL GOLD THREE 6x1200G,BOX,162,"1,132.36","183,441.62"
653428,,S 26 PROMIL THREE 6x1200G,BOX,204,884.31,"180,399.67"
653429,,OVALTINE ALL IN ONE 495G,PACK,200,111.31,"22,262.99"
653456,,YAKI EUCALYPTUS OIL LINIMENT 144x60ML,PCS,1127,73.66,"83,015.62"
653470,,CHANG CLASSIC 5.5P BEER BOT 24x320ML,BOT,24,38.17,916.07
653503,,YAKI CAPSULE 100x10crd x 10s,PCS,5310,10.04,"53,337.04"
653530,,PRAN CHOCOLATE STICKS 20/4G,PACK,1920,13.41,"25,749.70"
653531,,PRAN STRAWBERRY STICKS 20/4G,PACK,1200,13.41,"16,093.56"
653532,,PRAN MILKY STICKS 20+2/4G,PACK,2160,13.41,"28,968.41"
653599,,LALA RICE CHOCO CRISPY 20x24s,PACK,80,16.09,"1,287.59"
653612,,JADE LAUNDRY PELLETS BLUE 100x200G,PACK,100,7.59,758.93
653720,,PONDS AM DEEP ACT NIGHT CREAM ST 36x10G,PCS,288,78.67,"22,657.70"
653779,,SNOW DEER 40x50s,PACK,680,25.89,"17,607.14"
653780,,FORTUNE INTL MENTHOL FTB 50x10x20s,PACK,2500,60.54,"151,339.30"
653830,,CRICKET MINI OTSO PACK STRIP 8s,STRIP,300,67.64,"20,292.86"
653865,,MARCA LEON CORN OIL SUP FAMILY VP 6x2/1L,PACK,174,218.93,"38,092.95"
653866,,MARCA LEON VEGTABLE OIL SUP SVRS PK 6x2/1L,PACK,270,218.93,"59,109.75"
653867,,MARCA LEON CANOLA OIL SUP DUO PACK 6x2/1L,PACK,120,162.23,"19,467.00"
653868,,FRITO PLUS VEG OIL SUP BP 6x2/1L,PACK,132,130.18,"17,183.90"
653869,,FRITO PLUS PALM OIL SUP SDP 6x2/1L,PACK,168,125.77,"21,129.04"
653882,,H AND Y SOFEE ASSTD JELLY STRAP 40x12s 231,TIE,400,6.94,"2,775.77"
653883,,H AND Y SOFEE FUN ASSTD JELLY 20x24s 232,PACK,200,16.56,"3,312.00"
653885,,H AND Y ASSTD FRUIT JELLY 20x24s 255,PACK,500,16.17,"8,082.86"
653886,,H AND Y SWEET STICK CHOCO CANDY 40x24s 614,PACK,840,16.17,"13,579.20"
653888,,H AND Y MILKY PLUS CHEWY CANDY 24x50s A936,PACK,312,15.73,"4,908.38"
653889,,H AND Y SWIT CANDY 40x24s A941,PACK,240,16.17,"3,879.77"
653890,,H AND Y OLIVE BUBBLE GUM 40x24s 622,PACK,1840,16.17,"29,744.91"
653892,,MEGAPLAS LINIMENT OIL PREMIUM 288x25ML,PCS,576,25,"14,400.00"
653893,,MEGAPLAS LINIMENT OIL PREMIUM 144x50ML,PCS,144,42.86,"6,171.43"
653900,,H AND Y TROPICAL FRUIT GUM 40x24s 914,PACK,600,16.17,"9,699.43"
653901,,H AND Y STRAWBERRY GUM 40x24s 929,PACK,1200,15.32,"18,381.60"
653903,,H AND Y MINI CHOCO M 40x72G 626,PACK,1320,16.17,"21,338.74"
653904,,H AND Y STAR CUP CHOCO+BISCUIT 30x24s 644,PACK,4290,16.17,"69,350.90"
653909,,H AND Y SOFEE GULMN PWDR UNF WHITE 10x10x15G,PCS,800,6.7,"5,362.29"
653910,,H AND Y SOFEE GULMN PWDR UNF RED 10x10x15G,PCS,800,6.7,"5,362.29"
653911,,H AND Y SOFEE GULMN PWDR UNF BLACK 10x10x15G,PCS,900,6.7,"6,032.57"
653912,,H AND Y SOFEE GULMN PWDR UNF GREEN 10x10x15G,PCS,600,6.7,"4,021.72"
653913,,H AND Y SOFEE GULMN PWDR PANDAN 10x10x15G,PCS,500,7.02,"3,509.15"
653916,,ROGERS TRU MAYO AP DRESSING DOY 48x200ML,PCS,1008,20.54,"20,700.00"
653920,,GREEN CROSS GPS AQUA CLEAN 2/125G wf,PACK,16,45.48,727.61
653960,,KITCHEN MAGIC PLASTIC SPOON 50x25s,PACK,600,43.06,"25,837.50"
654165,,SENORITA BEEF AND BEANS 50x165G,CAN,150,15.1,"2,264.25"
654220,,SUPER TWINS BABY PANTS MED 8x24+2s,PACK,288,124.59,"35,880.68"
654221,,SUPER TWINS BABY PANTS LARGE 8x22+2s,PACK,216,124.59,"26,910.51"
654222,,SUPER TWINS BABY PANTS XL 8x20+2s,PACK,120,124.59,"14,950.29"
654223,,SUPER TWINS BABY PANTS XXL 8x20+2s,PACK,256,131.91,"33,770.06"
654224,,SUPER TWINS BABY PANTS MED 6x52+4s,PACK,216,265.29,"57,303.58"
654225,,SUPER TWINS BABY PANTS XL 6x40+4s,PACK,234,249.9,"58,477.58"
654226,,SUPER TWINS BABY PANTS XXL 6x38+4s,PACK,282,249.9,"70,473.02"
654233,,HYGIENIX GERMICAL SOAP 72x125G,PCS,864,22.28,"19,246.43"
654234,,HYGIENIX GERMICAL SOAP 144x55G,PCS,3600,11,"39,605.15"
654267,,LECIT E 200 IU CAPSULE STRIPFOIL 40x5x10s,PCS,4500,6.87,"30,917.43"
654279,,EMPERADOR BRANDY GOLD 20x350ML,BOT,4940,35.31,"174,443.75"
654339,,SUNKIST ORANGE 4x5+1/235ML,PACK,140,64.03,"8,964.62"
654407,,MARCA LEON CORN OIL TIN GROSS 17KLS,TIN,38,"1,953.57","74,235.71"
654423,,HY PANTS ADULT UNDERWEAR MED 10x10s,PACK,370,145.27,"53,750.29"
654424,,HY PANTS ADULT UNDERWEAR LARGE 10x10s,PACK,280,182.52,"51,106.22"
654425,,EQ PANTS BABY DIAPERS BP MED 20x10s,PACK,3280,51.62,"169,322.69"
654426,,EQ PANTS BABY DIAPERS BIG PACK MED 8x24s,PACK,1864,121.09,"225,704.29"
654623,,MEGA PRIME GREEN PEAS EOC 50x155G,CAN,3202,10.08,"32,272.61"
654624,,MEGA PRIME WHOLE MUSHROOM EOC 48x198G,CAN,96,26,"2,495.95"
654625,,MEGA PRIME PCS n STEM MUSHROOM EOC 48x198G,CAN,240,22.87,"5,489.51"
654626,,MEGA PRIME WHOLE MUSHROOM EOC 24x425G,CAN,120,39.49,"4,739.14"
654627,,MEGA PRIME PCS n STEM MUSHROOM EOC 24x425G,CAN,24,35.54,853.04
654632,,MEGA PRIME KERNEL CORN EOC 24x425G,CAN,240,26.58,"6,378.10"
654633,,MEGA PRIME CREAM CORN EOC 24x425G,CAN,912,26.12,"23,824.07"
654634,,MOGU MOGU TO GO SWT TNGRN ORNGE 48x180ML,PCS,432,11.79,"5,091.43"
654635,,MOGU MOGU TO GO FOUR SEASONS 48x180ML,PCS,528,11.79,"6,222.85"
654690,,DON PEPE TABLIA DARK CHOCOLATE 40x10x27G,PCS,2000,4.89,"9,771.42"
654750,,DOWNY DARING 360x20ML,PCS,1080,3.83,"4,131.51"
654751,,DOWNY DARING 144x32ML,PCS,288,6.01,"1,731.95"
654917,,WILKINS PURE 330ML,PCS,90,5.46,491.79
654925,,SUGO GARLIC ADOBO PEANUTS 24x100G,PACK,96,19.85,"1,905.12"
654926,,MIK MIK RAINBOW POLVORON 20x20s,PACK,260,14.54,"3,779.96"
654927,,HI KO CRACKER NUTS GARLIC 14x20s,PACK,70,14.73,"1,030.89"
654928,,HI KO CRACKER NUTS BUTTER 14x20s,PACK,42,14.73,618.53
654929,,HI KO CRACKER NUTS BBQ 14x20s,PACK,28,14.73,412.36
654951,,COCO VIVI NATA JELLY 16x12x80G,PCS,1920,3.14,"6,034.29"
654956,,LACTACYD ODOR FRESH 48x60ML,PCS,624,47.29,"29,511.85"
654957,,LACTACYD ODOR FRESH 24x150ML,PCS,264,110.9,"29,277.98"
655041,,FRES APPLE PEACH MINT 24x50s,PACK,1584,22.74,"36,014.12"
655049,,LISTERINE HEALTHY WHITE 8x250ML,PCS,80,105.18,"8,414.23"
