CENTRAL DISTRIBUTION CENTER,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF November 05, 2021",,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST 
130482,,MR MUSCLE MOLD MILDEW REF 24x500ML,PCS,36,81.65,"2,939.39"
130494,,HI CRAFTS WHITE GLUE G130/K 120 130G/120G,PCS,36,17.68,636.43
130522,,HALLS HONEY LEMON 450s,PCS,7200,0.49,"3,558.89"
130527,,KLEENEX FT EUCALYPTUS 3PLY 36/80s 72201,BOX,36,69.62,"2,506.50"
130582,,DOGGIES CHOICE TICK AND FLEA SOAP 48/90G,PCS,116,46.88,"5,437.50"
130583,,DOGGIES CHOICE HERBAL SOAP 48/90G,PCS,101,56.25,"5,681.25"
130585,,DOGGIES CHOICE PET HOUSE CLEANSER 24/350G,PCS,120,128.57,"15,428.57"
130592,,OILGANICS SHP HEADLICE TREATMENT 36/120ML,PCS,109,96.43,"10,510.71"
130593,,OILGANICS SHP HEADLICE TREATMENT 48/60ML,PCS,134,56.25,"7,537.50"
130594,,OILGANICS SHP HEADLICE TREATMENT 144/10ML,PCS,372,11.05,"4,110.27"
130597,,EVEREADY BAT GOLD A91BP4 200/4s,PACK,200,115.79,"23,157.95"
130598,,EVEREADY BAT GOLD A92BP4 200/4s,PACK,400,123.88,"49,552.68"
130604,,AFICIONADO F28 BLACK CODE BY ARMANI 6x60ML,PCS,249,171.76,"42,769.08"
130673,,AFICIONADO F3 TOMMY BOY BY TOMMY H 6x60ML,PCS,150,171.76,"25,764.51"
130686,,EFFICASCENT OIL EXTREME 72x100ML,PCS,864,87.79,"75,850.72"
130693,,AFICIONADO F55 BVLGARY AQUA MARINE 6x60ML,PCS,172,171.76,"29,543.30"
130695,,AFICIONADO F68 FANTASY BY B SPEAR 6x85ML,PCS,28,192.38,"5,386.50"
130721,,NUTRO CHOCOLATE FLVRD CREAM WAFER 24x75G,PACK,120,22.39,"2,686.61"
130722,,NUTRO HAZELNUT FLVRD CREAM WAFER 24x75G,PACK,120,22.39,"2,686.61"
130730,,NUTRO ORANGE FLVRD CREAM WAFER 24x75G,PACK,120,22.39,"2,686.61"
130733,,SAFEGUARD SOAP PAPAYA 60G,PCS,5670,14.19,"80,468.64"
130788,,GOOD LIFE VERMICELLI SOTANGHON 50/16oz,PACK,452,51.55,"23,299.39"
130789,,GOOD LIFE VERMICELLI SOTANGHON 500/50G 1.59oz,PACK,2500,6.14,"15,357.83"
130790,,JELLEE SWTND GULAMAN PWDR RED 24/135G,PCS,48,18.32,879.26
130792,,JELLEE SWTND GULAMAN PWDR CLEAR 24/135G,PCS,24,18.32,439.63
130793,,JELLEE UNSWT GULAMAN PWDR RED 24/24G,PCS,72,7.8,561.86
130795,,JELLEE UNSWT GULAMAN PWDR CLEAR 24/24G,PCS,24,7.8,187.29
130797,,JELLEE UNSWT GULAMAN PWDR YELLOW 24/24G,PCS,48,7.8,374.57
130799,,JELLEE UNSWT GULAMAN PWDR BLACK 24/24G,PCS,24,7.8,187.29
130809,,H AND Y ASSORTED CONJAC JELLY 160G,PACK,200,18.04,"3,608.50"
130811,,SILVER SWAN SUKANG PUTI SUP 12x1L,PCS,4620,28.62,"132,218.63"
130812,,GATORADE GRAPE 500ML,PCS,937,29,"27,168.82"
130819,,JELLYBEE LYCHEE STRAP 40/10s,TIE,160,6.94,"1,110.31"
130846,,AFICIONADO F35 ROMANTIC WISH BY VS 6x85ML,PCS,64,192.38,"12,312.00"
130868,,AFICIONADO F2 POLO SPORT BY R LAUREN 6x85ML,PCS,138,250,"34,500.00"
130869,,AFICIONADO F4 HUGO BY HUGO 6x85ML,PCS,130,192.38,"25,008.75"
130870,,AFICIONADO F10 ENERGIZE BY HUGO 6x85ML,PCS,120,192.38,"23,085.00"
130886,,JELLYBEE ASSORTED JELLY 30/12s,PACK,300,7.73,"2,318.39"
130887,,JELLYBEE JELLY STICK 24/20s,PACK,72,6.56,472.39
130888,,JELLYBEE SUPER STICK JELLY 20/320G,PACK,40,13.13,525.19
130939,,LORINS PATIS POUCH 48/150ML,PACK,96,7.81,749.34
130945,,JELLYBEE LYCHEE CONJAC JELLY 20/18s,PACK,80,11.67,933.67
130947,,JELLYBEE LYCHEE JELLY 30/12s,PACK,210,7.73,"1,622.88"
130949,,EGO PUDDING JELLY STICK 30/12s,PACK,150,6.15,922.63
130957,,SILVER SWAN VINEGAR 5x11+1/200ML,PACK,165,58.87,"9,714.32"
130960,,JELLYBEE JELLY STICK 24/12s,PACK,120,11.83,"1,419.43"
130961,,H AND Y TARO UBE CONJAC JELLY 20/300G,PACK,20,29.49,589.85
130965,,JELLYBEE ASSORTED JELLY STRAP 40/10s,TIE,160,6.94,"1,110.31"
130983,,AFICIONADO F28 BLACK CODE BY ARMANI 6x85ML,PCS,126,192.38,"24,239.25"
130984,,AFICIONADO F16 CLINIQUE HAPPY 6x85ML,PCS,180,192.38,"34,627.50"
130998,,BIMOLI COOKING OIL POUCH 12/1L,PACK,264,75.55,"19,945.55"
131002,,AFICIONADO F55 BVLGARY AQUA MARINE 6x85ML,PCS,144,192.38,"27,702.00"
131022,,AFICIONADO F60 J LO LIVE BY J LOPEZ 6x85ML,PCS,112,250,"28,000.00"
131023,,H AND Y MANGO PUDDING 40/160G,PCS,120,18.04,"2,165.11"
131024,,JELLYBEE EAT AND DRINK CANDY 40/24s,PACK,4240,16.56,"70,214.40"
131025,,H AND Y ASSORTED CONJAC JELLY 20/300G,PACK,20,29.49,589.85
131026,,H AND Y MANGO PUDDING 20/300G,PACK,60,29.49,"1,769.56"
131040,,CLEENE FACIAL TISSUE BOX BLUE 50/150pulls,BOX,150,32.55,"4,881.87"
131041,,PETGARD DOG SOAP GLYCERINE 72/90G,PCS,72,58.32,"4,199.04"
131046,,ELLESTREQUE ACEITE D ALCANFORADO 288/25ML,PCS,72,9.48,682.44
131048,,ELLESTREQUE SALICYLIC ACID 330/25ML,PCS,48,10.74,515.38
131055,,ELLESTREQUE TAWAS POWDER PLAIN 45G,PCS,48,7.11,341.22
131059,,ELLESTREQUE HYDROGEN PEROXIDE 10VOL 288/60ML,PCS,72,7.7,554.45
131060,,ELLESTREQUE HYDROGEN PEROXIDE 10VOL 144/120ML,PCS,84,11.4,957.9
131061,,ELLESTREQUE OIL OF WINTERGREEN 432/15ML,PCS,47,6.07,285.37
131062,,ELLESTREQUE OIL OF WINTERGREEN 330/25ML,PCS,24,11.26,270.13
131063,,ELLESTREQUE ACETONE 288/30ML,PCS,216,11.29,"2,439.18"
131064,,ELLESTREQUE ACETONE 144/60ML,PCS,72,17.03,"1,226.25"
131066,,ELLESTREQUE ACEITE DE MANZANILLA 25ML,PCS,24,9.48,227.48
131070,,ELLESTREQUE LOVELY BELLE MINERAL OIL 330/25ML,PCS,48,10,479.84
131076,,WINGS HANGER BLACK 40/4s,SET,67,45.92,"3,076.34"
131077,,FIDEL IODIZED SALT FREE FLOWING 12/1KL,PACK,108,24.14,"2,607.34"
131078,,FIDEL IODIZED SALT FREE FLOWING 48/250G,PACK,96,7.78,747.01
131084,,DOWNY FC GARDEN BLOOM 20x6/43MLwf DP 33ML,PACK,8,35.13,281
131085,,DOWNY FC SUNRISE FRESH 20x6/40ML wf DSH 33ML,PACK,9,35.13,316.13
131119,,AFICIONADO F3 TOMMY BOY BY TOMMY H 6x85ML,PCS,84,192.38,"16,159.50"
131130,,METALLIC FOIL BLUE 200MTR,½MT,1600,4.19,"6,696.43"
131137,,PURO TOOTHBRUSH KIDS GIRLS PRO/FA670 288s,PCS,12,21.76,261.08
131141,,ZEST O APPLE JUICE JR 10/150ML,PCS,40,4.27,170.98
131204,,NUTRO STRAWBERRY FLVRD CREAM WAFER 24x75G,PACK,120,22.39,"2,686.61"
131205,,MAMAS LOVE COTTON 100/20G,PACK,800,9.83,"7,864.65"
131212,,NEW AGE DOUBLE PURPOSE COLORED BIG,PCS,3,19.7,59.09
131253,,NESTLE CHUCKIE CALCI N TB 12/1L,PCS,948,67.51,"63,997.55"
131272,,NUTRO VANILLA FLVRD CREAM WAFER 24x75G,PACK,120,22.39,"2,686.61"
131273,,GREEN CROSS ALCOHOL 70P 60/150ML,PCS,300,22.13,"6,637.68"
131274,,GREEN CROSS ALCOHOL MOIST 70P 48/150ML,PCS,1248,22.74,"28,375.35"
131276,,AFICIONADO BB SPRAY COLGNE DELIGHT 75x55ML,PCS,150,35.17,"5,276.00"
131277,,AFICIONADO BB SPRAY COLGNE BERRY KISSES 55ML,PCS,150,35.17,"5,276.00"
131278,,AFICIONADO BB SPRAY COLGN CITRUS CHARM 55ML,PCS,150,35.17,"5,276.00"
131409,,AFICIONADO BB SPRAY COLGNE WHT LIGHT 55ML,PCS,150,35.17,"5,276.00"
131410,,AXION DISH LIQ LIME/KALAMANSI 144x50ML,PACK,1296,8.47,"10,976.67"
131413,,UNI ALCOSAFE 70P ETHYL ALCOHOL 48x55ML,PCS,240,16.7,"4,007.14"
131416,,CARESS ADULT DIAPER BASIC MEDIUM 60/1s,PCS,1920,13.78,"26,462.57"
131490,,PALMOLIVE SHP MCLLAR PURE MOISTURE 12x380ML,PCS,108,234.21,"25,294.23"
131491,,PALMOLIVE SHP MCLLAR PURE MOISTURE 24x200ML,PCS,120,124.42,"14,930.60"
131492,,PALMOLIVE SHP MCLLAR PURE MOISTURE 384x12ML,PCS,1920,4.54,"8,707.89"
131494,,PALMOLIVE SHP MCLLAR PURE FRESHNESS 12x380ML,PCS,60,234.21,"14,052.35"
131496,,PALMOLIVE SHP MCLLAR PURE FRESHNESS 24x200ML,PCS,120,124.42,"14,930.60"
131499,,PALMOLIVE SHP MCLLAR PURE FRESHNESS 384x12ML,PCS,1152,4.54,"5,224.73"
131500,,BIO TROFF LINIMENT PLUS 70ML,PCS,96,31.25,"3,000.00"
131519,,AFICIONADO BB SPRAY COLGNE ICY DIVE 75x55ML,PCS,150,35.17,"5,276.00"
131520,,COLGATE TP FC CC PEPPERMINT ICE 50ML,PCS,1008,43.26,"43,604.96"
131521,,COLGATE TP FC CC PEPPERMINT ICE 72x95ML,PCS,1008,69.21,"69,768.02"
131522,,COLGATE TP FC CC PEPPERMINT ICE 145ML,PCS,1458,99.5,"145,064.53"
131523,,AFICIONADO BB SPRAY COLGNE FRESH 75x55ML,PCS,150,35.17,"5,276.00"
131524,,COLGATE TP FC CC SPICY FRESH 50ML,PCS,1656,48.28,"79,959.26"
131525,,COLGATE TP FC CC SPICY FRESH 95ML,PCS,2376,69.21,"164,453.20"
131526,,COLGATE TP FC CC SPICY FRESH 145ML,PCS,756,99.5,"75,218.64"
131530,,CLEANS UP SUPER ABS MOP WHDL,PCS,60,165.6,"9,935.89"
131531,,CLEANS UP MINI MOP REFILL,PCS,37,87.05,"3,220.82"
131532,,CLEANS UP SUPER ABS MOP REFILL,PCS,74,120.21,"8,895.86"
131534,,CELL 4X6 01 EXCELLENT BRAND,PACK,900,9.19,"8,268.75"
131537,,ANNIES LANGKA 40/24s,PACK,520,18.3,"9,517.86"
131538,,ANNIES UBE CANDY 40/24s,PACK,880,18.3,"16,107.14"
131539,,CHARONI PORK CHICHARON 50/30G,PACK,1,4.97,4.97
131547,,CLEANS UP EASY HOLD SPONGE ASSTD,PCS,34,12.98,441.24
131548,,CLEANS UP AP SCRUB ASSTD COLOR,PCS,314,19.2,"6,029.08"
131551,,EXTRA FOLDED TABLE NAPKIN 10/350s,PACK,180,77.42,"13,936.39"
131565,,DR J ETHYL ALCOHOL 70P 36/500ML,PCS,8028,58.87,"472,577.05"
131569,,ROGERS ALL PURPOSE SALAD DRESSING 4/3.5L,PCS,8,227.68,"1,821.43"
131571,,ROGERS SANDWICH SPREAD PREM 4/3.5L,PCS,4,261.61,"1,046.43"
131577,,JBB POWDER PINK BLOSSOM 100G,PCS,1152,33.56,"38,659.02"
131578,,JBB POWDER PINK BLOSSOM 144/50G,PCS,1296,16.84,"21,824.54"
131579,,PALMOLIVE NAT SHP HEALTHY SMTH 24/180ML,PCS,648,84.28,"54,614.25"
131580,,PALMOLIVE NAT SHP HEALTHY SMTH 36/90ML,PCS,1152,45.3,"52,185.28"
131585,,AFICIONADO BB SPRAY COLGNE SPORTY 75x55ML,PCS,374,35.17,"13,154.82"
131595,,CLEANS UP MINI SCRUB 80MX80MX30M,PCS,290,11.88,"3,444.40"
131602,,BIOGENIC ISOPROPYL ALCOHOL 70P 36/500ML,PCS,396,60.96,"24,138.80"
131603,,BIOGENIC ISO ALCOHOL 70P TRIG 24/330ML,PCS,480,55.14,"26,468.26"
131604,,BIOGENIC ISOPROPYL ALCOHOL 70P 48/250ML,PCS,528,35.16,"18,562.50"
131605,,JBB POWDER PINK BLOSSOM 48/200G,PCS,288,66.83,"19,247.67"
131609,,GARD SHP MOISTURIZING CARE 180ML,PCS,384,96.91,"37,213.92"
131634,,SAFEGUARD SOAP GREEN/FRESH 60G,PCS,4212,14.19,"59,776.70"
131635,,SAFEGUARD SOAP PINK ALOE 60G,PCS,39366,14.19,"558,682.27"
131647,,SMILEYS VANILLA SANDWICH COOKIES 60/65G,PACK,420,9.17,"3,850.21"
131648,,SMILEYS CHOCOLATE SW COOKIES 60/65G,PACK,120,9.17,"1,100.06"
131660,,FORTUNE CASH BOOK,PCS,80,19.64,"1,571.43"
131683,,LEWIS AND PEARL FB POWDER RAIN 36/50G,PCS,180,14.28,"2,571.07"
131684,,LEWIS AND PEARL FB POWDER CHILL 36/50G,PCS,144,14.28,"2,056.86"
131742,,GOOD LIFE VERMICELLI SOT 250/100G 3.2oz,PACK,1000,11.85,"11,853.04"
131746,,SILVER SWAN SOY SAUCE 5x11+1/200ML,PACK,120,81.97,"9,836.37"
131747,,SILVER SWAN VINEGAR 6x11+1/100ML,PACK,90,42.19,"3,797.49"
131767,,MW SHAOLIN OIL 12x50ML,PCS,12,142.86,"1,714.29"
131784,,BIOGENIC ISOPROPYL ALCOHOL 70P 60/150ML,PCS,480,22.69,"10,893.41"
131802,,OISHI SUNDAYS MANGO DRINK 120/35G,PCS,360,11.73,"4,224.11"
131809,,DON PEPE TABLIA 3N1 CHOCO DRINK 50/12/15G,PCS,79800,2.93,"233,699.89"
131830,,UNI ALCOSAFE 70P ISOPROPYL ALC 24x500ML,PCS,96,60.71,"5,828.57"
131838,,FORTUNE INTERMEDIATE PAD BOOK WP 100x90/80L,PAD,2400,18.3,"43,928.57"
131858,,HAPEE TP OUTRAGEOUS BLUE CHILL 25ML,PCS,324,17.22,"5,577.83"
131860,,HAPEE TP OUTRAGEOUS BLUE CHILL 72/100ML,PCS,216,52.64,"11,369.37"
131861,,HAPEE TP OUTRAGEOUS BLUE CHILL 54/150ML,PCS,108,66.88,"7,223.40"
131862,,ENERGIZER MAX E93 BP2 108/2s,CARD,108,165.25,"17,846.90"
131863,,CENTURY TUNA FLAKES N VEG OIL LITE 48/180G,CAN,1248,36.89,"46,038.06"
131884,,CHAMPION LIQ DET FRNT LOAD LOW FM SUP 12x1L,PACK,48,109.69,"5,265.00"
131885,,CHAMPION LIQ DET FRNT LOAD LOW FOAM 6x1.6L,PCS,42,175.42,"7,367.50"
131886,,CHAMPION LIQ DET FRNT LOAD LOW FM 144x50ML,PCS,1584,5.48,"8,679.01"
131887,,MANG KIKO FIESTA PROMO 6/4/350ML B3T1,PACK,24,31.9,765.71
131888,,MANG KIKO BANANA KETCHUP  12/1L,PCS,24,36.61,878.57
131923,,MOTHERS BEST WHITE VINEGAR 24/350ML,BOT,72,8.84,636.29
131937,,HARDYS VARIETAL RANGE SHIRAZ 6x1L,BOT,168,277.23,"46,575.00"
131938,,HARDYS VARIETAL RANGE MERLOT 6x1L,BOT,168,277.23,"46,575.00"
131939,,HARDYS VARIETAL RANGE CAB SAUVIGNON 6x1L,BOT,168,277.23,"46,575.00"
131947,,SILVER SWAN SOY SAUCE 6x11+1/100ML,PACK,210,51.14,"10,740.34"
132041,,SAN MIGUEL 70P ETHYL ALCOHOL 60x250ML,PCS,2220,33.04,"73,339.28"
132044,,UNI ALCOSAFE 70P ISOPROPYL ALC 48x250ML,PCS,240,34.15,"8,196.43"
132059,,PLASTIC ENVELOPE ORD SHORT YELLOW,PCS,128,4.24,542.86
132102,,ASAP CHICHARON 10/20/10G,PACK,4901,13.39,"65,638.41"
132103,,LOBSTER CHICHARON 10/20/10G,PACK,7739,13.39,"103,647.34"
132117,,MARCA PINA OYSTER SAUCE 24/250G,PCS,48,50.61,"2,429.33"
132150,,PALMOLIVE NAT SHP BRILLIANT SHINE 24/180ML,PCS,144,84.28,"12,136.50"
132162,,UNI ALCOSAFE 70P ISOPROPYL ALC SPRAY 24x250ML,PCS,120,39.46,"4,735.71"
132188,,NECO ANISE EXTRACT 72/120ML,PCS,72,14.15,"1,018.93"
132189,,MANG KIKO BANANA KETCHUP 4/1GAL,GAL,8,103.57,828.57
132198,,JUICY COLOGNE ANGELS BLISS 25ML,PCS,432,10.02,"4,329.07"
132199,,JUICY COLOGNE ANGELS BLISS 144/50ML,PCS,576,18.22,"10,494.70"
132200,,JUICY COLOGNE ANGELS BLISS 72/125ML,PCS,216,35.89,"7,752.96"
132201,,JUICY COLOGNE SWEET TRT/DEL 25ML,PCS,432,10.02,"4,329.07"
132202,,JUICY COLOGNE SWT TRT/DLGHT 144x50ML,PCS,2160,18.22,"39,355.16"
132203,,JUICY COLOGNE SWEET DELIGHT 125ML,PCS,864,35.89,"31,011.86"
132204,,JUICY COLOGNE ORANGE TWIST 25ML,PCS,1728,10.02,"17,316.26"
132205,,JUICY COLOGNE ORANGE TWIST 144/50ML,PCS,1296,18.22,"23,613.09"
132206,,JUICY COLOGNE ORANGE TWIST 72/125ML,PCS,72,35.89,"2,584.32"
132207,,JUICY COLOGNE SPRIGHTLY SPRINKLE 25ML,PCS,144,10.02,"1,443.02"
132208,,JUICY COLOGNE SPRIGHTLY SPRINKLE 144/50ML,PCS,864,18.22,"15,742.06"
132209,,JUICY COLOGNE SPRIGHTLY SPRINKLE 72/125ML,PCS,288,35.98,"10,363.39"
132210,,JUICY COLOGNE DREAMSICLE 25ML,PCS,3024,10.02,"30,303.47"
132211,,JUICY COLOGNE DREAMSICLE 144/50ML,PCS,1728,18.22,"31,484.13"
132212,,JUICY COLOGNE DREAMSICLE 72/125ML,PCS,72,35.89,"2,584.32"
132213,,JUICY COLOGNE ICYLICIOUS 25ML,PCS,3024,10.02,"30,303.46"
132214,,JUICY COLOGNE ICYLICIOUS 144/50ML,PCS,2592,18.22,"47,226.19"
132215,,JUICY COLOGNE ICYLICIOUS 72/125ML,PCS,216,35.89,"7,752.96"
132246,,CALINGACION DEP ED FORM 138 A 500s,PACK,500,16.74,"8,370.54"
132270,,KSK BOY BAWANG CHILI CHEESE CORN 40/100G,PACK,1600,11.41,"18,257.41"
132293,,OLYMPIC ALUMINUM FOIL REFILL 30cm x 8m 48r,ROLL,1968,22.32,"43,928.57"
132411,,MR MUSCLE BATHRM CLNER FLORAL 12x450ML,PCS,168,56.6,"9,509.21"
132433,,ALBATROSS ROUND KIWI 288/50G,PCS,12,25.13,301.61
132434,,ALBATROSS ROUND KIWI 144/100G,PCS,36,39.41,"1,418.93"
132454,,JELLYBEE CHOCO M 40/24s,PACK,2840,16.17,"45,910.62"
132463,,EMPERADOR LIGHT BRANDY 750ML W/CLUBMIX 8pk,PACK,34733,107.81,"3,744,651.56"
132464,,TIDE PWDR FOD GARDEN BLOOM 31x6+1/74G,PACK,341,43.73,"14,911.95"
132495,,TITA ELY SWEET RED MONGO 24/12oz,PCS,24,49.62,"1,190.89"
132497,,MOTHERS BEST SOY SAUCE 12/750ML,BOT,12,21.48,257.78
132501,,PALMOLIVE NAT SHP INTNSV MOIST PNK 36/90ML,PCS,1440,45.3,"65,231.60"
132521,,ZARAGOZA G BAGOONG IN CORN OIL SWT 24x240G,PCS,24,77.68,"1,864.29"
132531,,NESCAFE CLASSIC RESEALABLE 60x50G,PACK,2220,31.79,"70,571.47"
132563,,WHITE KING CHICKEN ARROZ CALDO 113G,PACK,150,22.88,"3,432.01"
132569,,MR MUSCLE BATHRM CLNER REGULAR 12x450ML,PCS,192,56.6,"10,867.67"
132572,,MOUNTAIN DEW 24/330ML,CAN,484,20.24,"9,798.48"
132577,,MEDIPLAST GAUZE BANDAGE 2X10 288s,PCS,288,21.34,"6,144.60"
132578,,MEDIPLAST GAUZE BANDAGE 3X10 288s,PCS,192,29.47,"5,657.82"
132587,,BABYFLO PET JELLY POWDER FRESH 60/100G,PCS,145,83.17,"12,059.77"
132590,,BABYFLO PET JELLY SOOTHING N RELAXING 100G,PCS,22,83.17,"1,829.77"
132593,,MEDIPLAST GAUZE BANDAGE 2X6 288s,PCS,156,9.95,"1,551.70"
132594,,MEDIPLAST GAUZE BANDAGE 3X6 288s,PCS,144,14.1,"2,030.73"
132595,,MEDIPLAST GAUZE BANDAGE 4X6 288s,PCS,72,17.54,"1,262.69"
132615,,CELL 4X12 03 EXCELLENT BRAND,PACK,80,54.6,"4,368.00"
132619,,CELL 2X3 02 EXCELLENT BRAND,PACK,900,5.64,"5,079.38"
132621,,CELL 2 1/2X10 CHAMPION BRAND,PACK,150,7.75,"1,162.05"
132649,,TIDE PWDR FOD GRDN BLM 4/74G+GB PC 6+2/74G,PACK,306,80.82,"24,729.76"
132661,,MAGNOLIA FULL CREAM MILK 12/1L,PCS,672,62.52,"42,012.12"
132688,,DATU PUTI SOY SAUCE JUMBO 340ML,PACK,120,12.23,"1,467.68"
132689,,DATU PUTI SOY SAUCE SAKTO 144/60ML,PACK,1440,2.68,"3,858.47"
132713,,ZEST O TWIST LEMON LIME 6/1.5L,BOT,66,34.87,"2,301.30"
132718,,DATU PUTI WHITE VINEGAR SUP 350ML,PACK,600,10.55,"6,331.93"
132720,,DOGGIES CHOICE SOAP ANTI MANGE 48/90G,PCS,68,62.95,"4,280.36"
132730,,UNI ALCOSAFE 70P ISOPROPYL ALC 72x150ML,PCS,360,20.49,"7,376.79"
132747,,METALLIC FOIL RED 200MTR,½MT,3200,4.54,"14,535.71"
132749,,UNI ALCOSAFE 70P ISOPROPYL ALC 48x55ML,PCS,240,17.46,"4,189.29"
132758,,MILK MAGIC CHOCOLATE MILK 10/1L,BOX,100,48.9,"4,889.53"
132781,,COLGATE TB CLASSIC ADULT FLOW WRAP 72s,PCS,792,10.79,"8,547.22"
132886,,CRYSTAL RULER 1202,PCS,103,11.69,"1,204.27"
132912,,OTC CARTOLINA NEON FOREST GREEN 100s,PCS,800,9.46,"7,568.00"
132913,,OTC CARTOLINA NEON FUSCHIA PINK,PCS,500,3.71,"1,852.68"
132939,,CRAB MISUA 12s,PACK,350,20.43,"7,150.00"
132940,,CRAB ODONG 50/12/50G,PACK,350,31.23,"10,931.25"
132941,,CRAB EGG NOODLE PANCIT CANTON 500G,PACK,30,64.05,"1,921.46"
132959,,CRAB SPECIAL PANCIT CANTON 10/1KL,PACK,200,120.45,"24,090.00"
132990,,BETET GREEN No1 36x12x17.5G,PCS,6912,21.29,"147,162.84"
133035,,EXTRA INTERFOLDED TOWELS  30/175sheet,PACK,300,35.24,"10,570.95"
133038,,EXTRA BT CORELESS 500sht 2PLY 10/10s,PACK,50,86.1,"4,305.15"
133039,,EXTRA FOLDED TABLE NAPKIN 8/400s,PACK,120,80.08,"9,609.16"
133046,,GOLDEN PAGODA VEGETABLE OIL 10/1/2GAL,PCS,10,145.86,"1,458.63"
133061,,GOLDEN PAGODA VEGETABLE OIL 6/1GAL,GAL,42,288.75,"12,127.50"
133062,,GOLDEN PAGODA VEGETABLE OIL PB 12/1L,BOT,72,84.58,"6,090.00"
133063,,EIGHT OCLOCK MANGO LITRO 120x20G,PACK,2280,8.27,"18,857.74"
133104,,DOWNY SUNRISE FRESH 24ML,PCS,92519,3.79,"350,474.00"
133119,,LIFEBUOY ALCOHOL TOTAL 10 24x500ML,PCS,96,73.25,"7,031.71"
133125,,ACTIVEX DUO WHITE FRESH SOAP 32x3/90G Sv20,PACK,128,45.45,"5,817.77"
133127,,DURU BLOOMING WHITE SOAP 32x3/90G Sv20,PACK,128,60.95,"7,801.10"
133128,,DURU WHITE BRILLANCE SOAP 32x3/90G Sv20,PACK,128,60.95,"7,801.10"
133129,,SWEET BABY PREM WIPES UNSCENTED 24x2/30s+10s,PACK,96,60.5,"5,807.68"
133130,,SWEET BABY PREM WIPES BIG SAVINGS PK 12x5/30s,PACK,168,108.6,"18,245.20"
133131,,ACTIVEX DUO WHITE FLORAL SOAP 24x3/135G Sv25,PACK,72,64.81,"4,666.43"
133132,,COCO LAVA WAFER 60x50G,PACK,120,6.71,805.41
133133,,ACTIVEX DUO WHITE FRESH SOAP 24x3/135G Sv25,PACK,72,64.81,"4,666.43"
133176,,CANON VEGETABLE OIL CONT 15KL,CONT,2,946.43,"1,892.86"
133183,,IMODIUM LOPERAMIDE 2mg 30x4capsules,BOX,193,47.56,"9,178.61"
133195,,VALIANT COLUMNAR COATED NOTEBOOK 18COLUMN,PCS,140,30.58,"4,281.26"
133221,,GLADE AFF WILD LAVENDER TP 12x2/320ML,PACK,276,193.49,"53,402.65"
133227,,CHOCOMANI COINS 20x20s,PACK,1900,14.75,"28,023.44"
133272,,TITA ELY SWEET BEANS 12/32oz,JAR,24,116.8,"2,803.18"
133289,,DURU BLOOMING WHITE SOAP 24x3/140G Sv25,PACK,96,85.4,"8,198.84"
133316,,WINSTON RED BOX 50x10x20s,PACK,100501,93.3,"9,377,102.09"
133323,,MEDIPLAST PAPER TAPE 1.25cm x 5m,PCS,72,31.82,"2,291.39"
133326,,MEDIPLAST PAPER TAPE 2.5cmx9.1m,PCS,144,107.22,"15,439.64"
133327,,MEDIPLAST PAPER TAPE 1.25cm x 9.1m,PCS,144,56.95,"8,200.96"
133330,,MEDIPLAST GUAZE PADS 2X2,PACK,1092,2.89,"3,157.74"
133331,,MEDIPLAST GAUZE PADS 3X3,PACK,1600,3.98,"6,363.38"
133332,,MEDIPLAST GAUZE PADS 4X4,PACK,400,5.24,"2,096.28"
133333,,MEDIPLAST EYE PADS,PACK,104,19.04,"1,979.64"
133336,,BABYFLO BOTTLE AND NIPPLE BRUSH W/SUCTION 72s,PCS,108,85.16,"9,196.77"
133338,,BABYFLO TEETHER HARD AND SOFT,PCS,84,59.66,"5,011.83"
133340,,BABYFLO NASAL ASPIRATOR SOFT TIP,PCS,84,56.77,"4,768.92"
133342,,WASHINGTON RICE 5KLS,BAG,4130,207,"854,910.00"
133343,,WASHINGTON RICE 10KLS,BAG,965,402,"387,930.00"
133346,,DYNOEGGS MILK CHOCO 48/25s,PACK,192,15.52,"2,979.43"
133352,,LION TIGER AEROSOL 12/420G/618ML,PCS,72,174.37,"12,554.50"
133373,,CRAB SPECIAL PANCIT CANTON  20/1/2KL,PACK,240,62.78,"15,066.86"
133410,,SUGO SALTED PEANUT 24x120G/100G,PACK,48,19.85,952.56
133411,,PAMPERS BABY BASIC MEDIUM REGULAR 12s,PACK,168,86.24,"14,487.56"
133440,,SULTANA RAISINS 10KLS,100G,1200,24.11,"28,928.57"
133456,,OLD ORCHARD CRANBERRY JCE CKTAIL 8x64oz,BOT,8,204.34,"1,634.71"
133459,,RAUCH HAPPY DAY TOMATO JUICE 12/1L,PCS,180,69.43,"12,496.51"
133462,,GOOD LIFE BREAD CRUMBS 30/230G,PACK,60,25.79,"1,547.59"
133470,,SAFEGUARD SOAP LEMON FRESH 162x60G,PCS,5022,14.19,"71,272.22"
133471,,DERMA SKINLITE WHTNG PWDR SUNBLOCK 36/120G,BOX,3,133.04,399.11
133521,,ADHERE STAT TAPE 1/2X50 BIG ROLL CLEAR,PCS,1,6.47,6.47
