ISLAND CITY MALL,,,,,,
POS UNPOSTED SALES,,,,,,
"As of APRIL 27, 2022",,,,,,
Item No.,Variant Code,Description,UOM,Quantity,Cost w/o VAT,Total Cost w/o VAT
117448,,MELLO T MMALLOW 135G,PACK,-80,21.09086,-1687.2688
117449,,FL MALLOWS 135G,PACK,-150,17.12234,-2568.351
117458,,ROGERS SALAD D 470ML,JAR,-17,54.30452,-923.17684
117461,,CC CHILI N CHSE 22G,PCS,-398,3.73696,-1487.31008
117462,,CC CHILI CHSE 85G,PCS,-43,14.29327,-614.61061
117470,,FLFY LN MLLWS 13.5G,PCS,-921,3.02348,-2784.62508
117482,,355 CW OVL S LFAH,PCS,-5,34.34139,-171.70695
117520,,3A SP UBE PLVRN STYRO 33s,PACK,-3,42.26871,-126.80613
117530,,BAYGOM MC LAV J 10s,BOX,-271,13.8125,-3743.1875
117537,,KOTEX FRESH PL LW 8s,PACK,-3,19.12363,-57.37089
117572,,FLAT TOPS 30s,PACK,-91,26.58369,-2419.11579
117574,,CAFE PURO JAR 100G,JAR,-1,72.19519,-72.19519
117575,,C PURO JADE BLEND 400G,CAN,-9,113.86475,-1024.78275
117577,,FIBISCO MARIE 10/4s,PACK,-30,25.84353,-775.3059
117581,,ALLWRAP AL FOIL REG 7M,PCS,-2,38.39413,-76.78826
117584,,KM WAX PPR SAMP 10M,PCS,-19,29.60021,-562.40399
117586,,KM ALUM FOIL REF 8M,PCS,-21,39.38954,-827.18034
117587,,KM CLING WRAP SAM 20M,PCS,-1,26.8723,-26.8723
117591,,SWEET CORNSNAK 12G,PACK,-312,201.61706,-62904.52272
117594,,CALUMET BAKING PWDR,250G,-168,60.70131,-10197.82008
117600,,MARGIE GRN PEAS 140G,PACK,-19,11.00243,-209.04617
117605,,JOY DWL KAL 6+1/18.5ML,PACK,-207,23.88393,-4943.97351
117607,,X O COFFEE CANDY 50s,PACK,-167,23.24129,-3881.29543
117611,,VENUS PERM SET 120ML G,SET,-1,17.86353,-17.86353
117679,,KM ALUM FOIL STD 8M,PCS,-1,50.68493,-50.68493
117682,,TE NDC WHITE 12oz,JAR,-7,25.89537,-181.26759
117684,,TE NDC WHITE 32oz,JAR,-1,55.86086,-55.86086
117685,,TE KAONG WHT 32oz,JAR,-1,57.30167,-57.30167
117686,,TE NDC GRN 32oz,JAR,-1,55.86086,-55.86086
117693,,RAM PICKLE RELISH 405G,JAR,-10,59.8785,-598.785
117705,,MB SARSA LS R 560G,BOT,-14,19.8724,-278.2136
117723,,BF SW SPRD 220ML,JAR,-55,31.2719,-1719.9545
117747,,MC BEEF HERB GRAVY 30G,PCS,-70,13.4499,-941.493
117749,,MC CHKN PANDAN 30G,PCS,-2,17.83041,-35.66082
117751,,Z14 KISS HB BLUE W/AC,PCS,-1,75.89286,-75.89286
117752,,MC UBE EXTRACT 20ML,PCS,-4,36.14818,-144.59272
117753,,MC SBERRY EXTRACT 20ML,BOT,-1,29.41482,-29.41482
117755,,LKK HOISIN SAUCE 100G,JAR,-20,41.17065,-823.413
117756,,LKK HOISIN SAUCE 240G,JAR,-17,73.36808,-1247.25736
117759,,KK TER BASTE GLZ 250ML,BOT,-1,60.33745,-60.33745
117761,,CO SPAG SCE 3 CHSE 250G,PACK,-5,17.01839,-85.09195
117765,,MC BASIL LEAVES WHL 9G,BOT,-6,30.88529,-185.31174
117769,,CO PAPPLE JAM 320G,JAR,-1,45.65046,-45.65046
117770,,CO GUAVA JELLY 320G,JAR,-4,37.73234,-150.92936
117771,,CO SBERRY JAM 320G,JAR,-3,35.63951,-106.91853
117772,,CO OR MMLADE 320G,JAR,-20,45.2868,-905.736
117782,,JOY DWL LMN RF 355ML,PACK,-80,65.00893,-5200.7144
117783,,JOY DWL AB W/SFG 345ML,PACK,-19,74.05357,-1407.01783
117784,,JOY DWL KAL 355ML,PACK,-57,65.00893,-3705.50901
117785,,PAM BBD PANTS M 66s,PACK,-6,517.91964,-3107.51784
117786,,PAM BBD PANTS S 24s,PACK,-10,168.83929,-1688.3929
117807,,ARG MEAT LOAF 150G,CAN,-439,11.09307,-4869.85773
117811,,JOY U KALMNSI 40ML,PCS,-192,7.80382,-1498.33344
117815,,K FT BIG TRAVEL 2P 60P,PACK,-5,17.78213,-88.91065
117822,,WIPE COTT ROLL 45G,PACK,-105,12.71024,-1334.5752
117823,,WIPE COT ROLL 90G,PACK,-18,21.6226,-389.2068
117824,,BBFLO G BUDS PL PNK 36T,PACK,-57,4.93162,-281.10234
117825,,BBFLO G BUDS PL PINK 72T,PACK,-85,7.34563,-624.37855
117826,,BBFLO G BUDS PL PK 108T,PACK,-92,10.05327,-924.90084
117827,,BBFLO G BUDS PL PINK 200T,PACK,-88,16.83073,-1481.10424
117828,,BBFLO G BUD P MG 36T,PACK,-67,4.53506,-303.84902
117829,,BBFLO G BUDS PL MG 72T,PACK,-104,7.12066,-740.54864
117830,,BBFLO GBUDS P MG 108T,PACK,-102,10.04571,-1024.66242
117831,,BBFLO G BUDS PL MG 200T,PACK,-180,16.56841,-2982.3138
117835,,ALBA RF KIWI 100G,PCS,-1,22.44075,-22.44075
117836,,ALB RND SBERRY 100G,PCS,-3,28.32032,-84.96096
117840,,AP SP SLTED PNUT 400G,PCS,-1,26.227,-26.227
117843,,AP SP WP SLTD 100G,PACK,-3,27.22727,-81.68181
117852,,AP SP WHT PNT BKD 100G,PACK,-11,286.36333,-3149.99663
117859,,AP SP WP BKD 200G,PCS,-10,17.18176,-171.8176
117860,,AP SP WP BKD 300G,PCS,-2,14.1,-28.2
117877,,NF RAINBOW MIX 24s,PACK,-4,15.1284,-60.5136
117880,,807 T BRUSH WBASE,PCS,-3,29.31,-87.93
117886,,20820 H DSTPAN WB,PCS,-2,39.40074,-78.80148
117900,,130851 2 U ROPE L,PCS,-2,19.41472,-38.82944
117902,,130853 4 U ROPE 4X15 L,PCS,-1,46.46333,-46.46333
117907,,20818 M IRON BRSH,PCS,-26,31.19236,-811.00136
117908,,353 C SHPD LOOFAH,PCS,-6,24.55436,-147.32616
117912,,533 HW 3P SCRB PAD,PCS,-6,27.10538,-162.63228
117918,,99 BAMBOO TP 100s,PCS,-48,15.13987,-726.71376
117924,,CELL 1 1/2X10 HK P KING,PACK,-17,9.64867,-164.02739
117932,,AP GEL LAV BLISS 180G,PCS,-1,105.33036,-105.33036
117939,,DOWNY SF 6+1/38ML,PACK,-97,36.71429,-3561.28613
117940,,DOWNY FC AB 6+1/36ML,PACK,-159,36.71429,-5837.57211
117959,,DOWNY PSN 6+1/32ML,PACK,-27,36.71429,-991.28583
117970,,5S FB NATA S C 24s,PACK,-291,12.05357,-3507.58887
117980,,SWT BB DRY DPR J MED 54s,PACK,-1,366.11607,-366.11607
118035,,HOMI INST BEEF BRSKT 40G,CUP,-19,10.48264,-199.17016
118046,,ST DEW C ORG DP 200ML,PCS,-712,3.22612,-2296.99744
118048,,ST DEW C PA DP 200ML,PCS,-1175,3.21917,-3782.52475
118057,,LDS CRISP LINEN 170G,BOT,-9,113.82501,-1024.42509
118060,,CHIPS D MINI CHOCO 35G,PCS,-155,6.31969,-979.55195
118066,,DEOROX BL FW ORIG 1GAL,GAL,-2,51.53211,-103.06422
118071,,C ACEITE DE MANZ 55ML,BOT,-17,8.41784,-143.10328
118077,,MS NEO RD215R CHERRY,PCS,-1,52.83238,-52.83238
118083,,C TAWAS PDR PLN 40G,PCS,-128,4.77,-610.56
118120,,CAL S NEWPORT NCAR 1.5oz,PCS,-1,100,-100
118122,,CAL SCENTS C CHRY 1.5oz,PCS,-2,100,-200
118142,,FRY POP VEG CRCKR 80G,PACK,-25,7.7275,-193.1875
118152,,MAG NFM 2/1L S20,PACK,-12,130.84821,-1570.17852
118157,,GIL DAISY PLUS 1s,PCS,-2,22.82071,-45.64142
118165,,M LOLLY ORANGE 24s,PACK,-32,17.41071,-557.14272
118166,,M LOLLY MILK 24s,PACK,-43,17.41071,-748.66053
118247,,MELLO MARSHMALLOW 11G,PACK,-135,1.175,-158.625
118262,,GOYA CRM WCHOCO 35G,PCS,-147,10.27161,-1509.92667
118302,,CELL 7X14 01 EXCEL,PACK,-12,27.58844,-331.06128
118304,,ZIM GCLEMON R 250ML,BOT,-2,24.87031,-49.74062
118306,,ZIM GC LEMON TH 500ML,BOT,-2,65.1824,-130.3648
118307,,ZIM GC REG R 250ML,BOT,-7,23.45622,-164.19354
118308,,ZIM GC REG TH 500ML,BOT,-1,63.57233,-63.57233
118309,,ZIM GC APPLE R 500ML,BOT,-3,40.76435,-122.29305
118310,,FARLIN SIL NIPPLE XCUT,PCS,-1,13.5625,-13.5625
118311,,FARLIN RUBBER NIPPLE SML,PCS,-8,5.58547,-44.68376
118312,,F COTTON BUD BLU 108T,PACK,-12,7.21417,-86.57004
118313,,F COT BUDS BLUE 200T,PACK,-20,12.53583,-250.7166
118314,,F COT BUDS PINK 50T,PACK,-35,4.11569,-144.04915
118315,,F COT BUDS PINK 108T,PACK,-11,7.21438,-79.35818
118320,,FARLIN COT BUDS W 50T,PACK,-32,4.28563,-137.14016
118321,,FARLIN COT BUDS W 108T,PACK,-5,7.21438,-36.0719
118322,,FARLIN COT BUDS W 200T,PACK,-7,12.53583,-87.75081
118333,,BBJOY STDRD R NIPL SM,PCS,-4,4.53597,-18.14388
118334,,BABYJOY SIL NIPPLES X CUT,PCS,-5,11.11986,-55.5993
118335,,BBJOY FB DEC COLLEC 4OZ,PCS,-4,37.23258,-148.93032
118344,,JOY DWL LEMN 6+1/18.5ML,PACK,-236,23.88393,-5636.60748
118347,,FROOTEES SBERRY SC 10s,PACK,-140,27.65604,-3871.8456
118348,,REBISCO CRACKERS 10s,PACK,-474,27.51808,-13043.56992
118349,,DING DONG HS MIXED 20s,PACK,-175,14.43691,-2526.45925
118350,,185 WIRE BRUSH,PCS,-3,20.08929,-60.26787
118352,,BF SALAD SW MATE 220ML,JAR,-38,29.98954,-1139.60252
118356,,ISLA WHT IOD SALT 1KL,PACK,-178,7.0982,-1263.4796
118386,,M LOLLY CHOCO 24s,PACK,-48,17.41071,-835.71408
118387,,Z JIMBALL SBERRY 50s,PACK,-41,15.17857,-622.32137
118388,,CHOKO 2X CHOC ST 50/2G,PACK,-15,34.0763,-511.1445
118389,,H QCK CRMY BUTR BIS 20s,PACK,-1,14.36833,-14.36833
118397,,EMI HHOLD MATCHES,PCS,-63,7.97974,-502.72362
118405,,EB CKIES REG 130G,PACK,-16,12.82883,-205.26128
118407,,JOY DWL LMN 6+1/45ML,PACK,-21,54.42857,-1142.99997
118409,,FUD BAR VAN JOLT 39G,PACK,-43,38.16294,-1641.00642
118411,,EGG O CKIES CHOCO 20s,PACK,-140,14.87692,-2082.7688
118462,,GEL RUBIE SS BLADES B5T1,PCS,-2,28.28379,-56.56758
118478,,L 7 SARD TS GRN 155G,CAN,-49,9.08045,-444.94205
118502,,PEST OFF FLY TRAP,PCS,-28,1.89424,-53.03872
118504,,PO GLUE BRD RAT WB 2s,PCS,-3,84.59846,-253.79538
118521,,LION T FLYCATCH PPR,PCS,-34,11.09954,-377.38436
118545,,LUCKY 7 S TS CHILI 155G,CAN,-5,8.02251,-40.11255
118551,,SEN TB ULTRA SNSTV,PCS,-3,47.85714,-143.57142
118575,,KT COF CRMR 6/80G S5,PACK,-5,83,-415
118590,,TOMEE C BEAR MC 12s,PACK,-34,9.44643,-321.17862
118591,,JOLY ICE CANDY 12s,PACK,-371,8.03571,-2981.24841
118592,,AR AF STD 30cmX8m,PCS,-23,22.83319,-525.16337
118597,,SKINALL CREAM 10G,PCS,-18,48.21429,-867.85722
118619,,302 HITOP PAIL 2 1/2G WO.C,PCS,-13,38.50769,-500.59997
118628,,655 FUHO SPNHLDR,PCS,-2,48.79,-97.58
118632,,422 LAUNDRY STOOL,PCS,-8,76.14375,-609.15
118654,,J ICE CANDY No1 12s,PACK,-380,8.03571,-3053.5698
118671,,Z JIMBALL ORNG 50s,PACK,-56,15.17857,-849.99992
118672,,PF CHUNKEE CB 350G,CAN,-1,51.98568,-51.98568
118683,,EV SHD AAA 1212BP4,CARD,-93,56.66851,-5270.17143
118686,,BBFLO STACK MILK DISP,BOT,-1,50.03837,-50.03837
118690,,O SPYR L SHAPED,PCS,-2,31.99083,-63.98166
118700,,OISHI SPICY SFOOD 24G,PCS,-896,3.28642,-2944.63232
118701,,NELITA SPL MISUA W 20s,PACK,-183,12.54616,-2295.94728
118755,,130854 U ROPE No5,PCS,-1,59.77667,-59.77667
118762,,JOY DWL AB 6+1/17ML,PACK,-121,23.88393,-2889.95553
118817,,CERES ISO 70P 100ML,PCS,-1,18.75,-18.75
118848,,ZEST O DALANDAN S 330ML,CAN,-32,12.97426,-415.17632
118850,,R CHILI BBQ CCHPS 12/7G,PACK,-618,8.66824,-5356.97232
118859,,MARIKO S TS GRN 155G,CAN,-753,7.87577,-5930.45481
118860,,MARIKO S TS CHILI 155G,CAN,-158,7.72637,-1220.76646
118861,,MARIKO S TS GRN 425G,CAN,-72,18.63044,-1341.39168
118862,,HAKATA SARD GRN 155G,CAN,-311,8.95745,-2785.76695
118863,,HAKATA SARD TS CHILI 155G,CAN,-49,8.4554,-414.3146
118864,,SALLENAS S TS GRN 155G,CAN,-898,7.93433,-7125.02834
118865,,SALLENAS S TS CHLI 155G,CAN,-306,7.70653,-2358.19818
118866,,Z JIMBALL MNTHL 50s,PACK,-39,15.17857,-591.96423
118878,,N YAKISOBA C SBEEF 77G,CUP,-10,15.5966,-155.966
118880,,NIS YAKI CM S CHKN 52G,CUP,-33,11.60782,-383.05806
118881,,NISSIN R SEAFOODS 55G,PCS,-100,4.95053,-495.053
118882,,NISSIN RAMEN BEEF 55G,PCS,-66,4.82733,-318.60378
118886,,HUNTS BKD BEANS 230G,CAN,-193,18.3012,-3532.1316
118890,,KEL COCO POPS 220G,BOX,-5,61.45322,-307.2661
118897,,SPRINGMAID TB 8178,PCS,-4,6.03668,-24.14672
118900,,Z JIMBALL MELON 50s,PACK,-22,15.17857,-333.92854
118907,,Q OATS VITA CHOCO 29G,PCS,-72,8.10995,-583.9164
118935,,KLNX FT LIT EXP 2P 40P,PACK,-8,10.53761,-84.30088
118940,,HEINEKN LB SC 330ML,CAN,-32,58.0491,-1857.5712
118960,,SALLENAS S TS WC 425G,CAN,-32,19.0325,-609.04
118997,,FUNGISOL 4ML,PCS,-46,132.14286,-6078.57156
119012,,MS OYSTER SCE 30G,PCS,-6418,5.18154,-33255.12372
119013,,MS OYSTER SCE 765G,BOT,-42,145.92857,-6128.99994
119014,,MS BBQ MARINADE 680ML,BOT,-8,59.96947,-479.75576
119016,,MS OYSTER SCE 405G,BOT,-52,49.95662,-2597.74424
119018,,MS OYSTER SCE 156G,BOT,-57,24.30796,-1385.55372
119019,,MS BBQ MARINADE 150ML,BOT,-4,25.02943,-100.11772
119032,,SUSAN BAKER CEYLON TEA 10s,BOX,-8,14.84649,-118.77192
119033,,SB CEYLON TEA 100s,BOX,-1,116.19531,-116.19531
119040,,PED DENTASTIX PPY 56G,PACK,-89,39.59,-3523.51
119046,,CHAM B NAT CF 400G/390G,BAR,-179,13.939,-2495.081
119059,,BACTIDOL 250ML,BOT,-4,196.13077,-784.52308
119060,,BACTIDOL 500ML,BOT,-2,352.85282,-705.70564
119121,,DR J ISO ALC 70P 250ML,BOT,-1,20.49496,-20.49496
119196,,TM GGG REG 150G,PCS,-2,23.98214,-47.96428
119203,,PRIDE LD ADF 60ML,PCS,-46,8.92857,-410.71422
119229,,018 MYRTL F KEEPER,PCS,-2,5.68,-11.36
119293,,JBP MILK+RICE 25G,PCS,-131,7.18124,-940.74244
119294,,JBP MILK+RICE 200G,PCS,-1,38.1027,-38.1027
119307,,SB W MUSHROOM 400G,CAN,-2,35.57602,-71.15204
119326,,MB PANG ADOBO 50G,PCS,-6,15.0677,-90.4062
119333,,CLEANS UP AP RAG ORANGE,PACK,-1,22.33566,-22.33566
119335,,SB HD SCRUB SPGE VP,PACK,-30,49.43336,-1483.0008
119336,,SB HD SCRUB PAD TP,PACK,-7,37.30807,-261.15649
119339,,MB BBQ MARINADE 750ML,BOT,-4,59.80772,-239.23088
119345,,MB PANG PALABOK 50G,PCS,-1,15.12874,-15.12874
119349,,EJ ACTIVE ED PWDR 4G,PCS,-150,3.32544,-498.816
119375,,ARMOUR V SAU CHKN 4.6oz,CAN,-1,27.55034,-27.55034
119389,,H FRESH SKIM MILK 1L,BOX,-2,43.06792,-86.13584
119416,,PISCES P SARD M HOT 225G,BOT,-2,48.89292,-97.78584
119417,,PISCES S SARD XHOT 225G,BOT,-2,50.30201,-100.60402
119418,,PISCES S SARD M HOT 225G,BOT,-3,51.10443,-153.31329
119419,,PISCES P SARD XHOT 225G,BOT,-1,56.64893,-56.64893
119425,,WASHINGTON RICE 50KL,SACK,-543,"1,031.60",-560159.6471
119427,,FT NDC GREEN 12oz,BOT,-13,25.08086,-326.05118
119437,,COCO ASTD MCF 80s,JAR,-6,57.14286,-342.85716
119466,,M PINA S SAUCE 385ML,BOT,-10,7.96708,-79.6708
119481,,MARCA PINA S SAUCE 500ML,BOT,-8,11.48306,-91.86448
119482,,MARCA PINA C VIN 385ML,BOT,-4,7.42208,-29.68832
119483,,MARCA PINA S PUTI 385ML,BOT,-4,7.46459,-29.85836
119495,,207 DP LOVE M HNGR BLUE 4s,PACK,-3,28.17053,-84.51159
119502,,M02 H SHP A FRIZZ 200ML,PCS,-2,128.57143,-257.14286
119503,,PRIDE DET PDR AB 1KL,PACK,-24,59.10714,-1418.57136
119527,,M Y SAN B COOKIES 800G,CAN,-23,115.73107,-2661.81461
119538,,TOP GEL ORGE PAPYA 145G,PCS,-369,35.78141,-13203.34029
119589,,JER SKIN LIGHT 200ML,PCS,-5,131.16232,-655.8116
119661,,CELL 6X12 02 EXCEL,PACK,-91,38.77196,-3528.24836
119673,,STAR MARG CLSC TP 30G,PCS,-209,5.75893,-1203.61637
119680,,BOYLEN SPAGHETTI BOX 10s,PACK,-56,14.46161,-809.85016
119702,,NELITA CBEEF 220G,CAN,-277,26.29479,-7283.65683
119724,,OR DEO BBERRY WH 100G,PCS,-3,22.13306,-66.39918
119760,,H FEST AP FLOUR 1KL,PACK,-356,24.54526,-8738.11256
119783,,CDC KN HS 150G,CAN,-36,23.4375,-843.75
119784,,CEL DSH MW 250ML,PCS,-1,131.21429,-131.21429
119786,,CEL DS BM MLK 250ML,PCS,-3,154.5,-463.5
119787,,AR PWDR FGB 70G,PCS,-1187,9.66964,-11477.86268
119798,,APOLLO M ACID 500ML,BOT,-46,32.09081,-1476.17726
119799,,APOLLO M ACID 1L,BOT,-24,47.5201,-1140.4824
119800,,RHEA AP-AP SOL 15ML,PCS,-4,11.57991,-46.31964
119808,,ALBATROSS RND SAMBA 50G,PCS,-9,16.75741,-150.81669
119813,,LIP YEL L BLK TEA 50/2G,BOX,-23,120.61215,-2774.07945
119820,,NISSIN CUP S SEAFOOD 60G,CUP,-56,16.13131,-903.35336
119850,,HOMI MAMI HOT BF 55G,PCS,-400,4.13185,-1652.74
119876,,MORJON S GRN 155G,CAN,-182,8.39543,-1527.96826
119888,,M02 H CND A FRIZZ 200ML,PCS,-2,160.71429,-321.42858
119896,,AR PWDR FGB 630G,PACK,-32,84.42857,-2701.71424
119925,,LP COLGN DREAM 75ML,PCS,-5,27.43006,-137.1503
119927,,KLEENOL DWP LEMON 200G,PCS,-96,14.02679,-1346.57184
119928,,KLEENOL DWP LEMON 400G,PCS,-52,25.07143,-1303.71436
119936,,LP SS COL RAIN 50ML,PCS,-7,20.04126,-140.28882
119937,,LP SS COL RAIN 75ML,PCS,-4,27.6348,-110.5392
119938,,LP SS COL RAIN 125ML,PCS,-4,39.03004,-156.12016
119943,,LP COL ICE WATER 75ML,PCS,-7,27.30159,-191.11113
119944,,LP COL ICE WATER 125ML,PCS,-3,39.94975,-119.84925
119947,,POSH BRIL SHNE TRI 15ML,PCS,-540,3.79464,-2049.1056
119952,,KSTIX PANDAN REF 25s,PACK,-70,18.20378,-1274.2646
119967,,SM SWT BLEND TP 30G,PCS,-148,5.75893,-852.32164
119968,,POSH COMP REP TRI 15ML,PCS,-954,3.79464,-3620.08656
119975,,AR PDR FGB 2010G,PACK,-1,262.99107,-262.99107
119976,,PAM BDP XXXL 22s,PACK,-7,300.63393,-2104.43751
119980,,SFG DFBW PW 500ML,PCS,-1,328.73214,-328.73214
120002,,ST JELLY W/NDC 3/30G,PACK,-25,29.34662,-733.6655
120003,,ST GEL A SNCK ASSTD 130G,PCS,-116,7.78812,-903.42192
120039,,FISH CRACKER,50G,-52,9.95155,-517.4806
120075,,ST SMARTY BAT POPS 180ML,PCS,-101,3.69771,-373.46871
120107,,PBS 4M N RUSH 75ML,PCS,-1,88.39286,-88.39286
120135,,SIMPLY CANOLA OIL 1L,BOT,-25,92.99513,-2324.87825
120171,,QUAKER INST OATS 33G,PCS,-656,5.89709,-3868.49104
120192,,EB COOKIES REG 10/15G,PCS,-140,1.9116,-267.624
120196,,DATU PUTI VINEGAR SACHET 20ML,PCS,-36,0.70488,-25.37568
120220,,BIO GS CLNS 10+2/60G,PACK,-23,131.25,-3018.75
120221,,BIO GS BLM 10+2/60G,PACK,-13,125.89286,-1636.60718
120229,,GOYA CHOCO BOL 7G,PCS,-6,4.19643,-25.17858
120230,,G CHCO KRS FR1 10G,PCS,-11,4.1875,-46.0625
120242,,ZAINE PEELING CRM 15G,PCS,-1,178.57143,-178.57143
120246,,ZNE UNDERARM CRM 15G,PCS,-1,133.92857,-133.92857
120251,,SWAN SARD CHILI 155G,CAN,-612,7.90745,-4839.3594
120252,,UNIPAK SAR TS GRN 155G,CAN,-665,8.36227,-5560.90955
120267,,ORCHID DEO OR R 50G,PCS,-25,11.61595,-290.39875
120268,,ORCHID DEO OR R 100G,PCS,-12,19.41981,-233.03772
120269,,ORC DEO ORGE WH 50G,PCS,-4,9.50417,-38.01668
120270,,ORCHID DEO OR WH 100G,PCS,-7,24.07533,-168.52731
120271,,ZIM SCOURNG PAD HD,PCS,-25,17.19579,-429.89475
120283,,NELITA BLOAF 220G,CAN,-419,15.03978,-6301.66782
120292,,EQUAL CLSC SWTNR 100s,BOX,-4,158.92961,-635.71844
120312,,MEGA SARD TS GRN 155G,CAN,-2686,7.75686,-20834.92596
120313,,MEGA SARD TS RED 155G,CAN,-1142,7.79653,-8903.63726
120328,,S GOOBER GRAPE STR12oz,JAR,-1,112.27575,-112.27575
120332,,MCVITIES D MINIS 32.5G,PCS,-51,6.91071,-352.44621
120340,,C OIL WINTERGREEN 55ML,PCS,-6,12.86452,-77.18712
120352,,IPI OIL OF WGREEN 50ML,BOT,-41,22.72731,-931.81971
120374,,F SPAGHETTI 400G,PACK,-73,21.71715,-1585.35195
120378,,NL SHELL MAC MED,500G,-4,16.25163,-65.00652
120385,,UFC CATSUP REG 1KG,BOT,-288,33.85699,-9750.81312
120426,,ASIA CITRIC ACID,PACK,-100,24.495,-2449.5
120456,,POSH AD TRI 15ML,PCS,-1395,3.79464,-5293.5228
120459,,POSH AR VITALITY 15ML,PCS,-519,3.79464,-1969.41816
120462,,G LOVE COT BUDS C 200T,CANN,-18,16.43457,-295.82226
120467,,MEGA SARD IN NO 155G,CAN,-1,7.8625,-7.8625
120513,,SAP LONGKOW VERM 1KL,PACK,-23,90.81127,-2088.65921
120537,,POSH VIB COL 15ML,PCS,-477,3.79464,-1810.04328
120538,,POSH SH FG PK TRI 15ML,PCS,-363,3.79464,-1377.45432
120551,,MFLO ISOP NIP PH SML,PCS,-1,5.55549,-5.55549
120553,,MFLO ISOP NIP PH LRG,PCS,-3,5.57476,-16.72428
120565,,DURA BRITE NYLON SCRUC 80X100M,PCS,-6,23.45582,-140.73492
120568,,DB S SPONGE MP 80X100MM,PCS,-3,13.43658,-40.30974
120570,,DB BATHRM USE 80X100M,PCS,-1,13.5575,-13.5575
120571,,DB S SPONGE MP 100X150M,PCS,-2,18.80143,-37.60286
120605,,SAGO WHITE BIG,250G,-40,5.98179,-239.2716
120609,,MSB BRMS COL BAGA,PCS,-63,20.52228,-1292.90364
120617,,FAM SP BBQ EOC 155G,CAN,-3,12.39197,-37.17591
120621,,W DRY OCN FISH 480G,BOX,-18,53.57477,-964.34586
120664,,LIST FRSH BURST 500ML,BOT,-6,201.56063,-1209.36378
120671,,ROYAL TAWAS JAR 40G,PCS,-1,3.99352,-3.99352
120674,,SWAN SARD GREEN 155G,CAN,-3464,9.19643,-31856.43352
120678,,LP SSC RSH SP 75ML,PCS,-2,60.54464,-121.08928
120679,,LP SSC BN SPR 75ML,PCS,-5,60.54464,-302.7232
120729,,PHIL D MANGO BALLS 100G,PACK,-8,21.82537,-174.60296
120776,,1263 ORIENTAL CASSEROLE SML,PCS,-4,27.23167,-108.92668
120816,,POSH AHF TRI 15ML,PCS,-513,3.79464,-1946.65032
120850,,LASAP VETSIN 5.9G,PACK,-18,11.99105,-215.8389
120851,,LASAP VETSIN 2.9G,PACK,-39,45.72458,-1783.25862
120854,,LASAP VETSIN 100/100G,PCS,-77,11.68163,-899.48551
120855,,LASAP VETSIN 40/250G,PCS,-22,15.11427,-332.51394
120856,,LASAP VETSIN 20/500G,PACK,-18,37.0671,-667.2078
120857,,LASAP VETSIN 10/1KL,PACK,-6,63.6762,-382.0572
120867,,LASAP MENUDO MIX 30G,PCS,-8,13.3482,-106.7856
120869,,L KARE KARE MIX 75G,PCS,-8,8.81,-70.48
120870,,L ADOBO MIX 35G,PCS,-17,7.12,-121.04
120873,,LASAP PALABOK MIX 60G,PCS,-26,13.32667,-346.49342
120876,,L BBQ MARNDE MIX 50G,PCS,-52,10.04,-522.08
120877,,LASAP S TAMARIND M 40G,PCS,-5,8.99028,-44.9514
120879,,LASAP TOCINO MIX 75G,PCS,-35,11.0675,-387.3625
121039,,HEREFORD C HAM 454G,CAN,-7,169.6425,-1187.4975
121136,,OLYMPIC AF RF 5m,ROLL,-16,13.39286,-214.28576
121202,,MASTER FC WHTNG 70ML,PCS,-6,21.20903,-127.25418
121203,,MASTER FC WHTNG 135ML,PCS,-9,31.7289,-285.5601
121204,,MASTER FC WHTNG 225ML,PCS,-2,44.6677,-89.3354
121216,,FEMME BT 2P 300sht 1r,PCS,-88,4.89719,-430.95272
121217,,FEMME BT 2PLY 4s/300SHT,PACK,-24,19.69631,-472.71144
121218,,FEMME BT 2P 300sht 9r,PACK,-10,48.66465,-486.6465
121219,,FEMME BT 2PLY 12s/300SHT,PACK,-5,68.63819,-343.19095
121248,,JNJ MILKY KNOTS 28G,PCS,-444,3.89617,-1729.89948
121252,,PAYLESS PC KAL 130G,PCS,-722,9.19179,-6636.47238
121253,,PL PC CMNSI 130G,PCS,-298,9.23209,-2751.16282
121269,,BOYLEN LBOX LB 1,PCS,-100,4.1518,-415.18
121271,,BOYLEN NOODLE BOX,PCS,-40,3.10713,-124.2852
121276,,900 F PLSHNG PAD,PCS,-1,36.25463,-36.25463
121285,,CELL 2X10 WHITE HORSE BRAND,PACK,-5,2.95455,-14.77275
121287,,CELL 3X16 WHT HORSE,PACK,-3,11.8808,-35.6424
121288,,CELL 3X5 01 EXCELL,PACK,-13,4.23993,-55.11909
121290,,CELL 2X4 01 EXCELLENT BRAND,PACK,-24,7.03291,-168.78984
121291,,CELL 2X5 01 EXCELLENT,PACK,-6,53.36623,-320.19738
121292,,CELL 2 1/2X10 TORINO,PACK,-101,7.15933,-723.09233
121293,,CELL 1 3/4X10 TORINO BRAND,PACK,-140,5.83789,-817.3046
121300,,PAPA CATSUP REG 1L/1KG,BOT,-225,32.03279,-7207.37775
121310,,BIMOLI CKING OIL 620ML,BOT,-20,52.86494,-1057.2988
121315,,MONA CORN OIL 1L,BOT,-4,85.18182,-340.72728
