ISLAND CITY MALL,,,,,
POS UNPOSTED SALES,,,,,
"AS OF APRIL 27, 2022",,,,,
Item No.,Variant Code,Description,Quantity,Unit Cost,Amount
636964,,HB PS COL PL SFW 50s,10,143.97321,"1,439.73"
636973,,HB FRK HD M CLR 25s,231,17.1875,"3,970.31"
636975,,HB SPPON WHT BIG 12s,6,12.05357,72.32
636979,,HB BAKING PPR 5mtr,6,37.27679,223.66
636980,,HB PL CUPS CLR 12oz 100s,50,70.75893,"3,537.95"
636987,,HB AL FOIL 5mtr REF,1,24.10714,24.11
636990,,HBEE WAX PAPER 10mtr,3,37.27679,111.83
637027,,WHISPER SL AN 31cm US 6s,4,54.375,217.5
637040,,BISCOM CNTRL NC 50KG,49,"1,805","88,445.00"
637050,,PTN SHP HFC 450ML,2,207.5625,415.13
637051,,PTN SHP TDC 450ML,2,207.5625,415.13
637056,,SFG SOAP PINK 175G,156,37.625,"5,869.50"
637065,,OB TB CLSC MED 40 HP,8,20.97321,167.79
637080,,D DONG MIXED NUTS 30G,578,3.5625,"2,059.13"
637082,,MR BUKO C CANDY 20s,254,14.9375,"3,794.13"
637087,,HB SW BAG WHT 100s,6,16.29464,97.77
637088,,HB SW BAG CLR FS 100s,11,32.58929,358.48
637089,,HB SW BAG COL 100s,1,34.375,34.38
637126,,HB COF STIR RED 100G,43,20.53571,883.04
637128,,HB PC PLAIN 12oz 50s,1,92.85714,92.86
637161,,WF STKY JAS RICE 2KG,3,180,540
637164,,WF LG JAP TEX RCE 2KG,1,180,180
637227,,KC SARD TS EOC 155G,"1,598",12.27679,"19,618.31"
637236,,NF ITLOG BTIKI CHOC 24s,4,16.16071,64.64
637283,,NSN SM SFOOD 85G,33,24.66071,813.8
637285,,NISN SM HOT SPICY 85G,38,24.66071,937.11
637287,,MC CONDNSDA 10/28G,69,36.96429,"2,550.54"
637325,,FITA CRACKERS 15x30G,762,55.04464,"41,944.02"
637352,,GUABAO 698 R TISSUE,3,17.67857,53.04
637424,,AA334 HAIR CLAMP,2,4.01786,8.04
637448,,SB BROOM COMB,2,277.04464,554.09
637487,,RAM WHL K CORN 3000G,1,132.26786,132.27
637492,,JERGENS DLY MOIST 100ML,7,58.92857,412.5
637494,,JERGENS D MOIST 500ML,1,183.03571,183.04
637499,,ST BB DPR XXL 26s,1,184.28571,184.29
637537,,NS ANSNGTMYN 125G,5,39.73214,198.66
637538,,CHAPAGETTI RMYN 140G,13,41.51786,539.73
637539,,CS CLAY POT BB 117G,4,44.19643,176.79
637540,,NS CLAY POT CUP 70G,10,37.94643,379.46
637541,,CLAY POT RMYN MP 5/120G,2,149.55357,299.11
637545,,BELO IW BAR LS 65G,13,57.8125,751.56
637548,,NEOGURI SF n SR 120G,8,39.73214,317.86
637549,,OJINGO CHMPNG RP 124G,14,48.66071,681.25
637550,,NS PR/R POT NDL 120G,10,30.80357,308.04
637551,,NS PR/RCH POT 5/120G,2,149.55357,299.11
637554,,SHIN CUP RMYN SHRIMP 72G,11,37.94643,417.41
637557,,SHIN RMYN PCH BLK 130G,10,87.94643,879.46
637560,,BELO IW BB CREAM 50ML,2,312.27679,624.55
637561,,BELO AP PMPL F BAR 65G,8,71.20536,569.64
637562,,BELO SE T SC SPF50 50ML,2,401.5625,803.13
637571,,SOON VEG RMYN 67G,6,41.51786,249.11
637573,,NS SOON VEG RMYN P 112G,8,37.94643,303.57
637588,,HW60 WTR DPR CB,37,14.73214,545.09
637597,,SB CARROT SOAP 2/135G,2,96.42857,192.86
637598,,SB CARROT SOAP 2/65G,3,52.23214,156.7
637607,,Y 113 HAND WIPES,13,10.26786,133.48
637609,,BO PF BRWNS 130G,20,40.17857,803.57
637614,,BO BRWNS IND 200G,17,58.03571,986.61
637617,,BO PF BTSCH 130G,12,40.17857,482.14
637618,,BO PF BS IND 200G,11,58.03571,638.39
637626,,W 515 TUMBLER,1,30.35714,30.36
637628,,ST 100S FRESH BOX,10,9.375,93.75
637659,,771 BASKETBALL No1,5,66.96429,334.82
637727,,BO PF C CHSE BR 120G,9,44.64286,401.79
637733,,BO CC CKIES 350G,5,76.78571,383.93
637742,,D PEPE TW SAL CRML 15G,252,2.23214,562.5
637743,,DIAMND REF SGR 21G,16,1.71429,27.43
637823,,SFG 3PID PINK 3/175G,10,106.32143,"1,063.21"
637824,,SFG 3PID WHITE 3/175G,12,106.32143,"1,275.86"
637851,,GT WHITE TP 50G,"5,502",7.75893,"42,689.63"
637855,,LS WT MNGO GRHM 35G,240,5.27679,"1,266.43"
637859,,BBFLO OTML BATH 200ML,5,66.96429,334.82
637860,,BBFLO S FREE BATH 100ML,2,40.17857,80.36
637862,,REYNOLDS STD 8m+RF 8m,3,114.46429,343.39
637885,,MMALLOW WHT BIG,100,0.125,12.5
637901,,DANNIX P ACETONE 25ML,10,9.82143,98.21
637923,,TA HM HNY 15ML,54,9.64286,520.71
637979,,HS SH COOL MNTHL 450ML,1,219.3125,219.31
637998,,JBB TT TOE WASH 50ML,21,28.4375,597.19
637999,,HY10 SS CUP 450ML,2,142.85714,285.71
638001,,HAPEE TP FCW 2/140ML,7,75.44643,528.13
638010,,ALASKA PM PCH 1.7KG,34,333.15179,"11,327.16"
638213,,SAN C SHRIMP FLVR 200G,51,19.08929,973.55
638214,,SAN C SHRIMP FLVR 1KG,6,67.85714,407.14
638215,,SAN C FISH FLVR 500G,28,33.92857,950
638216,,SAN C FISH FLVR 200G,70,19.08929,"1,336.25"
638217,,SAN C FISH FLVR 1KG,10,67.85714,678.57
638218,,SAN C HOT n SPICY 500G,31,33.92857,"1,051.79"
638219,,SAN C HOT n SPICY 200G,58,19.08929,"1,107.18"
638220,,SAN C HOT n SPICY 1KG,8,67.85714,542.86
638221,,SAN C SQUID FLVR 500G,37,33.92857,"1,255.36"
638222,,SAN C SQUID FLVR 200G,40,19.08929,763.57
638223,,SAN C SQUID FLVR 1KG,7,67.85714,475
638224,,SAN C ONION GRLC 500G,16,33.92857,542.86
638225,,SAN C ONION GRLC 200G,32,19.08929,610.86
638226,,SAN C ONION GRLC 1KG,8,67.85714,542.86
638262,,F2 POLO SPORT RL 10ML,2,44.19643,88.39
638265,,F4 HUGO BY HUGO 10ML,5,44.19643,220.98
638266,,F60 J LO LIVE 10ML,6,44.19643,265.18
638267,,F35 ROM WISH VS 30ML,1,104.46429,104.46
638270,,F4 HUGO BY HUGO 30ML,1,104.46429,104.46
638271,,F60 J LO BY JL 30ML,4,104.46429,417.86
638272,,F35 ROM WISH VS 60ML,1,164.73214,164.73
638273,,F2 POLO SPORT FP 60ML,2,164.73214,329.46
638274,,F68 FANTASY BS 60ML,1,164.73214,164.73
638276,,F10 ENERGIZE HUGO 60ML,1,164.73214,164.73
638286,,MONEA CD MILK HL 100ML,3,60.71429,182.14
638366,,336 CANISTER LARGE,1,49.55357,49.55
638368,,2515A SUNNY BOWL BIG,3,45.98214,137.95
638384,,UNI F FRTY JS ASSTD 90s,26,68.08036,"1,770.09"
638386,,OFF OVRTME LOT 2/100ML,11,207.79464,"2,285.74"
638391,,IW 2MIN W MRCL GEL 8ML,3,21.875,65.63
638394,,BONAKID MILK PDR 2KG,1,843.14286,843.14
638398,,CAS ALC MILD 1GAL,5,285.71429,"1,428.57"
638429,,AFF BB SC SPORTY 30ML,2,14.91071,29.82
638458,,KINGS L VERM SOT 1.59oz,19,5.04464,95.85
638459,,KINGS L VERM SOT 3.18oz,10,9.10714,91.07
638460,,KINGS L VERM SOT 7oz,5,19.19643,95.98
638461,,KINGS L BERM SOT 14oz,3,39.28571,117.86
638462,,KINGD L VERM SOT 28oz,13,78.57143,"1,021.43"
638470,,JERSEY FCC UBE 390G,15,28.34821,425.22
638478,,NES TEMP ALM BRW 1.3L,2,206.98214,413.96
638510,,MASKAPE ORIGINAL 20G,48,3.57143,171.43
638617,,BOMEDCO C NC 50KLS,55,"1,945","106,975.00"
638681,,TC BW JAS COT 600ML,1,174.66071,174.66
638682,,TC BW SAKURA 600ML,1,174.66071,174.66
638736,,CHCVRN BS CLSC 60G,1,49.10714,49.11
638737,,B BEST P HONEY 375ML,61,71.42857,"4,357.14"
638783,,CHCVRN BS UBE 60G,1,49.10714,49.11
638786,,2518 BASKET,1,178.57143,178.57
638787,,N E02 MANICURE SET,1,187.5,187.5
638791,,ZL 15 NW DISH CLOTH,7,26.78571,187.5
638794,,DQ JHS04 SPONGE GB,1,33.92857,33.93
638798,,CHEERS ON SMR 300ML,1,142.85714,142.86
638799,,TB D010 TOOTHBRUSH,100,1.96429,196.43
638804,,102090 3 PONY,37,18.45536,682.85
638813,,RB 999 5n1 TOOL KC,1,80.35714,80.36
638818,,3430 201 PONY,20,6.42857,128.57
638821,,129 7 PONY,2,15.17857,30.36
638822,,FF HF 20s wf CFHF 8s,2,54.28571,108.57
638839,,1213 CANSTR W/O SPN,16,14.73214,235.71
638840,,1305 CANISTER,4,25.89286,103.57
638862,,T FANGS KID TGEL SG2 55G,1,86.60714,86.61
638890,,BET FB FW L DRM 150ML,7,75,525
638891,,BET FB FW L DRM 250ML,4,93.75,375
638892,,BET FB FW PK PAR 60ML,26,33.25893,864.73
638893,,BET FB FW PK PAR 150ML,4,75,300
638894,,BET FB FW PK PAR 250ML,3,93.75,281.25
638913,,ARIEL PG SF 1KG,2,132.49107,264.98
638930,,LORD P PLUS 2 CART,3,36.75,110.25
638963,,REX WMN STK SC 40G,2,96.60714,193.21
638966,,REX MEN RO INV DRY 25ML,16,35.75893,572.14
638978,,LC REAL MAYO 30ML,150,8.03571,"1,205.36"
638979,,LC BACON SPREAD 30ML,188,8.03571,"1,510.71"
638980,,LC CHICKEN SPREAD 27ML,14,8.03571,112.5
638987,,BELO BB FBDY LOT 150ML,1,200.66964,200.67
638989,,BELO BBC S SNGL 100ML,3,58.25893,174.78
638991,,BELO BBC C DRZLE 100ML,1,71.20536,71.21
639035,,VIR CORNED PORK 180G,8,46.42857,371.43
639046,,IDEAL PL SOAP WHT 2s,15,11.91071,178.66
639112,,A 455 MELAMINE BOWL,1,8.92857,8.93
639126,,CARN EVAP 250ML,84,15.85714,"1,332.00"
639134,,CAR CONDSADA 388G,125,37.55357,"4,694.20"
639145,,MM FCM SCM 388G,21,62.58036,"1,314.19"
639159,,DP SS 11+1/200ML,1,71.20536,71.21
639162,,PAPA BC REG 5+1/320G,1,69.64286,69.64
639163,,PAPA BC SUP 7+1/200G,1,61.875,61.88
639196,,MC HB BEANS 350G,1,276.78571,276.79
639201,,AL FPMD 300G,503,58.84821,"29,600.65"
639239,,OB CLSC 40MED HP 5+1,1,116.99107,116.99
639312,,AL FPMD 150G,154,30.34821,"4,673.62"
639317,,CB SAL HOT SPCY 65G,26,14.89286,387.21
639319,,34854 1 UTENSILS,2,53.57143,107.14
639322,,ALEXIS UTENSILS 3s,2,40.17857,80.36
639330,,YL05 MASK CASE,2,31.25,62.5
639339,,FIRE COVER,2,32.14286,64.29
639342,,5127 THERMOS 2L,6,209.82143,"1,258.93"
639352,,GINTO B GIN 600ML,13,91.60714,"1,190.89"
639355,,WP10 MOSQUITO LAMP,1,250,250
639406,,BOP 6 35 L CAR BRWN,1,356.25,356.25
639410,,BOP 3 0 DRKST BROWN,2,356.25,712.5
639415,,DING DONG MN REAL 100G,3,13.125,39.38
639416,,DING DONG SWT SPCY 95G,129,13.125,"1,693.13"
639442,,YS50 MUG,2,49.10714,98.21
639444,,JS1004 KIT TOOL 3s,1,66.96429,66.96
639449,,A68209 TMBLR W/SLOT,6,21.42857,128.57
639494,,WX1 S JAR 600ML,1,18.75,18.75
639496,,WX 2 S JAR 800ML,5,24.10714,120.54
639501,,STRGE CNSTR 460ML,2,53.57143,107.14
639507,,GLASS ST JAR 450ML,1,84.82143,84.82
639530,,RAM VINEGAR 100ML,11,2.5625,28.19
639531,,MB VEG OIL PET 500ML,2,44.82143,89.64
639532,,MB VEG OIL SUP 500ML,13,43.88393,570.49
639535,,MB VEG OIL SUP 1.8L,4,141.07143,564.29
639582,,IW BB HOLIC LIGHT 4ML,30,21.875,656.25
639583,,IW BB HOLIC BEIGE 4ML,18,21.875,393.75
639584,,CHAR DN HF NU W 8s,353,19.82143,"6,996.96"
639585,,CHARM PC LNGR PL 20s,46,24.82143,"1,141.79"
639600,,ALRUF TAWAS PURE 50G,19,6.78571,128.93
639623,,AL NP REMOVER 25ML,1,9.82143,9.82
639629,,AL POVDN IODNE 15ML,6,17.63393,105.8
639644,,AL OIL OF WNTRGRN 25ML,10,13.83929,138.39
639645,,AL OIL OF WNTRGRN 50ML,16,23.66071,378.57
639646,,AL SALICYLIC ACID 25ML,2,9.82143,19.64
639648,,AL AP AP SOLUTN 25ML,24,9.82143,235.71
639649,,AL AP AP SOLUTN 50ML,3,15.625,46.88
639657,,RG CATERPILLAR 500G,14,70.98214,993.75
639660,,RG WORM 500G,3,70.98214,212.95
639661,,RICH G TEETH 500G,5,70.98214,354.91
639672,,PHILIPS FF CARMEL 25s,3,10.71429,32.14
639694,,CLN AB FHS SWT PEA 259ML,1,88.39286,88.39
639703,,PILAR MARGARINA,480,9.33036,"4,478.57"
639714,,6610 EOMAY KIDS TB,6,4.61607,27.7
639721,,305 TOILET BRUSH,2,42.85714,85.71
639755,,NSN BTR COCO 10/25G,255,38.19643,"9,740.09"
639779,,PT 16 3 B TBL CLOTH,4,18.75,75
639860,,PLAX FRESH MINT 1L,1,223.20536,223.21
639890,,SWT BB DPR SML 60+6s,5,222.76786,"1,113.84"
639892,,SWT BB DPR LRG 54+6s,7,261.16071,"1,828.12"
639894,,SWT BB DPR XXL 10s,2,71.20536,142.41
639895,,SWT BB DPR XXL 25+3s,2,162.72321,325.45
639903,,724 JUMPING ROPE,6,18.75,112.5
639921,,DOWNY F LAV 20ML,567,4.02679,"2,283.19"
639943,,DOWNY F LAV 32ML,28,6.33036,177.25
639954,,DOWNY F LAV 63ML,94,12.27679,"1,154.02"
639955,,DOWNY F LAV RF 640ML,8,114.49107,915.93
639989,,LAC PC EDAM 8s 130G,8,66.07143,528.57
639990,,LAC PC EMMNTAL 8s 130G,10,66.07143,660.71
640000,,SF COCO SW 10s,3,38.16964,114.51
640003,,SF BBERRY SW 190G,10,25.66964,256.7
640012,,SL24 MEC LAMP,1,107.14286,107.14
640022,,GR020 S LED LIGHT,2,116.07143,232.14
640024,,XF701 SLD LAMP,1,178.57143,178.57
640033,,BUFF SHOE CREME 5ML,2,3.125,6.25
640049,,PE0410 ROPE 10m,1,13.39286,13.39
640176,,898 7 TOOTHPICK,1,5.50893,5.51
640309,,BDY FAN BS VAN 29ML,13,58.92857,766.07
640322,,VITAMILK DC SHKE 1L,25,59.52679,"1,488.17"
640323,,JERSEY FCM PDR 900G,7,205.35714,"1,437.50"
640376,,CTP KIDS MINIONS 40G,19,28.6875,545.06
640378,,CTB SMILES YTH MIN 5 9 ES,2,149,298
640379,,AJAX CLNSR LAV F 1L,1,112.58036,112.58
640380,,AJAX CLNSR FRTY F 1L,1,112.58036,112.58
640382,,AJAX CLNSR LIME F 1L,2,112.58036,225.16
640383,,BAYGON MIK ODORLS 300ML,14,164.73214,"2,306.25"
640384,,BAYGON MIK ODRLS 500ML,7,213.48214,"1,494.37"
640385,,GLD HI FRSH LAV 8G,6,39.77679,238.66
640386,,GLD HI F FLRL FRSH 8G,10,39.77679,397.77
640387,,GLD HI F COOL FRSH 8G,22,39.77679,875.09
640388,,GLD HI F FRTY FRSH 8G,10,39.77679,397.77
640389,,MO2 HRBL SHP ARGN 350ML,1,267.63393,267.63
640390,,MO2 HC ARGAN OIL 350ML,1,267.63393,267.63
640391,,MEGA TF SPNSH EOC 180G,7,29.55357,206.87
640501,,FRESH ECR BT 2P 11+1r,1,61.875,61.88
640502,,KAMI BT 2P 300sht 11+1r,9,68.25893,614.33
640509,,LOBOC TURMRC PDR 50G,11,14.73214,162.05
640510,,LOBOC TURMRC PDR 100G,16,29.73214,475.71
640511,,LOBOC TURMRC PDR 250G,11,73.66071,810.27
640512,,LOBOC TURMRC PDR 500G,2,147.32143,294.64
640724,,PONDS MEN FW EC 10G,58,11.16071,647.32
640725,,VAS PET J ORIG 50ML,11,38.75,426.25
640726,,VAS PET J ORG 100ML,2,78.25893,156.52
640732,,DOVE MC RO INV DRY 40ML,8,75.3125,602.5
640830,,PF STAR CB C CHSE 150G,4,22.27679,89.11
640831,,PF STAR CB C CHSE 260G,3,39.61607,118.85
640837,,KTX FA UT W 23cm 2/8s,6,57.82143,346.93
640838,,KTX LUXE UT W 2/8s S13,7,93.54464,654.81
640839,,KTX LXE UT W 2x8s S17,7,148.8125,"1,041.69"
640844,,COL FC LEMN YEL 500G,1,70.6875,70.69
640846,,COL FC EGG YEL 500G,1,70.6875,70.69
640980,,TES SUGAR CKIES 450G,3,66.96429,200.89
640981,,PAG BROAS CNSTR 100G,13,44.64286,580.36
641008,,ORAL B TB 3n1 ACT,77,10.17857,783.75
641018,,GENIUS GUP PANTS XXL 18s,1,174.32143,174.32
641019,,EQ DRY DPR ECONO NB 44s,8,242.98214,"1,943.86"
641082,,C CLIO TB DAG B2T1,4,88.39286,353.57
641094,,IW WHTNG VITA FW 90ML,2,141.96429,283.93
641125,,HB ICC W/LIDS 3.5z 50s,98,76.33929,"7,481.25"
641131,,DANES CHSE SPRD 220G,1,61.60714,61.61
641151,,RG BANANA GRN 500G,4,70.98214,283.93
641186,,BEAR B CHOCO 900G,36,237.24107,"8,540.68"
641199,,MAHLIAS FC REG 30G,3,14.50893,43.53
641220,,MAHLIAS FC REG 70G,3,28.52679,85.58
641224,,MAHLIAS FC SPICY 70G,11,28.52679,313.79
641230,,REJOICE SH RICH 16ML,699,3.99107,"2,789.76"
641231,,RICH G COLA 500G,3,70.98214,212.95
641244,,GLUTA C W/KP+FB 2/60G,2,89.0625,178.13
641247,,GC W/KA+LOT+SPF30 150ML,10,196.20536,"1,962.05"
641248,,GC W/KA+ FB SOAP 60G,2,53.34821,106.7
641251,,KUTTER SS NAIL PSHR 2s,19,48.88393,928.79
641253,,KTR NAIL BRUSH 2088,5,8.70536,43.53
641254,,KTR SS CUTCLE NIPPER,8,160.49107,"1,283.93"
641255,,KTR SCSR TWZR 2080,1,31.02679,31.03
641258,,SALOMPAS NEGOSYO PK,17,107.27679,"1,823.71"
641263,,KUTTER TWEEZER SQ TIP,12,29.24107,350.89
641264,,KUTTER TWZR SLNT TIP,6,29.24107,175.45
641266,,SOFTWASH FAB CON 1L,2,116.07143,232.14
641283,,GARD SHP CHARCL 180ML,8,75.44643,603.57
641286,,BF KID TB 12 24 MO 3+1,2,63.97321,127.95
641290,,RAZER EX TRPL BLDE 4M 2s,3,45.9375,137.81
641291,,RZR EX TRPL BLDE 4W 2s,2,45.9375,91.88
641292,,RZR EX TRPL BLDE D 4M 3s,35,45.9375,"1,607.81"
641293,,RZR EX TRPL BLDE D 4W 3s,2,45.9375,91.88
641297,,BLEST TB CHARCOAL 2+1,3,92.85714,278.57
641300,,BLEST HKT 3/70p,11,82.5,907.5
641396,,RG DOPHIN 500G,5,70.98214,354.91
641397,,RICH G SNAKE 500G,6,70.98214,425.89
641398,,OLAY NW PINK FC 7.5G,308,10.59821,"3,264.25"
641425,,YT SARD GRN EOC 155G,"7,170",13.48214,"96,666.94"
641448,,PTN IC 3MM HFC 300ML,1,154.16964,154.17
641449,,PTN 3MM TD/CG 300ML,1,154.16964,154.17
641450,,RICH G WORM 250G,1,38.19643,38.2
641451,,RICH G TEETH 250G,2,38.19643,76.39
641452,,RICH G BEAR 250G,3,38.19643,114.59
641460,,PTN SH HFC TRI 15ML,"1,488",3.99107,"5,938.71"
641462,,PTN SH TDC TRI 12ML,726,3.99107,"2,897.52"
641531,,LISTERINE ZERO 250ML,6,73.05357,438.32
641544,,ALASKA SCC 40G,308,4.01786,"1,237.50"
641552,,PEN AD BS 1 PNK 75ML,2,79.46429,158.93
641553,,PEN AD BS 2 PRPL 75ML,2,79.46429,158.93
641554,,PEN AD BS 3 BLUE 75ML,1,79.46429,79.46
641556,,PEN FF BS STWBRY 60ML,2,79.46429,158.93
641557,,PEN FF BS WTRMLN 60ML,4,79.46429,317.86
641559,,PEN JC BS MB+FB 2/55ML P89,1,79.46429,79.46
641677,,ALASKA FPMD 900G,65,192.8125,"12,532.81"
641700,,CHUCKIE OG 6/180ML,18,83.44643,"1,502.04"
641703,,MET CHLD TB WC CD,24,29.24107,701.79
641704,,MET TBRUSH W/CASE,2,35.49107,70.98
641705,,MET DENTURE BRSH,2,53.52679,107.05
641706,,MET KIDS FLSR KF 16s,1,80.13393,80.13
641707,,USHINE FLOSS 100s,8,89.0625,712.5
641710,,MET DF 40m WAXED 3s,3,89.0625,267.19
641738,,JUL BTR CRACKERS 132G,17,17.85714,303.57
641740,,JUL SUGAR CRKR 132G,1,17.85714,17.86
641760,,FLAM P CARDS RED 22,1,48.88393,48.88
641761,,FLAM P CARDS GRN 33,3,48.88393,146.65
641763,,SENSO TP GC 2/100G,7,144.64286,"1,012.50"
641771,,RICH G COLA 250G,5,38.19643,190.98
641772,,129 10 PONY,1,13.39286,13.39
641777,,LOVED LHS CHRY DSY 500ML,7,46.42857,325
641793,,RICH G DOPHIN 250G,2,38.19643,76.39
641796,,RICH G SNAKE 250G,4,38.19643,152.79
641797,,RICH G TAPE 430G,5,88.39286,441.96
641798,,RM LRG CHOCO 170G,1,51.23214,51.23
641824,,S 26 PROMIL 3 600G,1,520.66071,520.66
641839,,RM LARGE ASSTD 170G,1,51.23214,51.23
641842,,GL ORGANIC VCO 1L,3,238.21429,714.64
641843,,GL ORG VCO 500ML,3,156.07143,468.21
641846,,A2958 FB W/6 COMP,2,245.53571,491.07
641850,,GL ORG VCO 250ML,7,94.46429,661.25
641851,,SEL CSTK MLKIE 50G,3,12.1875,36.56
641858,,SEL SUP COF JLY 1.3L,2,223.21429,446.43
641859,,SEL SUP COF JLY 450ML,4,93.34821,373.39
641861,,SEL CP C TFCNO 110ML,15,17.85714,267.86
641873,,FC CONF PDR SGR 500G,7,47.41071,331.87
641897,,VIRG BNNA CHP 200G,45,62.5,"2,812.50"
641902,,LOVE CARE TB 881,14,5.80357,81.25
641933,,G WW PNDSL 350G,3,41.96429,125.89
641972,,MEGA TF n OIL EOC 155G,8,24.19643,193.57
641973,,MEGA TF HS EOC 155G,4,24.19643,96.79
641993,,KLA CLMAY PNUT CAN,267,31.25,"8,343.75"
641994,,KLA CLMAY W/PNT CAN,99,37.5,"3,712.50"
642016,,MAYON MSHRM WHL 198G,8,25.89286,207.14
642019,,YF8175 CLAMPS SML BFLY,1,2.23214,2.23
642028,,STYLX SGEL GEL 125G+50G,1,20.75893,20.76
642036,,EQ PANTS BB DPR L 10s,56,58.83929,"3,295.00"
642037,,EQ PANTS BB DPR XL 10s,48,72.27679,"3,469.29"
642038,,EQ PANTS BB DPR XXL 10s,43,76.32143,"3,281.82"
642039,,EQ PANTS BB DPR L 24s,22,152,"3,344.00"
642040,,EQ PANTS BB DPR XL 24s,35,166.45536,"5,825.94"
642041,,EQ PANTS BB DPR XXL 24s,15,174.32143,"2,614.82"
642144,,MAGNERS IC APPLE 330ML,1,80.35714,80.36
642180,,YF6363 G PONY COL,14,1.49107,20.87
642222,,HOBE CANTON 227G,172,33.66071,"5,789.64"
642224,,HOBE CANTON 454G,67,65.53571,"4,390.89"
642233,,OS BB WLFTHRN 143G,6,47.51786,285.11
642262,,B 112 ISLAND PL CON PET,11,13.39286,147.32
642266,,B 123 ISL PL CONT PET,3,16.74107,50.22
642267,,B 124 ISL PL CONT PET,22,14.86607,327.05
642268,,B 165 ISL PL CONT PET,10,27.76786,277.68
642272,,B 193 ISL PL CONT PET,4,18.39286,73.57
642286,,JBB BATH MLK+OAT 200ML,26,81.78571,"2,126.43"
642289,,JBB LOT MILK+OAT 200ML,10,136.5625,"1,365.63"
642290,,JBB LOT MLK+OAT 500ML,1,285.44643,285.45
642291,,MLEON CANOLA OIL 5.8L,5,475,"2,375.00"
642292,,ML CANOLA OIL SUP 1.8L,29,151.23214,"4,385.73"
642332,,ALCOPLUS ETHL 70P S 60ML,61,21.875,"1,334.38"
642340,,ARAWAN F RICE FLR 500G,34,17.85714,607.14
642342,,ST300 BLADE PM RED,10,5.50893,55.09
642343,,ST 300 BLADE PM BLUE,6,5.50893,33.05
642418,,EAGLE DECLOGGER 500ML,4,40.17857,160.71
642423,,BRAVO COND 390G,24,23.21429,557.14
642442,,SWAN S GRN EO 155G,597,11.5625,"6,902.81"
642443,,SWAN SARD CHILI EO 155G,2,11.5625,23.13
642446,,TH SHTKE SLC MSHRM 284G,3,26.78571,80.36
642447,,TH SHTK SLC MSHRM 850G,2,62.5,125
642455,,GATOR ORANGE C 350ML,171,18.30357,"3,129.91"
642456,,GATRDE GRPE 350ML,329,16.1875,"5,325.69"
642457,,GATOR TROP FRT 350ML,262,18.30357,"4,795.54"
642458,,GATOR B BOLT 350ML,549,18.30357,"10,048.66"
642508,,LINGZHI 3n1 COF CLSC 21G,71,15.625,"1,109.38"
642509,,LINGZHI 3n1 COF CLSC 20/21G,1,285.71429,285.71
642511,,LINGZHI 3n1 COF STK 10.5G,290,9.15179,"2,654.02"
642528,,ROSE CANE VIN 200ML,2,4.375,8.75
642532,,ROSE CANE VIN 1.89L,1,46.875,46.88
642534,,ROSE SUKA PUTI 200ML,3,4.28571,12.86
642536,,ROSE SUKA PUTI 385ML,1,10.08929,10.09
642543,,LAPU LAPU SS 1L,2,27.23214,54.46
642548,,LAPU2x SP PATIS 1.89L,8,42.85714,342.86
642717,,SS ADOBO BANGUS 220G,1,117.85714,117.86
642804,,MAR CHCHRON ORD,100,15.40179,"1,540.18"
642871,,PLAYFUL AB AP WIPES 90s,78,75.98214,"5,926.61"
642873,,PLAYFUL AB AP WIPES 30s,29,33.23214,963.73
642878,,DON LUCIO SANG 750ML,1,247.21429,247.21
642880,,DM SS CRMY CHES 500G,76,44.64286,"3,392.86"
642881,,DM SS CRMY CHES 900G,50,62.09821,"3,104.91"
642885,,NSN C SFOODS 45G,85,13.17857,"1,120.18"
643018,,UK HRT A VERA 20G,198,4.46429,883.93
643019,,VG DWL KAL 2/500ML P99,2,88.39286,176.79
643020,,VG DWL LEMN 2/500ML P99,17,88.39286,"1,502.68"
643035,,BW SPORTS BS BLK 100ML,8,96.42857,771.43
643038,,BW SPRTS BS GRN 100ML,4,96.42857,385.71
643048,,EC TL CHSE CURLS 58G,242,5.41071,"1,309.39"
643087,,VP FOOD CONT 750ML,100,7.85714,785.71
643088,,VP FOOD CONT 1000ML,40,8.16071,326.43
643090,,AUST CBEEF 175G,163,22.32143,"3,638.39"
643098,,UNI K W/GLTA BP 180G,3,17.14286,51.43
643099,,KING M GUL BUKO P 24G,24,8.83929,212.14
643100,,KING M GUL ORGE 24G,21,8.83929,185.63
643101,,KING M GUL YEL 24G,18,8.83929,159.11
643103,,KING M GUL WHT 24G,13,8.83929,114.91
643106,,KING M GUL SBERRY 24G,14,8.83929,123.75
643108,,HF B CRUMBS 230G,19,21.70536,412.4
643109,,HF BREAD CRUMBS 1000G,9,83.70536,753.35
643118,,HF PCS STEM MSHRM 425G,1,33.48214,33.48
643125,,MC CODY MSG 18/9G 20/9G,55,30.69643,"1,688.30"
643126,,MC CODY MSG 24G,96,3.42857,329.14
643128,,MC CODY PAM BUO 30G,2,30.69643,61.39
643133,,QI P CORNSTRCH 100G,26,12.55357,326.39
643134,,QI P CORNSTARCH 200G,16,18.13393,290.14
643138,,NASH WHT COFFEE 20G,"2,216",4.83929,"10,723.87"
643158,,MEGA S PT 2P 300sht 1r,36,8.92857,321.43
643159,,MEGA S PT 2P 300sht 4r,10,34.82143,348.21
643160,,MEGA S P BT 2P 400sht 12r,3,102.67857,308.04
